TITLE     = "fun3d_case_title"
VARIABLES = "Iteration"
"R_1"
"R_2"
"R_3"
"R_4"
"R_5"
"R_6"
"C_L"
"C_D"
"C_M_y"
"C_Dv"
ZONE T="ZONE 001"
 STRANDID=0, SOLUTIONTIME=0
 I=909, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE )
 1.000000000E+00 1.379026071E-05 3.392425242E-06 1.714257110E-06 4.618368166E-06 3.473895777E-05 8.697335143E-04 7.191972136E-01 3.698891401E-01 -2.949525714E-01 1.010767445E-01
 2.000000000E+00 1.184658413E-05 3.344654488E-06 2.793927706E-06 6.893728369E-06 2.984312232E-05 7.966959965E-04 1.776922345E+00 7.685589194E-01 -7.185775042E-01 9.773617983E-02
 3.000000000E+00 9.704610420E-06 3.350970701E-06 3.688845936E-06 8.846219316E-06 2.446070539E-05 6.899872096E-04 2.947211742E+00 1.219602585E+00 -1.132228851E+00 9.375798702E-02
 4.000000000E+00 7.536420526E-06 2.829388677E-06 2.763621524E-06 6.502346423E-06 1.899414565E-05 5.491253105E-04 3.386175394E+00 1.451056957E+00 -1.344337106E+00 9.015490115E-02
 5.000000000E+00 9.370472981E-06 5.365082870E-06 3.634031373E-06 5.969086942E-06 2.360408325E-05 4.006810777E-04 1.843850136E+00 1.280954599E+00 -1.022650242E+00 8.806638420E-02
 6.000000000E+00 7.288396773E-06 7.981998351E-06 3.698929049E-06 4.885923772E-06 1.808056368E-05 2.610002703E-04 -5.194447637E-01 8.737338185E-01 1.774459630E-01 8.518745750E-02
 7.000000000E+00 5.491185220E-06 6.476261206E-06 3.855856903E-06 3.815940545E-06 1.369075289E-05 1.615167130E-04 -1.079504371E+00 4.357549846E-01 1.538982630E+00 8.015052229E-02
 8.000000000E+00 5.455132850E-06 2.717442840E-06 2.313915047E-06 2.740598802E-06 1.367445111E-05 1.142890032E-04 4.055081010E-01 1.484968066E-01 -1.769556254E-01 7.137739658E-02
 9.000000000E+00 4.379907750E-06 3.197091019E-06 1.952590992E-06 2.208561227E-06 1.087391684E-05 5.269705798E-05 5.116344094E-01 5.829847232E-02 -6.698296666E-01 5.805879086E-02
 1.000000000E+01 3.143543836E-06 1.408393018E-06 1.381234824E-06 1.844500275E-06 7.866854503E-06 3.196499165E-05 -3.272972405E-01 1.740361452E-01 6.915166378E-01 4.196096584E-02
 1.100000000E+01 3.039231842E-06 1.375379952E-06 1.335781349E-06 1.766469268E-06 7.607796306E-06 3.104190546E-05 -2.848899066E-01 1.708244830E-01 5.683763623E-01 4.087921232E-02
 1.200000000E+01 2.557838798E-06 1.632474323E-06 1.085480676E-06 1.376825253E-06 6.402052804E-06 2.377976307E-05 1.945371181E-01 1.302987784E-01 -8.013408780E-01 2.771613002E-02
