TITLE     = "fun3d_case_title"
VARIABLES = "Iteration"
"R_1"
"R_2"
"R_3"
"R_4"
"R_5"
"R_6"
"C_L"
"C_D"
"C_M_y"
"C_Dv"
ZONE T="ZONE 001"
 STRANDID=0, SOLUTIONTIME=0
 I=6001, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE )
 1.000000000E+00 6.782806139E-08 2.156460788E-08 1.237822023E-08 1.140022921E-08 1.707853983E-07 1.812122719E-05 7.024329901E-01 1.832475901E+00 -1.850517988E-01 1.556491613E+00
 2.000000000E+00 5.796634639E-08 1.948805561E-08 2.634777196E-08 2.232362384E-08 1.460012129E-07 1.066688492E-05 1.696386933E+00 2.156915665E+00 -4.097816050E-01 1.454601884E+00
 3.000000000E+00 3.874411192E-08 1.594718491E-08 3.014631389E-08 2.768383567E-08 9.776121601E-08 6.293063507E-06 2.901513100E+00 2.566555262E+00 -7.701882124E-01 1.337569833E+00
 4.000000000E+00 3.928268200E-08 1.375183700E-08 2.124838439E-08 2.082411399E-08 9.912499621E-08 3.990593996E-06 3.548645496E+00 2.661719084E+00 -1.097045183E+00 1.174942493E+00
 5.000000000E+00 3.044166519E-08 1.050606713E-08 1.827260832E-08 1.748208867E-08 7.688140613E-08 2.681918204E-06 3.426853418E+00 2.308779955E+00 -1.166936636E+00 9.462997913E-01
 6.000000000E+00 1.967082497E-08 8.260932383E-09 1.145440542E-08 9.518767996E-09 4.973777479E-08 1.708625859E-06 3.347807407E+00 2.073993921E+00 -1.070183158E+00 7.666156888E-01
 7.000000000E+00 1.460762711E-08 7.502571009E-09 8.585373301E-09 6.104043937E-09 3.704275287E-08 1.085030931E-06 3.346731901E+00 1.911824584E+00 -8.301983476E-01 5.752630234E-01
 8.000000000E+00 1.208102063E-08 6.839749211E-09 5.719637208E-09 4.887958038E-09 3.054611497E-08 6.585275401E-07 3.320388079E+00 1.734133482E+00 -7.085689902E-01 4.020546377E-01
 9.000000000E+00 1.052475440E-08 1.023992446E-08 5.283510074E-09 5.868224129E-09 2.634883423E-08 3.909593431E-07 4.684466422E-01 1.307964087E+00 1.106053367E-01 2.669803798E-01
 1.000000000E+01 7.901763688E-09 1.036161468E-08 7.327738860E-09 3.995218822E-09 1.993149645E-08 2.258066587E-07 -6.076347828E-01 3.072721064E-01 -2.169945277E-02 1.644120365E-01
 1.100000000E+01 1.039394526E-08 5.352324806E-09 6.756296855E-09 4.010482169E-09 2.622754991E-08 1.363400202E-07 -2.244743705E-01 8.663662523E-02 -4.217605107E-03 1.156690642E-01
 1.200000000E+01 8.614438052E-09 5.152886118E-09 6.104755812E-09 3.592240283E-09 2.152547474E-08 1.074221601E-07 8.282399774E-01 2.975299358E-01 -6.927991509E-01 9.484411776E-02
 1.300000000E+01 5.287645433E-09 5.065421860E-09 4.214850691E-09 3.137154980E-09 1.327423771E-08 1.010924322E-07 -1.484679282E-01 -4.562824219E-02 -2.620031312E-02 8.154539764E-02
 1.400000000E+01 3.756611910E-09 3.300500095E-09 3.479346145E-09 3.230615109E-09 9.503778209E-09 9.860104910E-08 -1.418431848E-01 -2.880783565E-02 7.936417311E-02 7.379315048E-02
