TITLE     = "fun3d_case_title"
VARIABLES = "Iteration"
"R_1"
"R_2"
"R_3"
"R_4"
"R_5"
"R_6"
"C_L"
"C_D"
"C_M_y"
"C_Dv"
ZONE T="ZONE 001"
 STRANDID=0, SOLUTIONTIME=0
 I=5525, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE )
 1.000000000E+00 2.785757545E-07 7.475346564E-08 4.962406308E-08 5.663033775E-08 7.017525832E-07 4.354530029E-05 6.986590624E-01 1.070712924E+00 -1.806689054E-01 7.971754670E-01
 2.000000000E+00 2.379586306E-07 6.867470148E-08 9.981411608E-08 1.019348659E-07 5.995476613E-07 3.057586218E-05 1.709231973E+00 1.443187594E+00 -4.251572192E-01 7.534025908E-01
 3.000000000E+00 1.584987928E-07 5.560124450E-08 1.117391122E-07 1.190168533E-07 3.996636053E-07 2.067972127E-05 2.898781300E+00 1.893433332E+00 -8.027152419E-01 7.080451846E-01
 4.000000000E+00 1.469120292E-07 4.946536336E-08 7.820698755E-08 8.778783922E-08 3.706299765E-07 1.435769536E-05 3.563865185E+00 2.092801809E+00 -1.155494094E+00 6.550140977E-01
 5.000000000E+00 1.135324652E-07 4.146957266E-08 6.008156817E-08 6.661139196E-08 2.865323268E-07 1.012629855E-05 3.535897970E+00 1.960054874E+00 -1.278065801E+00 5.813294649E-01
 6.000000000E+00 7.643559741E-08 3.349125421E-08 3.976992602E-08 4.228665063E-08 1.931405365E-07 7.040388027E-06 3.365859509E+00 1.770375490E+00 -1.101879001E+00 4.748522043E-01
 7.000000000E+00 7.676369762E-08 3.235919621E-08 3.804205662E-08 5.218060295E-08 1.939220908E-07 4.865509254E-06 3.322769880E+00 1.664976597E+00 -6.622509956E-01 3.393379748E-01
 8.000000000E+00 7.327999185E-08 6.057100421E-08 3.117804681E-08 4.326766501E-08 1.836541230E-07 2.706446821E-06 4.982603788E-01 1.291141152E+00 1.803114116E-01 2.636902034E-01
 9.000000000E+00 4.187627667E-08 6.412261655E-08 3.454498554E-08 2.967883361E-08 1.027949068E-07 1.500685130E-06 -5.572969317E-01 6.247057319E-01 2.219155431E-01 1.920193136E-01
 1.000000000E+01 3.988127872E-08 2.952406497E-08 1.974181352E-08 2.036059321E-08 9.987631699E-08 8.988980085E-07 3.900395706E-02 2.641593516E-01 -2.033193409E-01 1.301321685E-01
 1.100000000E+01 3.221301625E-08 2.324687109E-08 1.605782529E-08 1.827212337E-08 8.081949687E-08 6.757553024E-07 1.652546376E-01 9.108158946E-02 -1.449298859E-01 9.377928823E-02
 1.200000000E+01 2.152589218E-08 1.286288587E-08 1.393629923E-08 1.740098377E-08 5.416751137E-08 5.477065201E-07 6.794150174E-02 1.448265612E-01 -1.371752769E-01 7.150476426E-02
 1.300000000E+01 1.604629496E-08 1.539349803E-08 1.534165150E-08 1.735564936E-08 4.017030264E-08 4.502316528E-07 4.290205240E-02 1.773708463E-01 -1.275418103E-01 5.955683067E-02
 1.400000000E+01 1.185700427E-08 1.342422085E-08 1.644141534E-08 1.844667175E-08 2.994232418E-08 4.642828060E-07 -3.533931216E-03 1.527961195E-01 -1.337316483E-01 5.076747760E-02
 1.500000000E+01 1.016959050E-08 9.120857847E-09 1.727551791E-08 1.916346548E-08 2.595265691E-08 5.396846632E-07 -8.589362726E-03 1.110318005E-01 -1.206858978E-01 4.404902458E-02
 1.600000000E+01 9.147306912E-09 1.005818895E-08 1.790311366E-08 1.997319821E-08 2.345209005E-08 6.959365919E-07 1.981704496E-02 1.094729006E-01 -8.216328919E-02 3.905292600E-02
 1.700000000E+01 8.551155339E-09 9.522193700E-09 1.875400457E-08 2.112533082E-08 2.196725823E-08 9.802881777E-07 2.069512755E-02 1.146089807E-01 -7.122667134E-02 3.553025052E-02
 1.800000000E+01 7.006276004E-09 8.702921050E-09 1.868087907E-08 2.051490711E-08 1.799400273E-08 1.408908247E-06 1.928154938E-02 1.071332246E-01 -8.969119191E-02 3.289439529E-02
 1.900000000E+01 6.495813221E-09 8.156797904E-09 1.970063934E-08 2.135598898E-08 1.660994542E-08 2.048790293E-06 6.436396856E-03 9.828291833E-02 -8.264198154E-02 3.067202866E-02
 2.000000000E+01 7.428955229E-09 7.631270726E-09 2.067887195E-08 2.295962176E-08 1.894533597E-08 2.963238785E-06 2.471429296E-02 1.017229110E-01 -9.784857929E-02 2.884924226E-02
