Title = "USM3D-ME Solutions for Joukowski Airfoil"
VARIABLES = "Nnode", "Ncell", "CL", "CD", "CDp" "CDv" "CM"
ZONE T = "USM3D-ME, MIT fixed grids, SA-neg-QCR2000-R_Crot_1.0"
    1632        768 -2.550984E-14  5.475125E-02  5.140142E-02  3.349833E-03  9.854211E-15
    6336       3072  8.136935E-13  1.931516E-02  1.332686E-02  5.988305E-03  4.625449E-13
   24960      12288  4.084145E-14  9.364186E-03  2.888092E-03  6.476094E-03 -1.398279E-14
   99072      49152 -5.635752E-15  8.025662E-03  1.432973E-03  6.592689E-03  1.577620E-15  
  394752     196608 -2.221956E-14  7.870023E-03  1.259368E-03  6.610655E-03  5.839471E-15  
 1575936     786432 -5.925813E-13  7.858098E-03  1.242691E-03  6.615407E-03  1.082649E-13  
ZONE T = "Numerical Exact, SANS-P4, finest grid, SA-neg-QCR2000-R_Crot_1.0"
   10E10      10E10           0.0      0.007872      0.001244      0.006627           0.0
     625        625           0.0      0.007872      0.001244      0.006627           0.0
