TITLE     = "fun3d_case_title"
VARIABLES = "Iteration"
"R_1"
"R_2"
"R_3"
"R_4"
"R_5"
"R_6"
"C_L"
"C_D"
"C_M_y"
"C_Dv"
ZONE T="ZONE 001"
 STRANDID=0, SOLUTIONTIME=0
 I=2909, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE )
 1.000000000E+00 6.307255376E-07 1.826683160E-07 5.533766512E-08 2.508899684E-07 1.587943871E-06 3.095505235E-05 7.120758891E-01 3.730491698E-01 -1.910629869E-01 1.005387828E-01
 2.000000000E+00 5.492156561E-07 1.879846394E-07 9.535004608E-08 3.549130554E-07 1.382358050E-06 2.946977111E-05 1.775297523E+00 7.843490243E-01 -4.730084240E-01 9.885969013E-02
 3.000000000E+00 3.924046439E-07 1.542697703E-07 1.213246748E-07 3.505829227E-07 9.873959925E-07 2.702811616E-05 2.995364428E+00 1.266117811E+00 -7.940709591E-01 9.623429924E-02
 4.000000000E+00 3.186509616E-07 1.180593756E-07 1.115330548E-07 2.778637906E-07 8.025156717E-07 2.333629709E-05 3.608680248E+00 1.516172528E+00 -9.449306130E-01 9.332652390E-02
 5.000000000E+00 3.108519309E-07 1.100719729E-07 8.353585912E-08 2.317183174E-07 7.838299894E-07 1.854790025E-05 3.471660614E+00 1.465754271E+00 -8.951110840E-01 9.032607079E-02
 6.000000000E+00 2.311720380E-07 9.909150833E-08 7.335363250E-08 1.919278816E-07 5.831583394E-07 1.374891417E-05 3.229166508E+00 1.347318649E+00 -8.379482627E-01 8.644098043E-02
 7.000000000E+00 2.709749651E-07 1.428022642E-07 7.931117096E-08 1.943298571E-07 6.826518870E-07 1.001729834E-05 2.414747477E+00 1.233482242E+00 -6.030752063E-01 7.937766612E-02
 8.000000000E+00 1.219229659E-07 1.485941539E-07 7.611487263E-08 8.568741094E-08 3.056251217E-07 5.531187981E-06 -8.040065765E-01 6.346366405E-01 2.735546827E-01 7.158088684E-02
 9.000000000E+00 1.205391271E-07 1.486024104E-07 7.462700324E-08 7.317959927E-08 3.004300311E-07 5.065369805E-06 -1.134600401E+00 5.751027465E-01 3.216961622E-01 6.963187456E-02
 1.000000000E+01 1.160095451E-07 1.378393648E-07 7.085852616E-08 5.900179900E-08 2.904695293E-07 4.125997293E-06 -1.104711294E+00 5.583349466E-01 1.540587544E-01 6.704832613E-02
