# Kestrel COFFE Tracking File
# ------------------------------------------------------------------------------
# Job name = naca0012
# Job description = NACA 0012 in tunnel, grid 0.25
# Number of dimensions in simulation = 3
# Body path = WING
# Mesh path:name = NACA0012_Wing_AdaptSlip3_X0960k.avm:NACA
# Output coordinate system = xByRzU
# Moment reference location (in) = 0.000000, 0.000000, 0.000000
# Reference area (in^2) = 1.000000                                        [AREA]
# Moment reference length about x-axis (in) = 1.000000                    [LENX]
# Moment reference length about y-axis (in) = 1.000000                    [LENY]
# Moment reference length about z-axis (in) = 1.000000                    [LENZ]
# Reference Mach = 0.200000                                               [MACH]
# Reference static pressure (lbf/in^2) = 574.445669             [STATICPRESSURE]
# Reference dynamic pressure (lbf/in^2) = 16.084479            [DYNAMICPRESSURE]
# Reference temperature (deg R) = 521.000000                       [TEMPERATURE]
# Reference angle of attack (deg) = 0.000000                     [ANGLEOFATTACK]
# Reference angle of sideslip (deg) = 0.000000                 [ANGLEOFSIDESLIP]
# ------------------------------------------------------------------------------
 VARIABLES =
  "ITERID"   "ITER"   "SUBITER"           "TIME"            "CFL"      "DeltaTime"   "HomotopyCoef"          "Omega"   "LinearIters"      "LinearRes"      "NonlinRes"    "HomotopyRes"
 ZONE T="naca0012"
         1        1           1   0.00000000E+00   1.00000000E+00   0.00000000E+00   0.00000000E+00   7.96043180E-01              21   8.95102755E-08   5.86822598E+00   5.86822598E+00
         2        2           1   0.00000000E+00   4.38818408E-01   0.00000000E+00   0.00000000E+00   1.00000000E+00              45   7.90502953E-08   3.50966795E+00   3.50966795E+00
         3        3           1   0.00000000E+00   9.67600346E-01   0.00000000E+00   0.00000000E+00   1.00000000E+00              23   7.92098509E-08   3.42347123E+00   3.42347123E+00
         4        4           1   0.00000000E+00   2.19756629E+00   0.00000000E+00   0.00000000E+00   1.00000000E+00              17   4.56694864E-08   3.14283898E+00   3.14283898E+00
         5        5           1   0.00000000E+00   5.21760011E+00   0.00000000E+00   0.00000000E+00   1.00000000E+00              14   7.18409820E-08   2.29313738E+00   2.29313738E+00
         6        6           1   0.00000000E+00   1.23026668E+01   0.00000000E+00   0.00000000E+00   1.00000000E+00              20   7.18036071E-08   1.32899248E+00   1.32899248E+00
         7        7           1   0.00000000E+00   2.99158317E+01   0.00000000E+00   0.00000000E+00   1.00000000E+00              33   6.44859920E-08   5.66454689E-01   5.66454689E-01
         8        8           1   0.00000000E+00   7.32968706E+01   0.00000000E+00   0.00000000E+00   1.00000000E+00              61   8.39681674E-08   1.86534878E-01   1.86534878E-01
         9        9           1   0.00000000E+00   1.46593741E+02   0.00000000E+00   0.00000000E+00   1.00000000E+00             100   8.67683132E-08   1.17403995E-01   1.17403995E-01
        10       10           1   0.00000000E+00   2.93187482E+02   0.00000000E+00   0.00000000E+00   1.00000000E+00             147   9.70576955E-08   9.42484054E-02   9.42484054E-02
        11       11           1   0.00000000E+00   5.86374965E+02   0.00000000E+00   0.00000000E+00   1.00000000E+00             223   9.46345392E-08   4.15176954E-02   4.15176954E-02
        12       12           1   0.00000000E+00   1.17274993E+03   0.00000000E+00   0.00000000E+00   2.00000000E-01             339   9.65812578E-08   2.38747503E-02   2.38747503E-02
        13       13           1   0.00000000E+00   2.68517515E+02   0.00000000E+00   0.00000000E+00   1.00000000E+00             141   8.96264309E-08   1.95373500E-02   1.95373500E-02
        14       14           1   0.00000000E+00   5.37035030E+02   0.00000000E+00   0.00000000E+00   4.00000000E-01             218   9.55680532E-08   1.01836115E-02   1.01836115E-02
        15       15           1   0.00000000E+00   1.31144343E+02   0.00000000E+00   0.00000000E+00   1.00000000E+00              91   9.69720263E-08   7.76169276E-03   7.76169276E-03
        16       16           1   0.00000000E+00   2.63664063E+02   0.00000000E+00   0.00000000E+00   1.00000000E+00             142   8.95572941E-08   7.37254097E-03   7.37254097E-03
        17       17           1   0.00000000E+00   5.27328126E+02   0.00000000E+00   0.00000000E+00   1.00000000E+00             214   9.32633788E-08   7.25192430E-03   7.25192430E-03
        18       18           1   0.00000000E+00   1.05465625E+03   0.00000000E+00   0.00000000E+00   1.00000000E+00             325   9.62824823E-08   5.21648455E-03   5.21648455E-03
        19       19           1   0.00000000E+00   2.00000000E+03   0.00000000E+00   0.00000000E+00   1.00000000E+00             458   9.94407609E-08   4.17545138E-03   4.17545138E-03
        20       20           1   0.00000000E+00   2.00000000E+03   0.00000000E+00   0.00000000E+00   1.00000000E+00             451   9.68147483E-08   6.20907262E-03   6.20907262E-03
        21       21           1   0.00000000E+00   2.00000000E+03   0.00000000E+00   0.00000000E+00   1.75840855E-01             480   9.87113808E-08   1.31838408E-02   1.31838408E-02
        22       22           1   0.00000000E+00   3.06395158E+02   0.00000000E+00   0.00000000E+00   1.00000000E+00             176   9.51638242E-08   2.35139083E-02   2.35139083E-02
        23       23           1   0.00000000E+00   6.12790316E+02   0.00000000E+00   0.00000000E+00   6.23208182E-01             260   9.52751185E-08   1.63839663E-02   1.63839663E-02
        24       24           1   0.00000000E+00   2.05431159E+02   0.00000000E+00   0.00000000E+00   5.18630806E-01             113   8.70493227E-08   4.18789334E-02   4.18789334E-02
        25       25           1   0.00000000E+00   1.48982579E+02   0.00000000E+00   0.00000000E+00   7.51101359E-01              83   9.79403829E-08   2.78511679E-02   2.78511679E-02
        26       26           1   0.00000000E+00   1.76873962E+02   0.00000000E+00   0.00000000E+00   8.54910935E-01              94   9.94837031E-08   1.49897551E-02   1.49897551E-02
        27       27           1   0.00000000E+00   2.25653451E+02   0.00000000E+00   0.00000000E+00   5.52774431E-01             121   9.79312909E-08   1.45477899E-02   1.45477899E-02
        28       28           1   0.00000000E+00   6.33478154E+01   0.00000000E+00   0.00000000E+00   1.00000000E+00              48   8.78414033E-08   1.18075446E-02   1.18075446E-02
        29       29           1   0.00000000E+00   1.32238591E+02   0.00000000E+00   0.00000000E+00   1.00000000E+00              84   9.03841272E-08   6.35959865E-03   6.35959865E-03
        30       30           1   0.00000000E+00   2.64477182E+02   0.00000000E+00   0.00000000E+00   1.00000000E+00             139   9.56513518E-08   5.55368358E-03   5.55368358E-03
        31       31           1   0.00000000E+00   5.28954364E+02   0.00000000E+00   0.00000000E+00   4.10688263E-01             210   9.93922122E-08   9.76420069E-03   9.76420069E-03
        32       32           1   0.00000000E+00   3.78229910E+02   0.00000000E+00   0.00000000E+00   9.82871854E-01             164   9.33127995E-08   1.41736519E-02   1.41736519E-02
        33       33           1   0.00000000E+00   5.30574199E+02   0.00000000E+00   0.00000000E+00   6.81575338E-01             192   9.58280033E-08   1.96295939E-02   1.96295939E-02
        34       34           1   0.00000000E+00   5.03199339E+02   0.00000000E+00   0.00000000E+00   5.47772686E-01             193   9.41100544E-08   1.97951144E-02   1.97951144E-02
        35       35           1   0.00000000E+00   4.18043577E+02   0.00000000E+00   0.00000000E+00   1.00000000E+00             173   9.48587982E-08   1.83760205E-02   1.83760205E-02
        36       36           1   0.00000000E+00   8.36087153E+02   0.00000000E+00   0.00000000E+00   5.28543283E-01             289   9.81638799E-08   1.83293021E-02   1.83293021E-02
        37       37           1   0.00000000E+00   6.21908118E+02   0.00000000E+00   0.00000000E+00   6.06477179E-04             329   9.56538324E-08   2.33497118E-02   2.33497118E-02
        38       38           1   0.00000000E+00   6.21908118E+01   0.00000000E+00   0.00000000E+00   1.00000000E+00              44   8.45380959E-08   2.33497118E-02   2.33497118E-02
        39       39           1   0.00000000E+00   1.73783340E+02   0.00000000E+00   0.00000000E+00   2.18018259E-01             107   9.91207772E-08   6.42216308E-03   6.42216308E-03
        40       40           1   0.00000000E+00   2.39585055E+01   0.00000000E+00   0.00000000E+00   1.00000000E+00              26   8.66442392E-08   1.02969828E-02   1.02969828E-02
        41       41           1   0.00000000E+00   7.05203599E+01   0.00000000E+00   0.00000000E+00   1.00000000E+00              52   9.66384843E-08   5.82369208E-03   5.82369208E-03
        42       42           1   0.00000000E+00   2.20237839E+02   0.00000000E+00   0.00000000E+00   3.59135889E-01             121   9.45819357E-08   4.73028095E-03   4.73028095E-03
        43       43           1   0.00000000E+00   1.81879068E+02   0.00000000E+00   0.00000000E+00   1.00000000E+00             102   9.47236087E-08   8.91555771E-03   8.91555771E-03
        44       44           1   0.00000000E+00   5.81501492E+02   0.00000000E+00   0.00000000E+00   6.39624817E-01             219   9.75245215E-08   4.07874688E-03   4.07874688E-03
        45       45           1   0.00000000E+00   6.13008860E+02   0.00000000E+00   0.00000000E+00   5.85364501E-01             208   9.74706730E-08   1.41428882E-02   1.41428882E-02
        46       46           1   0.00000000E+00   2.33520602E+02   0.00000000E+00   0.00000000E+00   1.00000000E+00             116   9.98225912E-08   1.28594219E-02   1.28594219E-02
        47       47           1   0.00000000E+00   4.67041204E+02   0.00000000E+00   0.00000000E+00   7.67418428E-01             191   9.98090941E-08   4.77094895E-03   4.77094895E-03
        48       48           1   0.00000000E+00   1.79993580E+02   0.00000000E+00   0.00000000E+00   1.43501095E-01              96   9.98887069E-08   1.17805336E-02   1.17805336E-02
        49       49           1   0.00000000E+00   2.45493067E+01   0.00000000E+00   0.00000000E+00   1.00000000E+00              26   6.13099306E-08   1.02378241E-02   1.02378241E-02
        50       50           1   0.00000000E+00   4.90986134E+01   0.00000000E+00   0.00000000E+00   1.00000000E+00              41   8.18308781E-08   5.14142246E-03   5.14142246E-03
        51       51           1   0.00000000E+00   9.81972268E+01   0.00000000E+00   0.00000000E+00   1.00000000E+00              68   8.78053078E-08   2.37113517E-03   2.37113517E-03
