# Kestrel COFFE Tracking File
# ------------------------------------------------------------------------------
# Job name = naca0012
# Job description = NACA 0012 in tunnel, grid 0.25
# Number of dimensions in simulation = 3
# Body path = WING
# Mesh path:name = NACA0012_Wing_AdaptSlip3_X0080k.avm:NACA
# Output coordinate system = xByRzU
# Moment reference location (in) = 0.000000, 0.000000, 0.000000
# Reference area (in^2) = 1.000000                                        [AREA]
# Moment reference length about x-axis (in) = 1.000000                    [LENX]
# Moment reference length about y-axis (in) = 1.000000                    [LENY]
# Moment reference length about z-axis (in) = 1.000000                    [LENZ]
# Reference Mach = 0.200000                                               [MACH]
# Reference static pressure (lbf/in^2) = 574.445669             [STATICPRESSURE]
# Reference dynamic pressure (lbf/in^2) = 16.084479            [DYNAMICPRESSURE]
# Reference temperature (deg R) = 521.000000                       [TEMPERATURE]
# Reference angle of attack (deg) = 0.000000                     [ANGLEOFATTACK]
# Reference angle of sideslip (deg) = 0.000000                 [ANGLEOFSIDESLIP]
# ------------------------------------------------------------------------------
 VARIABLES =
  "ITERID"   "ITER"   "SUBITER"           "TIME"            "CFL"      "DeltaTime"   "HomotopyCoef"          "Omega"   "LinearIters"      "LinearRes"      "NonlinRes"    "HomotopyRes"
 ZONE T="naca0012"
        53       53           1   0.00000000E+00   2.00000000E+03   0.00000000E+00   2.50000000E-03   1.00000000E+00             266   9.83589738E-08   1.89767031E-04   2.87785708E-05
        54       54           1   0.00000000E+00   2.00000000E+03   0.00000000E+00   2.50000000E-03   1.00000000E+00             265   9.36828190E-08   1.89156132E-04   2.48440212E-05
        55       55           1   0.00000000E+00   2.00000000E+03   0.00000000E+00   2.50000000E-03   1.00000000E+00             263   9.71800725E-08   1.88711512E-04   2.16458316E-05
        56       56           1   0.00000000E+00   2.00000000E+03   0.00000000E+00   2.50000000E-03   1.00000000E+00             262   9.28839709E-08   1.88376225E-04   1.88920462E-05
        57       57           1   0.00000000E+00   2.00000000E+03   0.00000000E+00   2.50000000E-03   1.00000000E+00             260   9.90696166E-08   1.88118927E-04   1.64318147E-05
        58       58           1   0.00000000E+00   2.00000000E+03   0.00000000E+00   2.50000000E-03   1.00000000E+00             259   9.84430690E-08   1.87924345E-04   1.42337485E-05
        59       59           1   0.00000000E+00   2.00000000E+03   0.00000000E+00   2.50000000E-03   1.00000000E+00             258   9.78663698E-08   1.87777928E-04   1.22617137E-05
        60       60           1   0.00000000E+00   2.00000000E+03   0.00000000E+00   2.50000000E-03   1.00000000E+00             257   9.65851938E-08   1.87670121E-04   1.05187266E-05
        61       61           1   0.00000000E+00   2.00000000E+03   0.00000000E+00   2.50000000E-03   1.00000000E+00             256   9.46874814E-08   1.87591674E-04   8.98876478E-06
        62       62           1   0.00000000E+00   2.00000000E+03   0.00000000E+00   2.50000000E-03   1.00000000E+00             255   9.26908643E-08   1.87534877E-04   7.64570116E-06
