Title = "COFFE Solutions for NACA0012 Wing-in-Tunnel, Slip3 configuration"
#                                                        =====
VARIABLES = "Nnode", "Ncell", "CL", "CD", "CDp" "CDv" "CM"
ZONE T = "COFFE, MIT adapt"
19603  100864  4.463318453E-01  5.570180346E-02  4.068695003E-02  1.501485351E-02  1.043088761E-02
36650  195150  4.556794413E-01  5.509691482E-02  4.033329099E-02  1.476362391E-02  8.961780320E-03
72373  395741  4.613691747E-01  5.289614093E-02  3.982059972E-02  1.307554121E-02  8.447931893E-03
142506  794536  4.633231360E-01  5.173390389E-02  3.938526269E-02  1.234864120E-02  8.199653827E-03
280616  1589694  4.643179027E-01  5.046451402E-02  3.906428866E-02  1.140022536E-02  8.216667947E-03
841353  4817924  4.641756280E-01  4.938372328E-02  3.868457611E-02  1.069914717E-02  8.347051787E-03
ZONE T = "COFFE, HM"
40641  162132  4.667876573E-01  5.625703935E-02  4.544759695E-02  1.080944232E-02  6.122943653E-03
166585  520764  4.672550720E-01  5.069621159E-02  4.066471758E-02  1.003149409E-02  6.461232320E-03
