# Kestrel COFFE Tracking File
# ------------------------------------------------------------------------------
# Job name = naca0012
# Job description = NACA 0012 in tunnel, grid 0.25
# Number of dimensions in simulation = 3
# Body path = WING
# Mesh path:name = NACA0012_Wing_AdaptSlip3_X0640k.avm:NACA
# Output coordinate system = xByRzU
# Moment reference location (in) = 0.000000, 0.000000, 0.000000
# Reference area (in^2) = 1.000000                                        [AREA]
# Moment reference length about x-axis (in) = 1.000000                    [LENX]
# Moment reference length about y-axis (in) = 1.000000                    [LENY]
# Moment reference length about z-axis (in) = 1.000000                    [LENZ]
# Reference Mach = 0.200000                                               [MACH]
# Reference static pressure (lbf/in^2) = 574.445669             [STATICPRESSURE]
# Reference dynamic pressure (lbf/in^2) = 16.084479            [DYNAMICPRESSURE]
# Reference temperature (deg R) = 521.000000                       [TEMPERATURE]
# Reference angle of attack (deg) = 0.000000                     [ANGLEOFATTACK]
# Reference angle of sideslip (deg) = 0.000000                 [ANGLEOFSIDESLIP]
# ------------------------------------------------------------------------------
 VARIABLES =
  "ITERID"   "ITER"   "SUBITER"           "TIME"            "CFL"      "DeltaTime"   "HomotopyCoef"          "Omega"   "LinearIters"      "LinearRes"      "NonlinRes"    "HomotopyRes"
 ZONE T="naca0012"
         1        1           1   0.00000000E+00   1.00000000E+00   0.00000000E+00   0.00000000E+00   8.04439091E-01              26   8.86346944E-08   5.38122499E+00   5.38122499E+00
         2        2           1   0.00000000E+00   4.06691586E-01   0.00000000E+00   0.00000000E+00   1.00000000E+00              39   6.28834075E-08   3.19330422E+00   3.19330422E+00
         3        3           1   0.00000000E+00   9.09635348E-01   0.00000000E+00   0.00000000E+00   1.00000000E+00              15   4.20255503E-08   3.12850255E+00   3.12850255E+00
         4        4           1   0.00000000E+00   2.16818428E+00   0.00000000E+00   0.00000000E+00   1.00000000E+00              14   8.20437225E-08   2.88032851E+00   2.88032851E+00
         5        5           1   0.00000000E+00   5.27891042E+00   0.00000000E+00   0.00000000E+00   1.00000000E+00              15   4.99272255E-08   2.05321737E+00   2.05321737E+00
         6        6           1   0.00000000E+00   1.32504724E+01   0.00000000E+00   0.00000000E+00   1.00000000E+00              20   6.70403987E-08   1.09551513E+00   1.09551513E+00
         7        7           1   0.00000000E+00   3.47748706E+01   0.00000000E+00   0.00000000E+00   1.00000000E+00              35   7.16289897E-08   4.20011279E-01   4.20011279E-01
         8        8           1   0.00000000E+00   8.78839474E+01   0.00000000E+00   0.00000000E+00   1.00000000E+00              66   8.18871683E-08   1.46111450E-01   1.46111450E-01
         9        9           1   0.00000000E+00   1.75767895E+02   0.00000000E+00   0.00000000E+00   1.00000000E+00             101   9.41609587E-08   1.12651924E-01   1.12651924E-01
        10       10           1   0.00000000E+00   3.51535790E+02   0.00000000E+00   0.00000000E+00   1.00000000E+00             149   9.57133141E-08   5.69637587E-02   5.69637587E-02
        11       11           1   0.00000000E+00   7.03071580E+02   0.00000000E+00   0.00000000E+00   1.00000000E+00             220   9.45328340E-08   3.62329908E-02   3.62329908E-02
        12       12           1   0.00000000E+00   1.40614316E+03   0.00000000E+00   0.00000000E+00   2.00000000E-01             331   9.76926671E-08   1.09372078E-02   1.09372078E-02
        13       13           1   0.00000000E+00   2.81129718E+02   0.00000000E+00   0.00000000E+00   1.00000000E+00             134   8.94105929E-08   9.03446531E-03   9.03446531E-03
        14       14           1   0.00000000E+00   5.70847877E+02   0.00000000E+00   0.00000000E+00   1.00000000E+00             205   9.69889998E-08   6.45586245E-03   6.45586245E-03
        15       15           1   0.00000000E+00   1.14169575E+03   0.00000000E+00   0.00000000E+00   1.00000000E+00             302   9.89441569E-08   5.04113531E-03   5.04113531E-03
        16       16           1   0.00000000E+00   2.00000000E+03   0.00000000E+00   0.00000000E+00   1.00000000E+00             398   9.88673098E-08   3.71279132E-03   3.71279132E-03
        17       17           1   0.00000000E+00   2.00000000E+03   0.00000000E+00   0.00000000E+00   1.00000000E+00             397   9.77192325E-08   6.53900326E-03   6.53900326E-03
        18       18           1   0.00000000E+00   2.00000000E+03   0.00000000E+00   0.00000000E+00   0.00000000E+00             801   1.76045976E-07   2.08196534E-02   2.08196534E-02
        19       19           1   0.00000000E+00   2.00000000E+02   0.00000000E+00   0.00000000E+00   1.00000000E+00             103   9.26098861E-08   2.08196534E-02   2.08196534E-02
        20       20           1   0.00000000E+00   4.00000000E+02   0.00000000E+00   0.00000000E+00   1.00000000E+00             168   9.48334325E-08   9.78908084E-03   9.78908084E-03
        21       21           1   0.00000000E+00   8.00000000E+02   0.00000000E+00   0.00000000E+00   6.00907845E-01             241   9.91631494E-08   1.12746485E-02   1.12746485E-02
        22       22           1   0.00000000E+00   2.53889809E+02   0.00000000E+00   0.00000000E+00   1.00000000E+00             114   9.10130637E-08   2.39940533E-02   2.39940533E-02
        23       23           1   0.00000000E+00   5.07779618E+02   0.00000000E+00   0.00000000E+00   9.63099552E-01             180   9.75525316E-08   1.80850001E-02   1.80850001E-02
        24       24           1   0.00000000E+00   2.62795327E+02   0.00000000E+00   0.00000000E+00   1.55113326E-01             116   9.18241027E-08   2.67572069E-02   2.67572069E-02
        25       25           1   0.00000000E+00   2.62795327E+01   0.00000000E+00   0.00000000E+00   1.00000000E+00              27   6.01366832E-08   2.27903343E-02   2.27903343E-02
        26       26           1   0.00000000E+00   5.25590655E+01   0.00000000E+00   0.00000000E+00   1.00000000E+00              40   9.79226622E-08   1.47365328E-02   1.47365328E-02
        27       27           1   0.00000000E+00   1.05118131E+02   0.00000000E+00   0.00000000E+00   1.00000000E+00              66   8.84378651E-08   9.86281641E-03   9.86281641E-03
