# Iterations  LogResRho  LogResRhoU  LogResRhoV  LogResRhoW  LogResRhoE  LogResTrb
4747 3.615235e-13 2.612433e-13 4.202382e-13 3.601384e-13 2.056491e-11 1.263392e-16
4748 3.301087e-13 2.432901e-13 3.848619e-13 3.381999e-13 1.864685e-11 1.302723e-16
4749 3.159071e-13 2.359518e-13 3.699819e-13 3.275644e-13 1.779633e-11 1.305550e-16
4750 2.937320e-13 2.257792e-13 3.468797e-13 3.122335e-13 1.648209e-11 1.283870e-16
4751 2.810116e-13 2.213152e-13 3.368764e-13 3.065259e-13 1.572224e-11 1.225235e-16
4752 2.683691e-13 2.155831e-13 3.239542e-13 2.977126e-13 1.498717e-11 1.234615e-16
4753 2.594712e-13 2.122900e-13 3.150083e-13 2.912983e-13 1.445976e-11 1.210443e-16
4754 2.502306e-13 2.087071e-13 3.058756e-13 2.855096e-13 1.393530e-11 1.216046e-16
4755 2.416517e-13 2.054845e-13 2.992327e-13 2.805621e-13 1.345971e-11 1.220923e-16
4756 2.349542e-13 2.026398e-13 2.947391e-13 2.766488e-13 1.305775e-11 1.214682e-16
4757 2.296639e-13 1.988049e-13 2.923810e-13 2.735061e-13 1.275768e-11 1.216639e-16
4758 2.238816e-13 1.959598e-13 2.910376e-13 2.709644e-13 1.244493e-11 1.208459e-16
4759 2.189636e-13 1.931081e-13 2.908738e-13 2.695266e-13 1.215932e-11 1.211023e-16
4760 2.143055e-13 1.915949e-13 2.910714e-13 2.691493e-13 1.191342e-11 1.202638e-16
4761 2.111889e-13 1.912131e-13 2.911618e-13 2.684779e-13 1.169996e-11 1.204349e-16
4762 2.087119e-13 1.908535e-13 2.922024e-13 2.683099e-13 1.154739e-11 1.197533e-16
4763 2.077677e-13 1.904062e-13 2.937891e-13 2.688580e-13 1.152558e-11 1.196686e-16
4764 2.085650e-13 1.907641e-13 2.954524e-13 2.696090e-13 1.158856e-11 1.192309e-16
4765 2.096880e-13 1.911006e-13 2.973109e-13 2.705593e-13 1.164869e-11 1.190037e-16
4766 2.108599e-13 1.915050e-13 2.988826e-13 2.712476e-13 1.170960e-11 1.186702e-16
4767 2.122825e-13 1.917687e-13 3.005403e-13 2.718587e-13 1.178956e-11 1.183517e-16
4768 2.208639e-13 1.941981e-13 3.097882e-13 2.757243e-13 1.225492e-11 1.233447e-16
4769 2.230815e-13 1.945821e-13 3.093722e-13 2.753579e-13 1.239569e-11 1.144226e-16
4770 2.265238e-13 1.902570e-13 3.090267e-13 2.716161e-13 1.255030e-11 1.243290e-16
4771 2.654246e-13 2.246082e-13 3.580619e-13 3.116253e-13 1.481843e-11 1.235964e-16
4772 2.336849e-13 2.064051e-13 3.179636e-13 2.869737e-13 1.300505e-11 1.168670e-16
4773 2.193088e-13 1.976318e-13 2.939049e-13 2.713965e-13 1.214238e-11 1.132955e-16
4774 2.056551e-13 1.886140e-13 2.752442e-13 2.571145e-13 1.135930e-11 1.111221e-16
4775 1.966053e-13 1.808223e-13 2.669042e-13 2.518281e-13 1.083512e-11 1.103342e-16
4776 1.922714e-13 1.746476e-13 2.646375e-13 2.538774e-13 1.057006e-11 1.100268e-16
4777 1.914272e-13 1.717560e-13 2.647707e-13 2.549893e-13 1.051212e-11 1.099863e-16
4778 1.921039e-13 1.732136e-13 2.661890e-13 2.555344e-13 1.054264e-11 1.100633e-16
4779 1.930465e-13 1.758028e-13 2.651756e-13 2.529723e-13 1.061873e-11 1.102043e-16
4780 1.972786e-13 1.796808e-13 2.667724e-13 2.507426e-13 1.083577e-11 1.104314e-16
4781 1.960731e-13 1.801213e-13 2.666432e-13 2.466651e-13 1.076205e-11 1.106878e-16
4782 1.806833e-13 1.673091e-13 2.490400e-13 2.325434e-13 9.875771e-12 1.110999e-16
4783 1.701095e-13 1.568866e-13 2.353329e-13 2.193990e-13 9.223396e-12 1.114988e-16
4784 1.650566e-13 1.490314e-13 2.234998e-13 2.088715e-13 8.898574e-12 1.118622e-16
4785 1.598358e-13 1.417426e-13 2.127546e-13 2.001536e-13 8.580899e-12 1.121062e-16
4786 1.578730e-13 1.385966e-13 2.098540e-13 1.996539e-13 8.429690e-12 1.120446e-16
4787 1.588563e-13 1.404834e-13 2.152599e-13 2.055014e-13 8.523336e-12 1.119613e-16
4788 1.622817e-13 1.447297e-13 2.249021e-13 2.128154e-13 8.724774e-12 1.123576e-16
4789 1.626298e-13 1.473702e-13 2.335093e-13 2.184243e-13 8.736114e-12 1.129573e-16
4790 1.513623e-13 1.420935e-13 2.262605e-13 2.122194e-13 8.105707e-12 1.134541e-16
4791 1.524180e-13 1.421507e-13 2.244125e-13 2.091972e-13 8.174149e-12 1.139094e-16
4792 1.606589e-13 1.444263e-13 2.279563e-13 2.090822e-13 8.631421e-12 1.141614e-16
4793 1.743670e-13 1.500286e-13 2.337404e-13 2.124320e-13 9.391025e-12 1.145219e-16
4794 2.070723e-13 1.665626e-13 2.554703e-13 2.263956e-13 1.125205e-11 1.175825e-16
4795 2.204977e-13 1.737434e-13 2.637136e-13 2.320637e-13 1.198928e-11 1.097936e-16
4796 2.250685e-13 1.758738e-13 2.668008e-13 2.336733e-13 1.228566e-11 1.110112e-16
4797 2.282345e-13 1.774335e-13 2.680829e-13 2.348856e-13 1.247288e-11 1.120398e-16
4798 2.304229e-13 1.785714e-13 2.683601e-13 2.356732e-13 1.256693e-11 1.125640e-16
4799 2.316843e-13 1.792157e-13 2.687692e-13 2.360401e-13 1.264419e-11 1.130453e-16
4800 2.326463e-13 1.796454e-13 2.679811e-13 2.361562e-13 1.269998e-11 1.134809e-16
4801 2.250790e-13 1.763906e-13 2.649155e-13 2.330431e-13 1.223728e-11 1.134392e-16
4802 2.196046e-13 1.744769e-13 2.640058e-13 2.322724e-13 1.190368e-11 1.134819e-16
4803 2.102123e-13 1.694306e-13 2.616051e-13 2.299183e-13 1.133909e-11 1.135264e-16
4804 1.934720e-13 1.578458e-13 2.442515e-13 2.165825e-13 1.040483e-11 1.135185e-16
4805 1.805214e-13 1.496378e-13 2.296365e-13 2.052442e-13 9.717967e-12 1.135825e-16
4806 1.724696e-13 1.459316e-13 2.212901e-13 1.986356e-13 9.294909e-12 1.136454e-16
4807 1.690010e-13 1.455845e-13 2.174520e-13 1.977852e-13 9.156014e-12 1.136600e-16
4808 2.652253e-13 2.153485e-13 3.268364e-13 2.741949e-13 1.459225e-11 1.183673e-16
4809 2.390693e-13 1.978864e-13 3.007390e-13 2.552855e-13 1.303547e-11 1.153111e-16
4810 2.274289e-13 1.882170e-13 2.896561e-13 2.487140e-13 1.232290e-11 1.152577e-16
4811 2.214726e-13 1.828926e-13 2.904376e-13 2.480376e-13 1.199599e-11 1.139111e-16
4812 2.179907e-13 1.792930e-13 2.958774e-13 2.512934e-13 1.181021e-11 1.143786e-16
4813 2.187665e-13 1.780392e-13 3.024448e-13 2.561536e-13 1.186989e-11 1.145108e-16
4814 2.362159e-13 1.836118e-13 3.106116e-13 2.653842e-13 1.285692e-11 1.169123e-16
4815 2.313906e-13 1.827832e-13 2.980668e-13 2.549343e-13 1.259552e-11 1.151717e-16
4816 1.971157e-13 1.692896e-13 2.835948e-13 2.520092e-13 1.079962e-11 1.154236e-16
4817 1.931752e-13 1.671827e-13 2.801710e-13 2.502900e-13 1.051435e-11 1.137607e-16
4818 1.920197e-13 1.681494e-13 2.845520e-13 2.574067e-13 1.043929e-11 1.132372e-16
4819 1.915057e-13 1.683177e-13 2.832882e-13 2.558988e-13 1.035855e-11 1.115993e-16
4820 1.855720e-13 1.660644e-13 2.768349e-13 2.531270e-13 1.000071e-11 1.113545e-16
4821 1.836346e-13 1.649293e-13 2.733665e-13 2.507344e-13 9.853199e-12 1.107355e-16
4822 1.832822e-13 1.648954e-13 2.718759e-13 2.499700e-13 9.810126e-12 1.103436e-16
4823 1.840230e-13 1.648921e-13 2.715837e-13 2.495401e-13 9.821348e-12 1.101262e-16
4824 1.855628e-13 1.658523e-13 2.720188e-13 2.497246e-13 9.908335e-12 1.099275e-16
4825 1.870851e-13 1.661655e-13 2.740631e-13 2.496493e-13 9.983761e-12 1.097447e-16
4826 1.849689e-13 1.647657e-13 2.672664e-13 2.441247e-13 9.886112e-12 1.095151e-16
4827 1.877925e-13 1.656121e-13 2.693805e-13 2.438832e-13 1.005495e-11 1.093876e-16
4828 1.797216e-13 1.624663e-13 2.560516e-13 2.364911e-13 9.587743e-12 1.090609e-16
4829 1.765146e-13 1.605734e-13 2.490058e-13 2.302669e-13 9.392199e-12 1.088792e-16
4830 1.612650e-13 1.526973e-13 2.347216e-13 2.199569e-13 8.495943e-12 1.087951e-16
4831 1.507371e-13 1.475569e-13 2.273574e-13 2.118007e-13 7.871104e-12 1.087516e-16
4832 1.493012e-13 1.456103e-13 2.233175e-13 2.052006e-13 7.782034e-12 1.087077e-16
4833 2.698871e-13 1.891804e-13 3.119845e-13 2.500091e-13 1.470921e-11 1.176414e-16
4834 2.844769e-13 1.993348e-13 3.211505e-13 2.553940e-13 1.560833e-11 1.142227e-16
4835 3.015824e-13 2.085367e-13 3.349473e-13 2.650942e-13 1.660105e-11 1.155132e-16
4836 3.106533e-13 2.153197e-13 3.438166e-13 2.717162e-13 1.719633e-11 1.116753e-16
4837 3.119847e-13 2.162083e-13 3.455446e-13 2.732612e-13 1.730669e-11 1.122345e-16
4838 3.129390e-13 2.168858e-13 3.457918e-13 2.742265e-13 1.739843e-11 1.120782e-16
4839 3.091227e-13 2.148789e-13 3.427244e-13 2.727475e-13 1.714799e-11 1.113685e-16
4840 3.051779e-13 2.129358e-13 3.392976e-13 2.707658e-13 1.691187e-11 1.111277e-16
4841 2.997329e-13 2.103813e-13 3.338814e-13 2.677811e-13 1.653593e-11 1.109739e-16
4842 2.942438e-13 2.077489e-13 3.288194e-13 2.645481e-13 1.621045e-11 1.107804e-16
4843 2.879086e-13 2.044887e-13 3.237275e-13 2.609548e-13 1.582049e-11 1.108978e-16
4844 2.810410e-13 2.009038e-13 3.188581e-13 2.574909e-13 1.541772e-11 1.110353e-16
4845 2.739270e-13 1.974509e-13 3.135319e-13 2.534919e-13 1.496488e-11 1.111584e-16
4846 2.662804e-13 1.937827e-13 3.083254e-13 2.491448e-13 1.448834e-11 1.112815e-16
4847 2.449065e-13 1.797940e-13 2.874534e-13 2.383185e-13 1.326714e-11 1.114602e-16
4848 2.318103e-13 1.720821e-13 2.711404e-13 2.282123e-13 1.253322e-11 1.116002e-16
4849 2.262498e-13 1.690407e-13 2.609026e-13 2.218107e-13 1.223629e-11 1.117111e-16
4850 2.221736e-13 1.667738e-13 2.559520e-13 2.182321e-13 1.200831e-11 1.118220e-16
4851 2.152064e-13 1.619159e-13 2.530207e-13 2.156272e-13 1.159422e-11 1.119039e-16
4852 2.059833e-13 1.554253e-13 2.492614e-13 2.118902e-13 1.103819e-11 1.119444e-16
4853 2.041475e-13 1.521849e-13 2.475404e-13 2.106469e-13 1.085382e-11 1.120015e-16
4854 2.040931e-13 1.526127e-13 2.475065e-13 2.112680e-13 1.077654e-11 1.120637e-16
4855 2.059037e-13 1.553533e-13 2.493865e-13 2.128217e-13 1.082711e-11 1.119569e-16
4856 2.079614e-13 1.583395e-13 2.510457e-13 2.145387e-13 1.094719e-11 1.120744e-16
4857 2.112072e-13 1.603879e-13 2.555906e-13 2.165679e-13 1.111581e-11 1.119395e-16
4858 2.032733e-13 1.556606e-13 2.510135e-13 2.115602e-13 1.062087e-11 1.121319e-16
4859 1.996219e-13 1.543478e-13 2.525607e-13 2.092815e-13 1.045555e-11 1.119734e-16
4860 1.875083e-13 1.454269e-13 2.377838e-13 2.008171e-13 9.765356e-12 1.122582e-16
4861 1.788284e-13 1.397739e-13 2.262122e-13 1.956334e-13 9.293705e-12 1.125519e-16
4862 1.660408e-13 1.338935e-13 2.182109e-13 1.900871e-13 8.577643e-12 1.123245e-16
4863 1.553390e-13 1.278996e-13 2.123653e-13 1.863051e-13 7.966311e-12 1.125963e-16
4864 1.473276e-13 1.233667e-13 2.082838e-13 1.849291e-13 7.508363e-12 1.128717e-16
4865 1.429873e-13 1.219818e-13 2.069490e-13 1.856869e-13 7.287341e-12 1.127722e-16
4866 1.443178e-13 1.245179e-13 2.088516e-13 1.869810e-13 7.386787e-12 1.130505e-16
4867 1.481003e-13 1.280711e-13 2.129630e-13 1.892058e-13 7.628917e-12 1.131242e-16
4868 1.537083e-13 1.316509e-13 2.178057e-13 1.916150e-13 7.960044e-12 1.131998e-16
4869 1.587909e-13 1.351816e-13 2.223555e-13 1.939862e-13 8.262752e-12 1.132363e-16
4870 1.634278e-13 1.381528e-13 2.261349e-13 1.953407e-13 8.537164e-12 1.132843e-16
4871 1.671355e-13 1.405822e-13 2.292303e-13 1.966298e-13 8.772231e-12 1.133298e-16
4872 1.703639e-13 1.424180e-13 2.314285e-13 1.977105e-13 8.929024e-12 1.132895e-16
4873 1.724248e-13 1.438299e-13 2.330939e-13 1.983081e-13 9.063758e-12 1.134501e-16
4874 1.744629e-13 1.448000e-13 2.343859e-13 1.988735e-13 9.182088e-12 1.129894e-16
4875 1.631886e-13 1.398517e-13 2.238703e-13 1.941360e-13 8.523048e-12 1.130674e-16
4876 1.578728e-13 1.381467e-13 2.208392e-13 1.924356e-13 8.202820e-12 1.130770e-16
4877 1.580202e-13 1.390643e-13 2.211837e-13 1.925697e-13 8.216360e-12 1.126741e-16
4878 2.450160e-13 1.971243e-13 3.043758e-13 2.418287e-13 1.315527e-11 1.155004e-16
4879 2.082371e-13 1.722185e-13 2.724932e-13 2.183769e-13 1.096512e-11 1.072812e-16
4880 1.929765e-13 1.606696e-13 2.561800e-13 2.070541e-13 1.009709e-11 1.086890e-16
4881 1.841451e-13 1.530086e-13 2.460892e-13 2.000729e-13 9.562059e-12 1.093894e-16
4882 1.786980e-13 1.481854e-13 2.405958e-13 1.959873e-13 9.259245e-12 1.099671e-16
4883 1.738832e-13 1.430316e-13 2.356651e-13 1.927663e-13 8.970866e-12 1.105553e-16
4884 1.649934e-13 1.372624e-13 2.267011e-13 1.898748e-13 8.471037e-12 1.110737e-16
4885 1.571816e-13 1.337173e-13 2.206289e-13 1.881975e-13 8.073737e-12 1.115634e-16
4886 1.257492e-13 1.198954e-13 1.912738e-13 1.700056e-13 6.362974e-12 1.139975e-16
4887 1.289968e-13 1.173760e-13 1.866364e-13 1.603455e-13 6.522765e-12 1.106323e-16
4888 1.331077e-13 1.191254e-13 1.918283e-13 1.621243e-13 6.760729e-12 1.108619e-16
4889 1.389539e-13 1.222173e-13 2.013769e-13 1.675468e-13 7.109193e-12 1.122724e-16
4890 1.448392e-13 1.258100e-13 2.093036e-13 1.717930e-13 7.456021e-12 1.116854e-16
4891 1.494354e-13 1.289152e-13 2.156390e-13 1.752024e-13 7.728324e-12 1.110280e-16
4892 1.548160e-13 1.323172e-13 2.225174e-13 1.794963e-13 8.034259e-12 1.109899e-16
4893 1.594317e-13 1.350555e-13 2.285827e-13 1.833268e-13 8.305322e-12 1.112663e-16
4894 1.633495e-13 1.378864e-13 2.342728e-13 1.869925e-13 8.527166e-12 1.116627e-16
4895 1.662576e-13 1.395639e-13 2.386446e-13 1.899600e-13 8.680617e-12 1.120356e-16
4896 1.670566e-13 1.410574e-13 2.413020e-13 1.925607e-13 8.753001e-12 1.123842e-16
4897 1.669713e-13 1.418479e-13 2.423928e-13 1.943665e-13 8.745115e-12 1.127036e-16
4898 1.566347e-13 1.326906e-13 2.212153e-13 1.804300e-13 8.157296e-12 1.130589e-16
4899 1.493350e-13 1.272017e-13 2.042567e-13 1.697325e-13 7.736113e-12 1.134235e-16
4900 1.416120e-13 1.227050e-13 1.962169e-13 1.633452e-13 7.277191e-12 1.136868e-16
4901 1.370075e-13 1.195156e-13 1.898862e-13 1.597767e-13 7.024419e-12 1.139736e-16
4902 1.355600e-13 1.178847e-13 1.814685e-13 1.553353e-13 6.958961e-12 1.142347e-16
4903 1.394344e-13 1.204598e-13 1.842947e-13 1.599664e-13 7.192642e-12 1.136579e-16
4904 1.456483e-13 1.237664e-13 1.876288e-13 1.642816e-13 7.554795e-12 1.139777e-16
4905 1.573561e-13 1.306037e-13 1.954444e-13 1.720416e-13 8.193919e-12 1.144191e-16
4906 1.610293e-13 1.258521e-13 2.092384e-13 1.757927e-13 8.368013e-12 1.136892e-16
4907 1.974401e-13 1.625658e-13 2.678359e-13 2.127656e-13 1.047125e-11 1.163633e-16
4908 1.855677e-13 1.474753e-13 2.359820e-13 1.930818e-13 9.838192e-12 1.110048e-16
4909 2.127429e-13 1.597343e-13 2.614359e-13 2.047027e-13 1.147918e-11 1.151712e-16
4910 2.321141e-13 1.695982e-13 2.819467e-13 2.168863e-13 1.260044e-11 1.148589e-16
4911 2.385595e-13 1.722248e-13 2.878335e-13 2.198275e-13 1.295330e-11 1.149400e-16
4912 2.653542e-13 1.880835e-13 3.173659e-13 2.401201e-13 1.455445e-11 1.169291e-16
4913 2.644328e-13 1.876310e-13 3.159919e-13 2.397710e-13 1.451741e-11 1.159175e-16
4914 2.645354e-13 1.889147e-13 3.178970e-13 2.420191e-13 1.457486e-11 1.132318e-16
4915 2.617199e-13 1.874811e-13 3.144558e-13 2.400971e-13 1.436826e-11 1.127365e-16
4916 2.574848e-13 1.865320e-13 3.120605e-13 2.396074e-13 1.412437e-11 1.106546e-16
4917 2.521700e-13 1.839842e-13 3.084901e-13 2.369856e-13 1.382106e-11 1.101255e-16
4918 2.484871e-13 1.817667e-13 3.045648e-13 2.345199e-13 1.352458e-11 1.090871e-16
4919 2.440054e-13 1.792604e-13 3.003710e-13 2.317502e-13 1.321436e-11 1.088033e-16
4920 2.393392e-13 1.765925e-13 2.964309e-13 2.293037e-13 1.291288e-11 1.087037e-16
4921 2.344467e-13 1.743878e-13 2.926828e-13 2.266274e-13 1.259999e-11 1.087467e-16
4922 2.199193e-13 1.633865e-13 2.731347e-13 2.154926e-13 1.175017e-11 1.087358e-16
4923 2.092252e-13 1.570486e-13 2.594307e-13 2.069380e-13 1.115292e-11 1.088303e-16
4924 2.010440e-13 1.529941e-13 2.465302e-13 1.985985e-13 1.069412e-11 1.089838e-16
4925 1.962623e-13 1.504117e-13 2.352373e-13 1.911378e-13 1.042927e-11 1.091595e-16
4926 1.939522e-13 1.474680e-13 2.268822e-13 1.863478e-13 1.031448e-11 1.093133e-16
4927 1.893467e-13 1.412004e-13 2.220712e-13 1.833558e-13 1.000129e-11 1.094299e-16
4928 1.870330e-13 1.381543e-13 2.236295e-13 1.840635e-13 9.783529e-12 1.095367e-16
4929 1.871705e-13 1.398329e-13 2.281924e-13 1.860020e-13 9.700248e-12 1.096342e-16
4930 2.793595e-13 1.988802e-13 3.217787e-13 2.488855e-13 1.475033e-11 1.138922e-16
4931 2.138107e-13 1.658856e-13 2.644857e-13 2.140909e-13 1.116886e-11 1.155171e-16
4932 2.116043e-13 1.660728e-13 2.586820e-13 2.110914e-13 1.103712e-11 1.077878e-16
4933 2.102310e-13 1.642048e-13 2.539980e-13 2.083253e-13 1.094028e-11 1.083028e-16
4934 2.095996e-13 1.625817e-13 2.502059e-13 2.061370e-13 1.089440e-11 1.088394e-16
4935 2.094254e-13 1.608075e-13 2.476094e-13 2.046630e-13 1.088490e-11 1.093630e-16
4936 2.095457e-13 1.598249e-13 2.466939e-13 2.039415e-13 1.090885e-11 1.098777e-16
4937 2.103897e-13 1.591215e-13 2.460504e-13 2.032688e-13 1.094324e-11 1.103666e-16
4938 2.111310e-13 1.592226e-13 2.460110e-13 2.029318e-13 1.099455e-11 1.108312e-16
4939 2.126581e-13 1.594240e-13 2.458800e-13 2.030134e-13 1.107142e-11 1.112820e-16
4940 2.140923e-13 1.597722e-13 2.474151e-13 2.032927e-13 1.114813e-11 1.117077e-16
4941 2.154263e-13 1.602090e-13 2.490105e-13 2.038305e-13 1.123278e-11 1.120991e-16
4942 2.171540e-13 1.612430e-13 2.502435e-13 2.049606e-13 1.131504e-11 1.124661e-16
4943 2.184455e-13 1.621810e-13 2.519730e-13 2.058838e-13 1.139762e-11 1.128087e-16
4944 2.192428e-13 1.628515e-13 2.538613e-13 2.068159e-13 1.146128e-11 1.131219e-16
4945 2.202747e-13 1.633384e-13 2.555205e-13 2.071333e-13 1.152364e-11 1.133671e-16
4946 2.205309e-13 1.636512e-13 2.571118e-13 2.075037e-13 1.152291e-11 1.130407e-16
4947 2.201703e-13 1.644018e-13 2.583402e-13 2.079806e-13 1.150091e-11 1.133359e-16
4948 2.198019e-13 1.653075e-13 2.596058e-13 2.084597e-13 1.145037e-11 1.133396e-16
4949 2.191114e-13 1.656668e-13 2.613991e-13 2.091072e-13 1.140812e-11 1.134487e-16
4950 1.984575e-13 1.528031e-13 2.433065e-13 1.975080e-13 1.023345e-11 1.133568e-16
4951 1.823454e-13 1.432809e-13 2.277850e-13 1.888735e-13 9.308153e-12 1.135756e-16
4952 1.730943e-13 1.381922e-13 2.207418e-13 1.849463e-13 8.786257e-12 1.133676e-16
4953 2.788542e-13 2.158899e-13 3.715090e-13 2.684567e-13 1.478929e-11 1.171252e-16
4954 1.990179e-13 1.570677e-13 2.640068e-13 2.074094e-13 1.012370e-11 1.152339e-16
4955 1.802826e-13 1.434925e-13 2.356619e-13 1.939869e-13 9.144330e-12 1.147425e-16
4956 1.732589e-13 1.410487e-13 2.261984e-13 1.885468e-13 8.796074e-12 1.129043e-16
4957 1.701137e-13 1.402644e-13 2.221004e-13 1.862241e-13 8.653934e-12 1.118558e-16
4958 1.683859e-13 1.397415e-13 2.202110e-13 1.850695e-13 8.554950e-12 1.115675e-16
4959 1.668187e-13 1.401547e-13 2.196764e-13 1.848136e-13 8.518756e-12 1.114345e-16
4960 1.659249e-13 1.407643e-13 2.192930e-13 1.844980e-13 8.470250e-12 1.113639e-16
4961 1.655253e-13 1.413856e-13 2.193983e-13 1.842855e-13 8.462864e-12 1.111670e-16
4962 1.650921e-13 1.419993e-13 2.191001e-13 1.837298e-13 8.449203e-12 1.109429e-16
4963 1.645938e-13 1.425180e-13 2.193850e-13 1.834816e-13 8.420715e-12 1.107316e-16
4964 1.640717e-13 1.428432e-13 2.192507e-13 1.835239e-13 8.408053e-12 1.105405e-16
4965 1.633987e-13 1.432910e-13 2.192419e-13 1.836190e-13 8.384767e-12 1.102870e-16
4966 1.626441e-13 1.433640e-13 2.191387e-13 1.841495e-13 8.362483e-12 1.101424e-16
4967 1.618653e-13 1.432125e-13 2.191734e-13 1.838767e-13 8.310144e-12 1.099721e-16
4968 1.591158e-13 1.415456e-13 2.158830e-13 1.818231e-13 8.146601e-12 1.098286e-16
4969 1.527240e-13 1.370796e-13 2.088938e-13 1.762888e-13 7.819913e-12 1.095197e-16
4970 1.554767e-13 1.370651e-13 2.104904e-13 1.765483e-13 7.918481e-12 1.092815e-16
4971 1.589757e-13 1.376546e-13 2.139077e-13 1.773451e-13 8.099336e-12 1.091141e-16
4972 1.630253e-13 1.381572e-13 2.178512e-13 1.795718e-13 8.287917e-12 1.089662e-16
4973 1.670683e-13 1.388372e-13 2.220389e-13 1.828774e-13 8.498780e-12 1.087853e-16
4974 1.707959e-13 1.398913e-13 2.256351e-13 1.872777e-13 8.700259e-12 1.086994e-16
4975 1.742079e-13 1.413228e-13 2.334545e-13 1.941339e-13 8.875690e-12 1.097009e-16
4976 1.775397e-13 1.425924e-13 2.392465e-13 1.982316e-13 9.077569e-12 1.092547e-16
4977 1.802969e-13 1.438753e-13 2.440106e-13 2.020040e-13 9.263278e-12 1.090167e-16
4978 1.793625e-13 1.438162e-13 2.422561e-13 2.028277e-13 9.247945e-12 1.089561e-16
4979 1.756650e-13 1.437235e-13 2.343444e-13 2.005290e-13 9.024030e-12 1.090867e-16
4980 1.621185e-13 1.363588e-13 2.188953e-13 1.919304e-13 8.264347e-12 1.092775e-16
4981 1.569289e-13 1.331413e-13 2.116174e-13 1.864445e-13 7.983618e-12 1.095954e-16
4982 1.571483e-13 1.317246e-13 2.100301e-13 1.829588e-13 8.006409e-12 1.099562e-16
4983 1.603562e-13 1.318264e-13 2.116076e-13 1.802433e-13 8.172426e-12 1.103731e-16
4984 1.648993e-13 1.329213e-13 2.136545e-13 1.789708e-13 8.443371e-12 1.107754e-16
4985 1.704664e-13 1.352032e-13 2.186636e-13 1.797335e-13 8.762502e-12 1.111658e-16
4986 1.773841e-13 1.383067e-13 2.254707e-13 1.828455e-13 9.178481e-12 1.115453e-16
4987 1.851732e-13 1.421440e-13 2.335000e-13 1.879547e-13 9.633410e-12 1.119211e-16
4988 1.924486e-13 1.460570e-13 2.416281e-13 1.928702e-13 1.006065e-11 1.123066e-16
4989 2.059070e-13 1.544173e-13 2.580126e-13 2.019817e-13 1.083570e-11 1.141172e-16
4990 2.122061e-13 1.588091e-13 2.653778e-13 2.074191e-13 1.120435e-11 1.117724e-16
4991 2.171392e-13 1.624169e-13 2.718855e-13 2.123480e-13 1.150445e-11 1.122651e-16
4992 2.211724e-13 1.653031e-13 2.780581e-13 2.166223e-13 1.175981e-11 1.126992e-16
4993 2.238703e-13 1.680488e-13 2.830060e-13 2.203557e-13 1.193231e-11 1.130940e-16
4994 2.255652e-13 1.700364e-13 2.867951e-13 2.236961e-13 1.202310e-11 1.134506e-16
4995 2.269571e-13 1.714232e-13 2.895704e-13 2.261273e-13 1.210597e-11 1.137731e-16
4996 2.268839e-13 1.725661e-13 2.910642e-13 2.276789e-13 1.210902e-11 1.140682e-16
4997 2.261047e-13 1.731874e-13 2.912283e-13 2.286248e-13 1.210338e-11 1.143359e-16
4998 2.246303e-13 1.731514e-13 2.898706e-13 2.284317e-13 1.201640e-11 1.143692e-16
4999 2.223795e-13 1.728335e-13 2.875393e-13 2.282971e-13 1.190200e-11 1.145971e-16
5000 2.191730e-13 1.717011e-13 2.847339e-13 2.272974e-13 1.173065e-11 1.145122e-16
5001 2.155008e-13 1.708392e-13 2.814905e-13 2.255727e-13 1.153755e-11 1.147167e-16
5002 2.066519e-13 1.651745e-13 2.743929e-13 2.212250e-13 1.103789e-11 1.146922e-16
5003 1.957793e-13 1.594732e-13 2.592757e-13 2.135521e-13 1.039087e-11 1.145662e-16
5004 1.893231e-13 1.569247e-13 2.503537e-13 2.103569e-13 9.974658e-12 1.146733e-16
5005 1.857901e-13 1.563419e-13 2.455089e-13 2.108676e-13 9.780662e-12 1.144949e-16
5006 1.986396e-13 1.656952e-13 2.556592e-13 2.226958e-13 1.051351e-11 1.184182e-16
5007 1.775645e-13 1.532119e-13 2.135404e-13 1.870348e-13 9.232026e-12 1.077311e-16
5008 1.631120e-13 1.406602e-13 1.960829e-13 1.793108e-13 8.506464e-12 1.086572e-16
5009 1.572448e-13 1.362797e-13 1.951359e-13 1.793846e-13 8.190245e-12 1.095273e-16
5010 1.584351e-13 1.381002e-13 2.093511e-13 1.853791e-13 8.284094e-12 1.105936e-16
5011 1.679546e-13 1.443582e-13 2.248230e-13 1.931654e-13 8.809927e-12 1.114657e-16
5012 1.779610e-13 1.500222e-13 2.375715e-13 2.000593e-13 9.375086e-12 1.120905e-16
5013 1.881338e-13 1.558302e-13 2.491031e-13 2.063065e-13 9.936639e-12 1.125746e-16
5014 1.976135e-13 1.613248e-13 2.594787e-13 2.122687e-13 1.049711e-11 1.130136e-16
5015 2.068828e-13 1.668013e-13 2.694933e-13 2.177372e-13 1.102840e-11 1.134142e-16
5016 2.152957e-13 1.719968e-13 2.779384e-13 2.230232e-13 1.152830e-11 1.137785e-16
5017 2.238154e-13 1.765075e-13 2.863535e-13 2.280276e-13 1.199570e-11 1.141071e-16
5018 2.310117e-13 1.810849e-13 2.952783e-13 2.323589e-13 1.244284e-11 1.144069e-16
5019 2.381551e-13 1.852845e-13 3.025599e-13 2.367353e-13 1.285613e-11 1.146758e-16
