# Iterations  ResRho  ResRhoU  ResRhoV  ResRhoW  ResRhoE  ResTrb
VARIABLES=iterations ResRho  ResRhoU  ResRhoV  ResRhoW  ResRhoE  ResTrb
10443 6.491290e-08 3.642915e-08 9.272218e-08 7.366719e-08 4.114972e-06 9.716072e-14
10444 6.552708e-08 3.647786e-08 9.671426e-08 7.503185e-08 4.155472e-06 9.844993e-14
10445 6.609623e-08 3.656836e-08 1.006820e-07 7.638411e-08 4.192791e-06 9.989963e-14
10446 6.658888e-08 3.671659e-08 1.043629e-07 7.767151e-08 4.224840e-06 1.016682e-13
10447 6.698000e-08 3.692312e-08 1.075236e-07 7.884869e-08 4.249964e-06 1.036262e-13
10448 6.724823e-08 3.720731e-08 1.099959e-07 7.992145e-08 4.266763e-06 1.059246e-13
10449 6.749676e-08 3.777330e-08 1.122762e-07 8.125307e-08 4.281293e-06 1.135940e-13
10450 6.770087e-08 3.902678e-08 1.129868e-07 8.282646e-08 4.290055e-06 1.330036e-13
10451 6.750472e-08 4.090039e-08 1.085107e-07 8.391312e-08 4.268913e-06 1.604483e-13
10452 6.693604e-08 4.197409e-08 1.024887e-07 8.504683e-08 4.225337e-06 8.483513e-14
10453 6.657565e-08 4.235974e-08 1.007589e-07 8.763657e-08 4.198319e-06 1.025849e-13
10454 6.661421e-08 4.241972e-08 1.006897e-07 8.986814e-08 4.198477e-06 1.116028e-13
10455 6.675067e-08 4.226811e-08 1.008568e-07 9.161637e-08 4.205545e-06 1.072029e-13
10456 6.689472e-08 4.208211e-08 1.017359e-07 9.297084e-08 4.213537e-06 1.036247e-13
10457 6.707631e-08 4.186359e-08 1.030976e-07 9.418030e-08 4.224022e-06 1.019661e-13
10458 6.729116e-08 4.160525e-08 1.048511e-07 9.525403e-08 4.236719e-06 1.008590e-13
10459 6.746370e-08 4.136858e-08 1.070300e-07 9.623661e-08 4.246828e-06 1.001246e-13
10460 6.757691e-08 4.131155e-08 1.099468e-07 9.727060e-08 4.253216e-06 9.988821e-14
10461 6.779812e-08 4.149931e-08 1.131434e-07 9.818689e-08 4.266399e-06 9.998356e-14
10462 6.813173e-08 4.200682e-08 1.164056e-07 9.893949e-08 4.286611e-06 1.004786e-13
10463 6.858113e-08 4.259721e-08 1.196658e-07 9.948528e-08 4.314286e-06 1.005759e-13
10464 6.915244e-08 4.310730e-08 1.228584e-07 9.980098e-08 4.349900e-06 9.981378e-14
10465 6.991465e-08 4.589213e-08 1.252294e-07 9.995919e-08 4.396330e-06 9.941583e-14
10466 7.069104e-08 4.516681e-08 1.281897e-07 9.978818e-08 4.446121e-06 9.496830e-14
10467 7.160962e-08 4.448999e-08 1.307370e-07 9.937371e-08 4.504805e-06 9.610641e-14
10468 7.260641e-08 4.378601e-08 1.324426e-07 9.866921e-08 4.568351e-06 9.782632e-14
10469 7.372331e-08 4.313348e-08 1.338901e-07 9.791715e-08 4.639467e-06 9.940350e-14
10470 7.497377e-08 4.259325e-08 1.352516e-07 9.737825e-08 4.719006e-06 1.002027e-13
10471 7.576151e-08 4.198117e-08 1.351534e-07 9.678531e-08 4.769253e-06 1.005550e-13
10472 7.652563e-08 4.160835e-08 1.351442e-07 9.693721e-08 4.817941e-06 1.002779e-13
10473 7.775020e-08 4.168434e-08 1.364959e-07 9.838577e-08 4.895741e-06 1.009865e-13
10474 7.939856e-08 4.217354e-08 1.389440e-07 1.009473e-07 5.000306e-06 1.009119e-13
10475 8.140253e-08 4.299330e-08 1.421188e-07 1.042789e-07 5.127306e-06 1.003370e-13
10476 8.369151e-08 4.401012e-08 1.454214e-07 1.079811e-07 5.272257e-06 9.843949e-14
10477 8.611031e-08 4.507385e-08 1.485408e-07 1.115172e-07 5.425361e-06 9.826433e-14
10478 8.865609e-08 4.620022e-08 1.516247e-07 1.150574e-07 5.586431e-06 9.739602e-14
10479 9.110061e-08 4.716971e-08 1.538816e-07 1.179696e-07 5.741062e-06 9.798525e-14
10480 9.093417e-08 5.378696e-08 1.466156e-07 1.346083e-07 5.733888e-06 1.350210e-13
10481 8.021305e-08 5.724629e-08 1.271664e-07 1.447496e-07 5.058015e-06 1.768536e-13
10482 7.877934e-08 5.707476e-08 1.211526e-07 1.351919e-07 4.970650e-06 1.219435e-13
10483 7.850322e-08 5.585269e-08 1.169010e-07 1.283068e-07 4.955078e-06 1.304989e-13
10484 7.850115e-08 5.517199e-08 1.122018e-07 1.205733e-07 4.956898e-06 1.361108e-13
10485 7.850768e-08 5.380977e-08 1.067417e-07 1.108476e-07 4.959579e-06 1.482336e-13
10486 7.666277e-08 5.451571e-08 1.134883e-07 1.066463e-07 4.847635e-06 2.161751e-13
10487 7.273003e-08 5.412611e-08 1.262811e-07 1.093534e-07 4.602907e-06 9.356988e-14
10488 7.143109e-08 5.504336e-08 1.382024e-07 1.138921e-07 4.522698e-06 1.024316e-13
10489 7.078907e-08 5.577904e-08 1.479815e-07 1.178733e-07 4.483215e-06 1.086550e-13
10490 7.072276e-08 5.621931e-08 1.546726e-07 1.206678e-07 4.479823e-06 1.122592e-13
10491 7.109281e-08 5.636747e-08 1.597696e-07 1.223857e-07 4.503642e-06 1.151144e-13
10492 7.192560e-08 5.621301e-08 1.632149e-07 1.230359e-07 4.556409e-06 1.135707e-13
10493 7.314213e-08 5.592586e-08 1.654585e-07 1.235706e-07 4.633126e-06 1.118619e-13
10494 7.461356e-08 5.556491e-08 1.667695e-07 1.242503e-07 4.725717e-06 1.103055e-13
10495 7.619946e-08 5.510119e-08 1.672591e-07 1.248462e-07 4.825370e-06 1.090484e-13
10496 7.777874e-08 5.449674e-08 1.669881e-07 1.251009e-07 4.924488e-06 1.079977e-13
10497 7.927333e-08 5.374609e-08 1.660496e-07 1.249110e-07 5.018172e-06 1.072918e-13
10498 8.062838e-08 5.286885e-08 1.645664e-07 1.242962e-07 5.102976e-06 1.068930e-13
10499 8.181401e-08 5.189596e-08 1.626774e-07 1.233260e-07 5.177026e-06 1.094264e-13
10500 8.281058e-08 5.086058e-08 1.604855e-07 1.220953e-07 5.239086e-06 1.084304e-13
10501 8.371027e-08 4.987301e-08 1.582593e-07 1.210085e-07 5.294954e-06 1.080294e-13
10502 8.290240e-08 4.341845e-08 1.323315e-07 1.107279e-07 5.233449e-06 1.408529e-13
10503 7.659480e-08 4.121512e-08 1.228409e-07 1.031830e-07 4.827569e-06 1.781382e-13
10504 7.357003e-08 3.928276e-08 1.154624e-07 9.012664e-08 4.634826e-06 1.243783e-13
10505 7.264315e-08 4.100109e-08 1.104741e-07 8.688208e-08 4.572911e-06 1.326100e-13
10506 7.196275e-08 4.004231e-08 1.100977e-07 8.594578e-08 4.529240e-06 1.260123e-13
10507 7.193156e-08 4.073378e-08 1.097479e-07 8.671287e-08 4.526402e-06 1.189455e-13
10508 7.219681e-08 4.130658e-08 1.098670e-07 8.802123e-08 4.542476e-06 1.214631e-13
10509 7.273856e-08 4.186780e-08 1.102706e-07 8.962181e-08 4.576111e-06 1.213298e-13
10510 7.353547e-08 4.242105e-08 1.108590e-07 9.134902e-08 4.625927e-06 1.220514e-13
10511 7.459576e-08 4.293543e-08 1.116225e-07 9.317934e-08 4.692427e-06 1.215645e-13
10512 7.593930e-08 4.346525e-08 1.126084e-07 9.525470e-08 4.776864e-06 1.211660e-13
10513 7.759245e-08 4.407153e-08 1.139463e-07 9.781336e-08 4.880898e-06 1.218875e-13
10514 7.953755e-08 4.477011e-08 1.156709e-07 1.008781e-07 5.003408e-06 1.224563e-13
10515 8.171585e-08 4.554961e-08 1.177552e-07 1.043618e-07 5.140679e-06 1.227242e-13
10516 8.400637e-08 4.640700e-08 1.201157e-07 1.081843e-07 5.285057e-06 1.233404e-13
10517 8.621212e-08 4.732014e-08 1.225896e-07 1.121928e-07 5.424053e-06 1.237275e-13
10518 8.806693e-08 4.815343e-08 1.246360e-07 1.158431e-07 5.540830e-06 1.249455e-13
10519 8.989299e-08 4.896418e-08 1.264997e-07 1.192976e-07 5.655863e-06 1.253884e-13
10520 9.157940e-08 4.965247e-08 1.278242e-07 1.222439e-07 5.762150e-06 1.261200e-13
10521 9.301238e-08 5.011910e-08 1.282560e-07 1.243827e-07 5.852508e-06 1.266560e-13
10522 9.410720e-08 5.032028e-08 1.277342e-07 1.255669e-07 5.921591e-06 1.272705e-13
10523 9.479324e-08 5.018429e-08 1.259052e-07 1.256186e-07 5.964946e-06 1.278173e-13
10524 9.510312e-08 4.979525e-08 1.230686e-07 1.248335e-07 5.984643e-06 1.285523e-13
10525 9.535923e-08 4.934221e-08 1.200774e-07 1.227013e-07 6.000536e-06 1.294509e-13
10526 9.645228e-08 4.940119e-08 1.182220e-07 1.182942e-07 6.067730e-06 1.308661e-13
10527 9.783070e-08 5.049340e-08 1.178323e-07 1.170645e-07 6.153549e-06 1.324344e-13
10528 9.883206e-08 5.199125e-08 1.183767e-07 1.184279e-07 6.217538e-06 1.334188e-13
10529 9.969572e-08 5.365927e-08 1.199462e-07 1.206988e-07 6.274058e-06 1.319321e-13
10530 1.006580e-07 5.554181e-08 1.231819e-07 1.237813e-07 6.337440e-06 1.298840e-13
10531 1.018097e-07 5.763915e-08 1.279931e-07 1.275826e-07 6.413173e-06 1.276078e-13
10532 1.030982e-07 5.970456e-08 1.341760e-07 1.319426e-07 6.497853e-06 1.259623e-13
10533 1.044295e-07 6.166248e-08 1.413562e-07 1.365462e-07 6.585388e-06 1.242668e-13
10534 1.057997e-07 6.344307e-08 1.491924e-07 1.410500e-07 6.675412e-06 1.227310e-13
10535 1.070914e-07 6.499321e-08 1.575155e-07 1.453039e-07 6.760697e-06 1.217188e-13
10536 1.127131e-07 7.106065e-08 1.926722e-07 1.724889e-07 7.142090e-06 1.677273e-13
10537 9.242909e-08 9.312909e-08 1.837599e-07 1.974503e-07 5.797411e-06 2.329568e-13
10538 9.347740e-08 7.798452e-08 1.863000e-07 1.611765e-07 5.897104e-06 1.881959e-13
10539 9.319774e-08 7.800797e-08 1.832373e-07 1.624037e-07 5.880818e-06 1.451887e-13
10540 9.133928e-08 8.055034e-08 1.777601e-07 1.586005e-07 5.755997e-06 1.840456e-13
10541 9.090661e-08 7.940561e-08 1.707672e-07 1.571204e-07 5.724578e-06 2.104440e-13
10542 8.848470e-08 7.952548e-08 1.552839e-07 1.563161e-07 5.571000e-06 2.294299e-13
10543 8.540592e-08 7.424007e-08 1.455936e-07 1.104099e-07 5.364949e-06 2.256438e-13
10544 8.385307e-08 6.567915e-08 1.416036e-07 1.664851e-07 5.291708e-06 2.421223e-13
10545 8.226994e-08 7.336857e-08 1.282057e-07 1.029012e-07 5.159427e-06 2.299095e-13
10546 7.697700e-08 5.751150e-08 1.247664e-07 9.289173e-08 4.842580e-06 1.812916e-13
10547 7.275949e-08 5.297093e-08 1.171604e-07 8.749057e-08 4.580613e-06 1.917511e-13
10548 6.917772e-08 5.001967e-08 1.111563e-07 7.961437e-08 4.353705e-06 1.767334e-13
10549 6.631384e-08 4.804569e-08 1.082552e-07 7.494052e-08 4.173398e-06 1.597097e-13
10550 6.421609e-08 4.632145e-08 1.072345e-07 7.407632e-08 4.041372e-06 1.724794e-13
10551 6.270274e-08 4.582070e-08 1.071367e-07 7.503079e-08 3.946703e-06 1.634578e-13
10552 6.177624e-08 4.594502e-08 1.074525e-07 7.845565e-08 3.888918e-06 1.741687e-13
10553 6.119510e-08 4.657861e-08 1.070998e-07 8.159609e-08 3.853134e-06 1.667455e-13
10554 6.096470e-08 4.760081e-08 1.062014e-07 8.496626e-08 3.839324e-06 1.744676e-13
10555 6.090973e-08 4.894048e-08 1.046387e-07 8.793024e-08 3.836761e-06 1.730598e-13
10556 6.104245e-08 5.025982e-08 1.027137e-07 8.990100e-08 3.845752e-06 1.752881e-13
10557 6.133832e-08 5.188896e-08 1.002105e-07 9.135443e-08 3.865324e-06 1.809121e-13
10558 6.170906e-08 5.308415e-08 9.800643e-08 9.158144e-08 3.889279e-06 1.774059e-13
10559 6.303465e-08 5.682438e-08 9.300482e-08 9.068631e-08 3.974922e-06 2.213846e-13
10560 6.265447e-08 5.745526e-08 9.149683e-08 8.893782e-08 3.951376e-06 1.701679e-13
10561 6.065025e-08 5.867680e-08 9.178348e-08 8.769150e-08 3.825938e-06 1.997683e-13
10562 5.880897e-08 5.862341e-08 9.521563e-08 8.791142e-08 3.709303e-06 1.754902e-13
10563 5.724489e-08 5.823769e-08 1.041320e-07 9.105865e-08 3.609776e-06 1.772441e-13
10564 5.648616e-08 5.867972e-08 1.128134e-07 9.378881e-08 3.562258e-06 1.621671e-13
10565 5.607805e-08 5.898497e-08 1.218215e-07 9.704603e-08 3.537306e-06 1.543255e-13
10566 5.609040e-08 5.901528e-08 1.271253e-07 9.913394e-08 3.538430e-06 1.454635e-13
10567 5.636638e-08 5.897871e-08 1.311582e-07 1.007701e-07 3.556267e-06 1.388764e-13
10568 5.693568e-08 5.886632e-08 1.343513e-07 1.020934e-07 3.592567e-06 1.345757e-13
10569 5.772614e-08 5.868306e-08 1.365015e-07 1.030717e-07 3.642798e-06 1.316246e-13
10570 5.869121e-08 5.839558e-08 1.375809e-07 1.036209e-07 3.704018e-06 1.296158e-13
10571 5.978133e-08 5.799473e-08 1.376363e-07 1.037032e-07 3.773101e-06 1.283121e-13
10572 6.095576e-08 5.746641e-08 1.367082e-07 1.032311e-07 3.847471e-06 1.275356e-13
10573 6.215871e-08 5.683379e-08 1.349272e-07 1.023019e-07 3.923606e-06 1.270257e-13
10574 6.334767e-08 5.613509e-08 1.324811e-07 1.011311e-07 3.998822e-06 1.266772e-13
10575 6.445420e-08 5.539655e-08 1.295242e-07 9.983134e-08 4.068804e-06 1.264027e-13
10576 6.542615e-08 5.463923e-08 1.261940e-07 9.850339e-08 4.130266e-06 1.261950e-13
10577 6.623324e-08 5.387884e-08 1.226081e-07 9.721071e-08 4.181301e-06 1.261163e-13
10578 6.686197e-08 5.312965e-08 1.188681e-07 9.602167e-08 4.221057e-06 1.260947e-13
10579 6.731752e-08 4.740605e-08 8.386241e-08 9.515139e-08 4.249669e-06 1.637664e-13
10580 6.588895e-08 4.661997e-08 8.609503e-08 9.981463e-08 4.158928e-06 1.323818e-13
10581 6.602583e-08 4.686636e-08 8.701808e-08 1.019426e-07 4.167262e-06 1.344016e-13
10582 6.640030e-08 4.699503e-08 8.818879e-08 1.037304e-07 4.190682e-06 1.362169e-13
10583 6.701959e-08 4.714584e-08 8.943812e-08 1.055628e-07 4.229575e-06 1.379371e-13
10584 6.778495e-08 4.726677e-08 9.039803e-08 1.072626e-07 4.277686e-06 1.396165e-13
10585 6.863617e-08 4.733258e-08 9.096606e-08 1.085414e-07 4.331255e-06 1.392546e-13
10586 6.955369e-08 4.734108e-08 9.113236e-08 1.094174e-07 4.389047e-06 1.401159e-13
10587 7.050808e-08 4.729416e-08 9.092605e-08 1.099133e-07 4.449203e-06 1.397974e-13
10588 7.145995e-08 4.719664e-08 9.039993e-08 1.100898e-07 4.509234e-06 1.404261e-13
10589 7.236685e-08 4.702511e-08 8.960866e-08 1.099669e-07 4.566458e-06 1.397423e-13
10590 7.321967e-08 4.684775e-08 8.864096e-08 1.096380e-07 4.620291e-06 1.407048e-13
10591 7.401319e-08 4.666408e-08 8.757207e-08 1.091336e-07 4.670399e-06 1.391184e-13
10592 7.473805e-08 4.648361e-08 8.645540e-08 1.084720e-07 4.716185e-06 1.403246e-13
10593 7.538843e-08 4.631294e-08 8.533323e-08 1.076616e-07 4.757278e-06 1.380169e-13
10594 7.595198e-08 4.615286e-08 8.425399e-08 1.067190e-07 4.792894e-06 1.396934e-13
10595 7.642381e-08 4.599110e-08 8.324456e-08 1.056807e-07 4.822716e-06 1.363935e-13
10596 7.679963e-08 4.581964e-08 8.221007e-08 1.044740e-07 4.846488e-06 1.386135e-13
10597 7.708053e-08 4.562272e-08 8.109121e-08 1.029219e-07 4.864286e-06 1.346379e-13
10598 7.732910e-08 4.548322e-08 8.105775e-08 1.011182e-07 4.880070e-06 1.374133e-13
10599 7.763113e-08 4.553561e-08 8.379283e-08 9.941226e-08 4.899255e-06 1.329347e-13
10600 7.808368e-08 4.586859e-08 9.001389e-08 9.810882e-08 4.927969e-06 1.353937e-13
10601 7.873706e-08 4.647342e-08 9.890846e-08 9.734170e-08 4.969380e-06 1.312925e-13
10602 7.960846e-08 4.730494e-08 1.093834e-07 9.710162e-08 5.024570e-06 1.296913e-13
10603 8.070177e-08 4.821257e-08 1.198295e-07 9.723465e-08 5.093765e-06 1.241556e-13
10604 8.189208e-08 4.905134e-08 1.289073e-07 9.738580e-08 5.169081e-06 1.211983e-13
10605 8.307818e-08 4.971073e-08 1.360549e-07 9.727511e-08 5.244126e-06 1.193596e-13
10606 8.423620e-08 5.016198e-08 1.410538e-07 9.690572e-08 5.317377e-06 1.189339e-13
10607 8.286751e-08 4.807976e-08 1.125474e-07 9.326205e-08 5.232804e-06 1.579911e-13
10608 7.317773e-08 5.138848e-08 1.517597e-07 1.034810e-07 4.622838e-06 1.330912e-13
10609 6.863038e-08 4.793029e-08 1.355018e-07 9.930595e-08 4.336702e-06 1.407083e-13
10610 6.626182e-08 4.694326e-08 1.310026e-07 9.468811e-08 4.187695e-06 1.384325e-13
10611 6.587873e-08 4.583467e-08 1.292658e-07 9.431665e-08 4.163588e-06 1.251099e-13
10612 6.575670e-08 4.508147e-08 1.281724e-07 9.384960e-08 4.155737e-06 1.064719e-13
10613 6.595623e-08 4.440027e-08 1.271573e-07 9.340997e-08 4.168066e-06 1.057904e-13
10614 6.657366e-08 4.384331e-08 1.268938e-07 9.324185e-08 4.206692e-06 1.057247e-13
10615 6.759618e-08 4.342680e-08 1.275029e-07 9.338901e-08 4.270823e-06 1.065323e-13
10616 6.895438e-08 4.316174e-08 1.290140e-07 9.386938e-08 4.356103e-06 1.076550e-13
10617 7.052261e-08 4.302556e-08 1.312171e-07 9.463979e-08 4.454619e-06 1.055089e-13
10618 7.218173e-08 4.299521e-08 1.338557e-07 9.563791e-08 4.558878e-06 1.062731e-13
10619 7.384137e-08 4.305266e-08 1.367199e-07 9.678286e-08 4.663179e-06 1.073019e-13
10620 7.542599e-08 4.315800e-08 1.396391e-07 9.794420e-08 4.762759e-06 1.087119e-13
10621 7.687704e-08 4.326543e-08 1.424678e-07 9.899791e-08 4.853925e-06 1.094187e-13
10622 7.811898e-08 4.335496e-08 1.450061e-07 9.992703e-08 4.931921e-06 1.089954e-13
10623 7.911265e-08 4.318540e-08 1.459735e-07 1.005062e-07 4.992784e-06 1.107552e-13
10624 7.992477e-08 4.320118e-08 1.470577e-07 1.006222e-07 5.043135e-06 1.109930e-13
10625 8.051978e-08 4.322408e-08 1.477085e-07 1.004096e-07 5.079913e-06 1.069695e-13
10626 8.088371e-08 4.303462e-08 1.480910e-07 9.989932e-08 5.102587e-06 1.061654e-13
10627 8.101652e-08 4.266167e-08 1.480474e-07 9.916016e-08 5.110924e-06 1.027696e-13
10628 7.982689e-08 4.174468e-08 1.401432e-07 9.633548e-08 5.032971e-06 1.342551e-13
10629 7.583097e-08 3.923432e-08 1.192298e-07 8.959371e-08 4.776578e-06 1.522483e-13
10630 7.537741e-08 3.850493e-08 1.101769e-07 8.772560e-08 4.746305e-06 1.047671e-13
10631 7.538161e-08 3.802551e-08 1.043930e-07 8.663366e-08 4.745606e-06 1.131997e-13
10632 7.545935e-08 3.769988e-08 1.004693e-07 8.590920e-08 4.749925e-06 1.170412e-13
10633 7.558499e-08 3.738304e-08 9.678433e-08 8.519464e-08 4.757348e-06 1.206934e-13
10634 7.573538e-08 3.707983e-08 9.339778e-08 8.446827e-08 4.766421e-06 1.241425e-13
10635 7.579009e-08 3.675263e-08 9.030618e-08 8.355076e-08 4.769558e-06 1.184833e-13
10636 7.569066e-08 3.621334e-08 8.445907e-08 8.191645e-08 4.762856e-06 1.407196e-13
10637 7.536134e-08 3.624256e-08 8.306002e-08 8.180866e-08 4.742112e-06 9.106780e-14
10638 7.472089e-08 3.660011e-08 8.305266e-08 8.251872e-08 4.701861e-06 9.736545e-14
10639 7.416649e-08 3.720248e-08 8.498452e-08 8.355283e-08 4.666990e-06 1.018770e-13
10640 7.388594e-08 3.834057e-08 8.907304e-08 8.346039e-08 4.648656e-06 1.063066e-13
10641 7.394333e-08 4.017248e-08 9.504239e-08 8.402626e-08 4.651473e-06 1.099354e-13
10642 7.406576e-08 4.259621e-08 1.031444e-07 8.713801e-08 4.659399e-06 1.118212e-13
10643 7.422290e-08 4.642382e-08 1.178190e-07 9.425978e-08 4.672204e-06 1.172195e-13
10644 7.429158e-08 4.975073e-08 1.329603e-07 1.015131e-07 4.682271e-06 1.147143e-13
10645 7.470273e-08 5.134353e-08 1.396131e-07 1.046899e-07 4.711615e-06 1.051340e-13
10646 7.529926e-08 5.264626e-08 1.452863e-07 1.073469e-07 4.752821e-06 1.023171e-13
10647 7.610846e-08 5.365748e-08 1.499384e-07 1.093919e-07 4.807569e-06 1.009407e-13
10648 7.725189e-08 5.431360e-08 1.534266e-07 1.102214e-07 4.883437e-06 1.000456e-13
10649 7.865073e-08 5.464661e-08 1.560922e-07 1.102421e-07 4.975483e-06 9.944920e-14
10650 8.024290e-08 5.479115e-08 1.584624e-07 1.101952e-07 5.079725e-06 9.913578e-14
10651 8.191822e-08 5.480462e-08 1.607947e-07 1.102740e-07 5.189162e-06 9.940152e-14
10652 8.355873e-08 5.467939e-08 1.631529e-07 1.103293e-07 5.296267e-06 1.004846e-13
10653 8.506717e-08 5.443187e-08 1.654610e-07 1.101502e-07 5.394791e-06 1.023632e-13
10654 8.793541e-08 5.629201e-08 1.353144e-07 9.827258e-08 5.571713e-06 1.551261e-13
10655 7.159999e-08 7.039683e-08 1.188690e-07 1.134934e-07 4.493926e-06 2.317880e-13
10656 7.260023e-08 6.403329e-08 1.175466e-07 1.145894e-07 4.580441e-06 1.479227e-13
10657 7.573484e-08 6.925442e-08 1.117270e-07 1.676546e-07 4.787808e-06 1.712211e-13
10658 6.969891e-08 7.411175e-08 1.076541e-07 9.356872e-08 4.360557e-06 2.160455e-13
10659 7.085321e-08 6.481893e-08 1.013118e-07 1.375957e-07 4.460802e-06 1.727409e-13
10660 6.634650e-08 6.721995e-08 9.046282e-08 1.321804e-07 4.170632e-06 2.714113e-13
10661 6.663758e-08 5.971340e-08 8.986962e-08 9.941656e-08 4.179996e-06 1.960664e-13
10662 6.679999e-08 5.162927e-08 8.765193e-08 1.232998e-07 4.207906e-06 2.108455e-13
10663 6.590243e-08 5.747420e-08 8.876583e-08 8.535946e-08 4.125285e-06 1.809974e-13
10664 6.145228e-08 4.206279e-08 9.316287e-08 8.359123e-08 3.867443e-06 1.593459e-13
10665 5.909555e-08 4.354639e-08 9.635361e-08 7.745575e-08 3.714336e-06 1.827319e-13
10666 5.753695e-08 4.268294e-08 9.627566e-08 7.644364e-08 3.615474e-06 1.246540e-13
10667 5.618693e-08 4.167486e-08 9.945953e-08 7.742542e-08 3.533126e-06 1.382234e-13
10668 5.527026e-08 4.205949e-08 1.001514e-07 7.876659e-08 3.475466e-06 1.415813e-13
10669 5.442276e-08 4.251189e-08 1.016088e-07 8.033498e-08 3.424005e-06 1.565387e-13
10670 5.382082e-08 4.346215e-08 1.014058e-07 8.164824e-08 3.386496e-06 1.439278e-13
10671 5.319403e-08 4.457505e-08 1.010394e-07 8.210509e-08 3.348911e-06 1.613372e-13
10672 5.263273e-08 4.575614e-08 9.988268e-08 8.255084e-08 3.314042e-06 1.498412e-13
10673 5.200021e-08 4.713459e-08 9.834809e-08 8.196165e-08 3.275941e-06 1.648715e-13
10674 5.138654e-08 4.824962e-08 9.686611e-08 8.166964e-08 3.237765e-06 1.565574e-13
10675 5.070154e-08 4.962124e-08 9.507983e-08 8.043333e-08 3.196222e-06 1.671862e-13
10676 5.003853e-08 5.031059e-08 9.334946e-08 7.945427e-08 3.154681e-06 1.608493e-13
10677 4.935415e-08 5.005746e-08 8.988886e-08 7.792029e-08 3.111660e-06 1.671407e-13
10678 4.886438e-08 4.942791e-08 8.757346e-08 7.709737e-08 3.079981e-06 1.560866e-13
10679 4.854838e-08 4.879648e-08 8.447488e-08 7.611246e-08 3.059478e-06 1.642562e-13
10680 4.825634e-08 4.842589e-08 8.332888e-08 7.522129e-08 3.041423e-06 1.433424e-13
10681 4.806819e-08 4.794642e-08 8.203715e-08 7.432889e-08 3.030242e-06 1.392136e-13
10682 4.792159e-08 4.760059e-08 8.137693e-08 7.405368e-08 3.021143e-06 1.315215e-13
10683 4.778374e-08 4.741797e-08 8.195907e-08 7.437658e-08 3.012704e-06 1.294146e-13
10684 4.803411e-08 4.734510e-08 8.316638e-08 7.497877e-08 3.028664e-06 1.257298e-13
10685 4.860756e-08 4.733784e-08 8.489597e-08 7.579559e-08 3.065042e-06 1.234340e-13
10686 4.952675e-08 4.741129e-08 8.702727e-08 7.694067e-08 3.123215e-06 1.221420e-13
10687 5.077375e-08 4.753976e-08 8.945325e-08 7.828335e-08 3.202093e-06 1.215618e-13
10688 5.232863e-08 4.771145e-08 9.208623e-08 7.977491e-08 3.300424e-06 1.214146e-13
10689 5.416329e-08 4.792733e-08 9.484773e-08 8.141504e-08 3.416429e-06 1.215347e-13
10690 5.608797e-08 4.810412e-08 9.698483e-08 8.297165e-08 3.538101e-06 1.217387e-13
10691 5.806404e-08 4.828652e-08 9.899298e-08 8.452204e-08 3.662999e-06 1.220606e-13
10692 6.007712e-08 4.851333e-08 1.011978e-07 8.620034e-08 3.790250e-06 1.224996e-13
10693 6.210948e-08 4.875184e-08 1.034867e-07 8.789673e-08 3.918733e-06 1.206392e-13
10694 6.412265e-08 4.901192e-08 1.058484e-07 8.960255e-08 4.046019e-06 1.203240e-13
10695 6.608758e-08 4.928603e-08 1.082642e-07 9.131821e-08 4.170271e-06 1.203277e-13
10696 6.797000e-08 4.957101e-08 1.106935e-07 9.299682e-08 4.289320e-06 1.205336e-13
10697 6.973946e-08 4.987090e-08 1.131423e-07 9.467594e-08 4.401246e-06 1.219390e-13
10698 7.141170e-08 5.012150e-08 1.155864e-07 9.633392e-08 4.507034e-06 1.227085e-13
10699 7.297586e-08 5.031434e-08 1.180307e-07 9.781351e-08 4.606011e-06 1.227131e-13
10700 7.439494e-08 5.045878e-08 1.203860e-07 9.908833e-08 4.695833e-06 1.236015e-13
10701 7.564259e-08 5.054769e-08 1.224882e-07 1.001545e-07 4.774829e-06 1.251622e-13
10702 7.668742e-08 5.057269e-08 1.241577e-07 1.009844e-07 4.841016e-06 1.265855e-13
10703 7.751723e-08 5.052581e-08 1.252801e-07 1.015456e-07 4.893625e-06 1.279380e-13
10704 7.809785e-08 5.040407e-08 1.258339e-07 1.018517e-07 4.930507e-06 1.292174e-13
10705 7.846039e-08 5.018250e-08 1.256845e-07 1.018887e-07 4.953604e-06 1.304179e-13
10706 7.932106e-08 4.852733e-08 1.168867e-07 9.886406e-08 5.008937e-06 1.894461e-13
10707 7.668770e-08 4.696438e-08 1.061899e-07 9.476320e-08 4.842737e-06 1.099548e-13
10708 7.615262e-08 4.677750e-08 1.046836e-07 9.410128e-08 4.808907e-06 1.197334e-13
10709 7.606727e-08 4.679472e-08 1.047185e-07 9.433760e-08 4.803467e-06 1.231882e-13
10710 7.616322e-08 4.687862e-08 1.052072e-07 9.475381e-08 4.809472e-06 1.260920e-13
10711 7.640044e-08 4.699953e-08 1.059761e-07 9.525038e-08 4.824391e-06 1.291359e-13
10712 7.673593e-08 4.710978e-08 1.064255e-07 9.571276e-08 4.845504e-06 1.322121e-13
10713 7.713508e-08 4.717539e-08 1.064494e-07 9.607272e-08 4.870631e-06 1.351948e-13
10714 7.762233e-08 4.724169e-08 1.065300e-07 9.646514e-08 4.901319e-06 1.380277e-13
