# Iterations  CD  CDp  CDf  CL  CLp  CL  Pitch 
1635 1.325653e-01 1.232033e-01 9.361956e-03 4.335270e-01 4.336832e-01 -1.562066e-04 -5.337502e-02
1636 1.324817e-01 1.231199e-01 9.361827e-03 4.334539e-01 4.336102e-01 -1.562809e-04 -5.336686e-02
1637 1.323878e-01 1.230261e-01 9.361684e-03 4.333747e-01 4.335311e-01 -1.563619e-04 -5.335731e-02
1638 1.322821e-01 1.229206e-01 9.361526e-03 4.332888e-01 4.334452e-01 -1.564494e-04 -5.334615e-02
1639 1.321635e-01 1.228022e-01 9.361355e-03 4.331954e-01 4.333520e-01 -1.565432e-04 -5.333316e-02
1640 1.320305e-01 1.226693e-01 9.361169e-03 4.330941e-01 4.332508e-01 -1.566430e-04 -5.331810e-02
1641 1.318815e-01 1.225205e-01 9.360968e-03 4.329843e-01 4.331410e-01 -1.567484e-04 -5.330073e-02
1642 1.317151e-01 1.223544e-01 9.360753e-03 4.328653e-01 4.330222e-01 -1.568586e-04 -5.328080e-02
1643 1.315298e-01 1.221693e-01 9.360524e-03 4.327367e-01 4.328937e-01 -1.569729e-04 -5.325804e-02
1644 1.313241e-01 1.219638e-01 9.360282e-03 4.325980e-01 4.327551e-01 -1.570905e-04 -5.323221e-02
1645 1.310964e-01 1.217364e-01 9.360027e-03 4.324489e-01 4.326061e-01 -1.572105e-04 -5.320312e-02
1646 1.308454e-01 1.214856e-01 9.359761e-03 4.322891e-01 4.324464e-01 -1.573318e-04 -5.317052e-02
1647 1.305696e-01 1.212101e-01 9.359485e-03 4.321177e-01 4.322752e-01 -1.574549e-04 -5.313377e-02
1648 1.302678e-01 1.209086e-01 9.359200e-03 4.319355e-01 4.320931e-01 -1.575764e-04 -5.309327e-02
1649 1.299389e-01 1.205800e-01 9.358908e-03 4.317415e-01 4.318992e-01 -1.576974e-04 -5.304823e-02
1650 1.295818e-01 1.202232e-01 9.358611e-03 4.315365e-01 4.316943e-01 -1.578151e-04 -5.299896e-02
1651 1.291957e-01 1.198374e-01 9.358311e-03 4.313197e-01 4.314777e-01 -1.579302e-04 -5.294485e-02
1652 1.287800e-01 1.194220e-01 9.358010e-03 4.310921e-01 4.312501e-01 -1.580407e-04 -5.288616e-02
1653 1.283340e-01 1.189763e-01 9.357710e-03 4.308531e-01 4.310112e-01 -1.581470e-04 -5.282233e-02
1654 1.278577e-01 1.185003e-01 9.357413e-03 4.306036e-01 4.307619e-01 -1.582475e-04 -5.275375e-02
1655 1.273508e-01 1.179937e-01 9.357122e-03 4.303434e-01 4.305017e-01 -1.583431e-04 -5.267992e-02
1656 1.268136e-01 1.174567e-01 9.356838e-03 4.300733e-01 4.302318e-01 -1.584327e-04 -5.260131e-02
1657 1.262463e-01 1.168897e-01 9.356563e-03 4.297932e-01 4.299518e-01 -1.585171e-04 -5.251751e-02
1658 1.256495e-01 1.162932e-01 9.356300e-03 4.295035e-01 4.296621e-01 -1.585974e-04 -5.242871e-02
1659 1.250241e-01 1.156680e-01 9.356049e-03 4.292051e-01 4.293638e-01 -1.586715e-04 -5.233548e-02
1660 1.243708e-01 1.150150e-01 9.355812e-03 4.288971e-01 4.290558e-01 -1.587439e-04 -5.223721e-02
1661 1.236910e-01 1.143354e-01 9.355589e-03 4.285803e-01 4.287391e-01 -1.588132e-04 -5.213466e-02
1662 1.229858e-01 1.136304e-01 9.355383e-03 4.282548e-01 4.284137e-01 -1.588812e-04 -5.202815e-02
1663 1.222566e-01 1.129014e-01 9.355192e-03 4.279201e-01 4.280790e-01 -1.589500e-04 -5.191768e-02
1664 1.215047e-01 1.121497e-01 9.355017e-03 4.275754e-01 4.277344e-01 -1.590225e-04 -5.180336e-02
1665 1.207319e-01 1.113770e-01 9.354858e-03 4.272214e-01 4.273805e-01 -1.590968e-04 -5.168640e-02
1666 1.199392e-01 1.105844e-01 9.354713e-03 4.268559e-01 4.270151e-01 -1.591794e-04 -5.156614e-02
1667 1.191280e-01 1.097735e-01 9.354581e-03 4.264787e-01 4.266379e-01 -1.592696e-04 -5.144351e-02
1668 1.182999e-01 1.089454e-01 9.354462e-03 4.260883e-01 4.262477e-01 -1.593704e-04 -5.131899e-02
1669 1.174557e-01 1.081013e-01 9.354351e-03 4.256828e-01 4.258423e-01 -1.594844e-04 -5.119251e-02
1670 1.165964e-01 1.072422e-01 9.354248e-03 4.252606e-01 4.254202e-01 -1.596138e-04 -5.106452e-02
1671 1.157228e-01 1.063686e-01 9.354151e-03 4.248194e-01 4.249791e-01 -1.597603e-04 -5.093533e-02
1672 1.148352e-01 1.054811e-01 9.354055e-03 4.243562e-01 4.245161e-01 -1.599268e-04 -5.080510e-02
1673 1.139336e-01 1.045797e-01 9.353959e-03 4.238680e-01 4.240281e-01 -1.601150e-04 -5.067369e-02
1674 1.130181e-01 1.036643e-01 9.353860e-03 4.233522e-01 4.235126e-01 -1.603260e-04 -5.054145e-02
1675 1.120880e-01 1.027342e-01 9.353755e-03 4.228047e-01 4.229653e-01 -1.605621e-04 -5.040776e-02
1676 1.111427e-01 1.017891e-01 9.353642e-03 4.222223e-01 4.223831e-01 -1.608241e-04 -5.027275e-02
1677 1.101807e-01 1.008272e-01 9.353517e-03 4.216000e-01 4.217611e-01 -1.611143e-04 -5.013530e-02
1678 1.092006e-01 9.984726e-02 9.353379e-03 4.209345e-01 4.210959e-01 -1.614313e-04 -4.999556e-02
1679 1.082006e-01 9.884733e-02 9.353224e-03 4.202204e-01 4.203822e-01 -1.617777e-04 -4.985203e-02
1680 1.071785e-01 9.782542e-02 9.353052e-03 4.194537e-01 4.196158e-01 -1.621527e-04 -4.970422e-02
1681 1.061319e-01 9.677907e-02 9.352862e-03 4.186290e-01 4.187915e-01 -1.625565e-04 -4.955058e-02
1682 1.050587e-01 9.570602e-02 9.352652e-03 4.177417e-01 4.179047e-01 -1.629883e-04 -4.939010e-02
1683 1.039556e-01 9.460319e-02 9.352421e-03 4.167862e-01 4.169496e-01 -1.634484e-04 -4.922072e-02
1684 1.028201e-01 9.346788e-02 9.352170e-03 4.157571e-01 4.159210e-01 -1.639364e-04 -4.904064e-02
1685 1.016495e-01 9.229756e-02 9.351900e-03 4.146506e-01 4.148151e-01 -1.644468e-04 -4.884896e-02
1686 1.004408e-01 9.108916e-02 9.351612e-03 4.134605e-01 4.136255e-01 -1.649827e-04 -4.864275e-02
1687 9.919147e-02 8.984016e-02 9.351306e-03 4.121820e-01 4.123476e-01 -1.655397e-04 -4.842016e-02
1688 9.789914e-02 8.854816e-02 9.350985e-03 4.108108e-01 4.109769e-01 -1.661152e-04 -4.817933e-02
1689 9.656102e-02 8.721037e-02 9.350651e-03 4.093417e-01 4.095084e-01 -1.667077e-04 -4.791768e-02
1690 9.517522e-02 8.582492e-02 9.350305e-03 4.077698e-01 4.079371e-01 -1.673161e-04 -4.763263e-02
1691 9.374024e-02 8.439029e-02 9.349951e-03 4.060923e-01 4.062603e-01 -1.679340e-04 -4.732295e-02
1692 9.225417e-02 8.290458e-02 9.349591e-03 4.043046e-01 4.044731e-01 -1.685607e-04 -4.698585e-02
1693 9.071603e-02 8.136681e-02 9.349228e-03 4.024024e-01 4.025716e-01 -1.691946e-04 -4.661888e-02
1694 8.912533e-02 7.977646e-02 9.348865e-03 4.003834e-01 4.005532e-01 -1.698305e-04 -4.622060e-02
1695 8.748118e-02 7.813267e-02 9.348502e-03 3.982444e-01 3.984148e-01 -1.704656e-04 -4.578896e-02
1696 8.578405e-02 7.643591e-02 9.348145e-03 3.959830e-01 3.961541e-01 -1.710975e-04 -4.532246e-02
1697 8.403393e-02 7.468614e-02 9.347794e-03 3.935960e-01 3.937677e-01 -1.717253e-04 -4.481879e-02
1698 8.223161e-02 7.288416e-02 9.347451e-03 3.910832e-01 3.912555e-01 -1.723420e-04 -4.427780e-02
1699 8.037825e-02 7.103113e-02 9.347119e-03 3.884423e-01 3.886153e-01 -1.729489e-04 -4.369783e-02
1700 7.847485e-02 6.912805e-02 9.346799e-03 3.856719e-01 3.858454e-01 -1.735428e-04 -4.307765e-02
1701 7.652333e-02 6.717684e-02 9.346493e-03 3.827710e-01 3.829451e-01 -1.741235e-04 -4.241646e-02
1702 7.452569e-02 6.517948e-02 9.346202e-03 3.797389e-01 3.799136e-01 -1.746883e-04 -4.171367e-02
1703 7.248394e-02 6.313802e-02 9.345927e-03 3.765759e-01 3.767512e-01 -1.752338e-04 -4.096924e-02
1704 7.040107e-02 6.105540e-02 9.345670e-03 3.732823e-01 3.734581e-01 -1.757597e-04 -4.018318e-02
1705 6.827999e-02 5.893455e-02 9.345431e-03 3.698581e-01 3.700344e-01 -1.762651e-04 -3.935535e-02
1706 6.612336e-02 5.677815e-02 9.345211e-03 3.663040e-01 3.664808e-01 -1.767480e-04 -3.848586e-02
1707 6.393512e-02 5.459011e-02 9.345012e-03 3.626219e-01 3.627991e-01 -1.772065e-04 -3.757573e-02
1708 6.171819e-02 5.237336e-02 9.344832e-03 3.588120e-01 3.589896e-01 -1.776415e-04 -3.662460e-02
1709 5.947651e-02 5.013183e-02 9.344673e-03 3.548765e-01 3.550545e-01 -1.780504e-04 -3.563334e-02
1710 5.721414e-02 4.786961e-02 9.344534e-03 3.508200e-01 3.509984e-01 -1.784267e-04 -3.460420e-02
1711 5.493568e-02 4.559126e-02 9.344416e-03 3.466462e-01 3.468250e-01 -1.787741e-04 -3.353819e-02
1712 5.264502e-02 4.330070e-02 9.344318e-03 3.423579e-01 3.425370e-01 -1.790882e-04 -3.243606e-02
1713 5.034653e-02 4.100229e-02 9.344241e-03 3.379606e-01 3.381399e-01 -1.793656e-04 -3.129936e-02
1714 4.804464e-02 3.870046e-02 9.344182e-03 3.334582e-01 3.336378e-01 -1.796067e-04 -3.012959e-02
1715 4.574305e-02 3.639891e-02 9.344141e-03 3.288569e-01 3.290368e-01 -1.798092e-04 -2.892764e-02
1716 4.344578e-02 3.410167e-02 9.344117e-03 3.241604e-01 3.243404e-01 -1.799754e-04 -2.769504e-02
1717 4.115665e-02 3.181254e-02 9.344108e-03 3.193749e-01 3.195550e-01 -1.801045e-04 -2.643278e-02
1718 3.887993e-02 2.953582e-02 9.344114e-03 3.145066e-01 3.146868e-01 -1.801937e-04 -2.514299e-02
1719 3.661889e-02 2.727476e-02 9.344134e-03 3.095628e-01 3.097430e-01 -1.802432e-04 -2.382756e-02
1720 3.437754e-02 2.503338e-02 9.344167e-03 3.045484e-01 3.047287e-01 -1.802612e-04 -2.248607e-02
1721 3.215937e-02 2.281516e-02 9.344213e-03 2.994726e-01 2.996528e-01 -1.802463e-04 -2.112065e-02
1722 2.996822e-02 2.062395e-02 9.344270e-03 2.943419e-01 2.945221e-01 -1.802027e-04 -1.973165e-02
1723 2.780692e-02 1.846258e-02 9.344337e-03 2.891610e-01 2.893412e-01 -1.801312e-04 -1.832057e-02
1724 2.567899e-02 1.633458e-02 9.344413e-03 2.839342e-01 2.841142e-01 -1.800389e-04 -1.688772e-02
1725 2.358673e-02 1.424224e-02 9.344499e-03 2.786628e-01 2.788427e-01 -1.799285e-04 -1.543260e-02
1726 2.153316e-02 1.218857e-02 9.344592e-03 2.733525e-01 2.735323e-01 -1.798001e-04 -1.395760e-02
1727 1.952082e-02 1.017613e-02 9.344694e-03 2.680022e-01 2.681818e-01 -1.796624e-04 -1.246098e-02
1728 1.755129e-02 8.206485e-03 9.344801e-03 2.626133e-01 2.627928e-01 -1.795189e-04 -1.094293e-02
1729 1.562695e-02 6.282038e-03 9.344915e-03 2.571855e-01 2.573649e-01 -1.793770e-04 -9.403503e-03
1730 1.374997e-02 4.404935e-03 9.345034e-03 2.517182e-01 2.518974e-01 -1.792392e-04 -7.842913e-03
1731 1.192205e-02 2.576893e-03 9.345160e-03 2.462105e-01 2.463896e-01 -1.791064e-04 -6.262066e-03
1732 1.014487e-02 7.995813e-04 9.345293e-03 2.406572e-01 2.408362e-01 -1.789825e-04 -4.659674e-03
1733 8.419917e-03 -9.255149e-04 9.345432e-03 2.350598e-01 2.352387e-01 -1.788649e-04 -3.037377e-03
1734 6.749209e-03 -2.596371e-03 9.345580e-03 2.294155e-01 2.295942e-01 -1.787546e-04 -1.395084e-03
1735 5.133824e-03 -4.211911e-03 9.345735e-03 2.237209e-01 2.238996e-01 -1.786509e-04 2.675338e-04
1736 3.575962e-03 -5.769937e-03 9.345899e-03 2.179767e-01 2.181553e-01 -1.785485e-04 1.948283e-03
1737 2.076606e-03 -7.269464e-03 9.346071e-03 2.121817e-01 2.123601e-01 -1.784457e-04 3.647405e-03
1738 6.375222e-04 -8.708729e-03 9.346251e-03 2.063377e-01 2.065160e-01 -1.783382e-04 5.363099e-03
1739 -7.403315e-04 -1.008677e-02 9.346438e-03 2.004425e-01 2.006207e-01 -1.782250e-04 7.095994e-03
1740 -2.055098e-03 -1.140173e-02 9.346632e-03 1.945020e-01 1.946801e-01 -1.781023e-04 8.843829e-03
1741 -3.305892e-03 -1.265272e-02 9.346832e-03 1.885209e-01 1.886988e-01 -1.779641e-04 1.060466e-02
1742 -4.491170e-03 -1.383821e-02 9.347038e-03 1.825019e-01 1.826797e-01 -1.778068e-04 1.237759e-02
1743 -5.610032e-03 -1.495728e-02 9.347247e-03 1.764513e-01 1.766289e-01 -1.776270e-04 1.416140e-02
1744 -6.661794e-03 -1.600925e-02 9.347459e-03 1.703798e-01 1.705572e-01 -1.774227e-04 1.595377e-02
1745 -7.645902e-03 -1.699358e-02 9.347673e-03 1.642921e-01 1.644693e-01 -1.771908e-04 1.775323e-02
1746 -8.562180e-03 -1.791007e-02 9.347888e-03 1.581967e-01 1.583736e-01 -1.769304e-04 1.955900e-02
1747 -9.409465e-03 -1.875757e-02 9.348102e-03 1.521073e-01 1.522840e-01 -1.766332e-04 2.136704e-02
1748 -1.018741e-02 -1.953572e-02 9.348316e-03 1.460351e-01 1.462114e-01 -1.763004e-04 2.317609e-02
1749 -1.089503e-02 -2.024355e-02 9.348529e-03 1.399925e-01 1.401684e-01 -1.759307e-04 2.498448e-02
1750 -1.153134e-02 -2.088007e-02 9.348739e-03 1.339976e-01 1.341731e-01 -1.755179e-04 2.678789e-02
1751 -1.209502e-02 -2.144397e-02 9.348946e-03 1.280681e-01 1.282431e-01 -1.750632e-04 2.858335e-02
1752 -1.258385e-02 -2.193300e-02 9.349149e-03 1.222234e-01 1.223980e-01 -1.745648e-04 3.036583e-02
1753 -1.299642e-02 -2.234577e-02 9.349349e-03 1.164805e-01 1.166545e-01 -1.740224e-04 3.213198e-02
1754 -1.333057e-02 -2.268011e-02 9.349543e-03 1.108588e-01 1.110322e-01 -1.734355e-04 3.387755e-02
1755 -1.358492e-02 -2.293465e-02 9.349730e-03 1.053742e-01 1.055470e-01 -1.728143e-04 3.559927e-02
1756 -1.375794e-02 -2.310785e-02 9.349906e-03 1.000482e-01 1.002203e-01 -1.721537e-04 3.729038e-02
1757 -1.384767e-02 -2.319774e-02 9.350072e-03 9.489620e-02 9.506767e-02 -1.714637e-04 3.894830e-02
1758 -1.385291e-02 -2.320313e-02 9.350223e-03 8.993577e-02 9.010652e-02 -1.707465e-04 4.056759e-02
1759 -1.377240e-02 -2.312276e-02 9.350359e-03 8.518454e-02 8.535454e-02 -1.700029e-04 4.214242e-02
1760 -1.360535e-02 -2.295583e-02 9.350477e-03 8.065542e-02 8.082466e-02 -1.692439e-04 4.366967e-02
1761 -1.335165e-02 -2.270223e-02 9.350573e-03 7.636310e-02 7.653157e-02 -1.684714e-04 4.514366e-02
1762 -1.301150e-02 -2.236215e-02 9.350647e-03 7.231939e-02 7.248708e-02 -1.676926e-04 4.656029e-02
1763 -1.258500e-02 -2.193570e-02 9.350695e-03 6.853460e-02 6.870151e-02 -1.669109e-04 4.791521e-02
1764 -1.207397e-02 -2.142468e-02 9.350715e-03 6.501714e-02 6.518327e-02 -1.661311e-04 4.920417e-02
1765 -1.148093e-02 -2.083164e-02 9.350705e-03 6.177240e-02 6.193776e-02 -1.653578e-04 5.042397e-02
1766 -1.080793e-02 -2.015859e-02 9.350661e-03 5.880807e-02 5.897266e-02 -1.645918e-04 5.157058e-02
1767 -1.005836e-02 -1.940895e-02 9.350584e-03 5.612680e-02 5.629064e-02 -1.638399e-04 5.264088e-02
1768 -9.235565e-03 -1.858604e-02 9.350471e-03 5.373540e-02 5.389850e-02 -1.630994e-04 5.362981e-02
1769 -8.344231e-03 -1.769455e-02 9.350321e-03 5.163534e-02 5.179771e-02 -1.623763e-04 5.453424e-02
1770 -7.390042e-03 -1.674017e-02 9.350132e-03 4.982669e-02 4.998836e-02 -1.616739e-04 5.535189e-02
1771 -6.378428e-03 -1.572833e-02 9.349903e-03 4.831229e-02 4.847328e-02 -1.609895e-04 5.607820e-02
1772 -5.316205e-03 -1.466584e-02 9.349636e-03 4.708888e-02 4.724921e-02 -1.603294e-04 5.671071e-02
1773 -4.209828e-03 -1.355916e-02 9.349331e-03 4.615485e-02 4.631455e-02 -1.596943e-04 5.724675e-02
1774 -3.066842e-03 -1.241583e-02 9.348991e-03 4.550621e-02 4.566529e-02 -1.590830e-04 5.768369e-02
1775 -1.894064e-03 -1.124268e-02 9.348619e-03 4.514460e-02 4.530310e-02 -1.585006e-04 5.801857e-02
1776 -6.983447e-04 -1.004656e-02 9.348219e-03 4.506423e-02 4.522218e-02 -1.579417e-04 5.824978e-02
1777 5.136883e-04 -8.834108e-03 9.347797e-03 4.525961e-02 4.541702e-02 -1.574119e-04 5.837614e-02
1778 1.735662e-03 -7.611695e-03 9.347358e-03 4.572859e-02 4.588550e-02 -1.569088e-04 5.839487e-02
1779 2.961963e-03 -6.384944e-03 9.346908e-03 4.646842e-02 4.662485e-02 -1.564266e-04 5.830402e-02
1780 4.186426e-03 -5.160028e-03 9.346454e-03 4.747215e-02 4.762811e-02 -1.559663e-04 5.810405e-02
1781 5.404994e-03 -3.941009e-03 9.346003e-03 4.874376e-02 4.889928e-02 -1.555273e-04 5.779178e-02
1782 6.612441e-03 -2.733121e-03 9.345562e-03 5.027361e-02 5.042872e-02 -1.551102e-04 5.736834e-02
1783 7.806461e-03 -1.538678e-03 9.345139e-03 5.206319e-02 5.221790e-02 -1.547163e-04 5.683080e-02
1784 8.984061e-03 -3.606788e-04 9.344740e-03 5.410801e-02 5.426235e-02 -1.543471e-04 5.618054e-02
1785 1.014116e-02 7.967832e-04 9.344372e-03 5.639714e-02 5.655114e-02 -1.540045e-04 5.541903e-02
1786 1.127571e-02 1.931666e-03 9.344040e-03 5.892759e-02 5.908128e-02 -1.536911e-04 5.454705e-02
1787 1.238469e-02 3.040942e-03 9.343752e-03 6.168509e-02 6.183851e-02 -1.534115e-04 5.357071e-02
1788 1.346529e-02 4.121780e-03 9.343513e-03 6.465447e-02 6.480763e-02 -1.531624e-04 5.249321e-02
1789 1.451405e-02 5.170726e-03 9.343324e-03 6.782316e-02 6.797611e-02 -1.529460e-04 5.131920e-02
1790 1.552833e-02 6.185142e-03 9.343190e-03 7.117454e-02 7.132730e-02 -1.527680e-04 5.005491e-02
1791 1.650419e-02 7.161076e-03 9.343114e-03 7.468908e-02 7.484171e-02 -1.526305e-04 4.870739e-02
1792 1.743749e-02 8.094391e-03 9.343096e-03 7.834108e-02 7.849361e-02 -1.525344e-04 4.728158e-02
1793 1.832459e-02 8.981447e-03 9.343139e-03 8.210747e-02 8.225996e-02 -1.524819e-04 4.578850e-02
1794 1.916105e-02 9.817805e-03 9.343244e-03 8.596256e-02 8.611503e-02 -1.524716e-04 4.423659e-02
1795 1.994335e-02 1.059994e-02 9.343410e-03 8.988331e-02 9.003580e-02 -1.524967e-04 4.263060e-02
1796 2.066637e-02 1.132273e-02 9.343634e-03 9.384166e-02 9.399422e-02 -1.525637e-04 4.098199e-02
1797 2.132518e-02 1.198127e-02 9.343915e-03 9.781389e-02 9.796655e-02 -1.526640e-04 3.930035e-02
1798 2.191498e-02 1.257073e-02 9.344250e-03 1.017786e-01 1.019314e-01 -1.527936e-04 3.759523e-02
1799 2.243069e-02 1.308605e-02 9.344634e-03 1.057158e-01 1.058688e-01 -1.529514e-04 3.587417e-02
1800 2.286735e-02 1.352229e-02 9.345063e-03 1.096041e-01 1.097573e-01 -1.531331e-04 3.414530e-02
1801 2.322093e-02 1.387540e-02 9.345534e-03 1.134318e-01 1.135851e-01 -1.533291e-04 3.241614e-02
1802 2.348715e-02 1.414111e-02 9.346040e-03 1.171878e-01 1.173414e-01 -1.535265e-04 3.069238e-02
1803 2.366340e-02 1.431682e-02 9.346577e-03 1.208766e-01 1.210303e-01 -1.537101e-04 2.897793e-02
1804 2.374526e-02 1.439812e-02 9.347138e-03 1.244932e-01 1.246471e-01 -1.538837e-04 2.728002e-02
1805 2.372950e-02 1.438179e-02 9.347715e-03 1.280341e-01 1.281882e-01 -1.540435e-04 2.560342e-02
1806 2.361294e-02 1.426464e-02 9.348301e-03 1.314967e-01 1.316509e-01 -1.542007e-04 2.395386e-02
1807 2.339443e-02 1.404554e-02 9.348890e-03 1.348794e-01 1.350338e-01 -1.543599e-04 2.233471e-02
1808 2.307132e-02 1.372185e-02 9.349472e-03 1.381693e-01 1.383239e-01 -1.545254e-04 2.075274e-02
1809 2.264390e-02 1.329385e-02 9.350043e-03 1.413564e-01 1.415111e-01 -1.546990e-04 1.921458e-02
1810 2.211258e-02 1.276198e-02 9.350598e-03 1.444189e-01 1.445738e-01 -1.548818e-04 1.773020e-02
1811 2.147988e-02 1.212875e-02 9.351131e-03 1.473599e-01 1.475149e-01 -1.550745e-04 1.630075e-02
1812 2.075019e-02 1.139855e-02 9.351639e-03 1.501609e-01 1.503162e-01 -1.552828e-04 1.493344e-02
1813 1.993050e-02 1.057838e-02 9.352119e-03 1.528143e-01 1.529698e-01 -1.555027e-04 1.363127e-02
1814 1.902950e-02 9.676930e-03 9.352569e-03 1.552982e-01 1.554539e-01 -1.557451e-04 1.240417e-02
1815 1.805959e-02 8.706598e-03 9.352992e-03 1.575870e-01 1.577430e-01 -1.560065e-04 1.126130e-02
1816 1.703517e-02 7.681778e-03 9.353391e-03 1.596694e-01 1.598257e-01 -1.562885e-04 1.020627e-02
1817 1.597466e-02 6.620889e-03 9.353772e-03 1.615295e-01 1.616861e-01 -1.565866e-04 9.243512e-03
1818 1.489849e-02 5.544352e-03 9.354139e-03 1.631395e-01 1.632965e-01 -1.569087e-04 8.385257e-03
1819 1.382972e-02 4.475218e-03 9.354498e-03 1.644965e-01 1.646538e-01 -1.572379e-04 7.631764e-03
1820 1.279337e-02 3.438517e-03 9.354854e-03 1.655960e-01 1.657535e-01 -1.575677e-04 6.988392e-03
1821 1.181471e-02 2.459494e-03 9.355212e-03 1.664299e-01 1.665878e-01 -1.578852e-04 6.461455e-03
1822 1.092078e-02 1.565200e-03 9.355579e-03 1.670172e-01 1.671753e-01 -1.581784e-04 6.050032e-03
1823 1.013947e-02 7.835064e-04 9.355963e-03 1.673787e-01 1.675371e-01 -1.584401e-04 5.751956e-03
1824 9.497994e-03 1.416239e-04 9.356370e-03 1.675510e-01 1.677096e-01 -1.586570e-04 5.562190e-03
1825 9.019967e-03 -3.368391e-04 9.356806e-03 1.675718e-01 1.677306e-01 -1.588171e-04 5.473233e-03
1826 8.727433e-03 -6.298440e-04 9.357277e-03 1.674964e-01 1.676553e-01 -1.589109e-04 5.470302e-03
1827 8.637796e-03 -7.199911e-04 9.357787e-03 1.673836e-01 1.675425e-01 -1.589330e-04 5.538020e-03
1828 8.762776e-03 -5.955611e-04 9.358337e-03 1.672887e-01 1.674475e-01 -1.588829e-04 5.663570e-03
