# Iterations  LogResRho  LogResRhoU  LogResRhoV  LogResRhoW  LogResRhoE  LogResTrb
2469 6.793073e-14 1.289275e-13 2.119433e-13 2.549347e-13 4.048062e-12 1.515296e-16
2470 6.754942e-14 1.280749e-13 2.106709e-13 2.532466e-13 4.020593e-12 1.507831e-16
2471 6.678844e-14 1.271271e-13 2.087044e-13 2.504706e-13 3.974200e-12 1.510580e-16
2472 6.650730e-14 1.266244e-13 2.078920e-13 2.494796e-13 3.953146e-12 1.494120e-16
2473 6.593852e-14 1.259294e-13 2.062415e-13 2.470201e-13 3.919777e-12 1.505131e-16
2474 6.565436e-14 1.255272e-13 2.054089e-13 2.462110e-13 3.902313e-12 1.489339e-16
2475 6.513932e-14 1.248558e-13 2.041562e-13 2.437899e-13 3.870897e-12 1.499051e-16
2476 6.480350e-14 1.243634e-13 2.033390e-13 2.427883e-13 3.852619e-12 1.483690e-16
2477 6.439713e-14 1.239446e-13 2.022300e-13 2.406982e-13 3.829669e-12 1.490001e-16
2478 6.407366e-14 1.235582e-13 2.014853e-13 2.399491e-13 3.809624e-12 1.474642e-16
2479 6.378738e-14 1.232527e-13 2.007874e-13 2.383716e-13 3.789685e-12 1.486343e-16
2480 6.341284e-14 1.229405e-13 1.999724e-13 2.375023e-13 3.766438e-12 1.476783e-16
2481 6.316806e-14 1.226754e-13 1.993944e-13 2.361458e-13 3.750919e-12 1.485295e-16
2482 6.276759e-14 1.224031e-13 1.986088e-13 2.351974e-13 3.728123e-12 1.475212e-16
2483 6.256264e-14 1.222091e-13 1.980559e-13 2.340501e-13 3.714928e-12 1.478720e-16
2484 6.223998e-14 1.218784e-13 1.974574e-13 2.330896e-13 3.696229e-12 1.474587e-16
2485 6.213235e-14 1.217223e-13 1.970241e-13 2.319122e-13 3.689600e-12 1.473796e-16
2486 6.179590e-14 1.213276e-13 1.963236e-13 2.310601e-13 3.672754e-12 1.473727e-16
2487 6.169877e-14 1.211491e-13 1.957291e-13 2.299735e-13 3.664231e-12 1.464659e-16
2488 6.137662e-14 1.207215e-13 1.950770e-13 2.291397e-13 3.645769e-12 1.472530e-16
2489 6.130314e-14 1.205134e-13 1.945970e-13 2.280507e-13 3.639377e-12 1.454851e-16
2490 6.099000e-14 1.200665e-13 1.940881e-13 2.273006e-13 3.623774e-12 1.480729e-16
2491 6.088200e-14 1.198970e-13 1.932626e-13 2.262989e-13 3.614098e-12 1.449170e-16
2492 6.069422e-14 1.194473e-13 1.925701e-13 2.255279e-13 3.603066e-12 1.489186e-16
2493 6.056965e-14 1.193366e-13 1.918940e-13 2.247016e-13 3.593336e-12 1.441080e-16
2494 6.044305e-14 1.188818e-13 1.912981e-13 2.238542e-13 3.587881e-12 1.494835e-16
2495 6.030727e-14 1.187345e-13 1.906220e-13 2.232099e-13 3.579755e-12 1.430706e-16
2496 6.017113e-14 1.183695e-13 1.899789e-13 2.223218e-13 3.574641e-12 1.505098e-16
2497 6.007466e-14 1.183296e-13 1.894916e-13 2.217392e-13 3.568381e-12 1.422436e-16
2498 6.002340e-14 1.180533e-13 1.888829e-13 2.209934e-13 3.565489e-12 1.516243e-16
2499 5.992727e-14 1.179641e-13 1.883005e-13 2.205027e-13 3.560083e-12 1.415970e-16
2500 5.986950e-14 1.176267e-13 1.876480e-13 2.196151e-13 3.558034e-12 1.517656e-16
2501 5.974995e-14 1.175348e-13 1.871182e-13 2.192624e-13 3.551860e-12 1.414125e-16
2502 5.968126e-14 1.172130e-13 1.864140e-13 2.184309e-13 3.545132e-12 1.515833e-16
2503 5.958740e-14 1.171087e-13 1.859503e-13 2.180997e-13 3.540546e-12 1.413121e-16
2504 5.953719e-14 1.168078e-13 1.855404e-13 2.172875e-13 3.536126e-12 1.509294e-16
2505 5.949756e-14 1.168851e-13 1.854004e-13 2.168625e-13 3.532150e-12 1.422288e-16
2506 5.937499e-14 1.166279e-13 1.844097e-13 2.162209e-13 3.524689e-12 1.505541e-16
2507 5.922685e-14 1.164711e-13 1.839739e-13 2.159232e-13 3.516368e-12 1.417845e-16
2508 5.898694e-14 1.161005e-13 1.830110e-13 2.150696e-13 3.503889e-12 1.502148e-16
2509 5.872327e-14 1.158090e-13 1.821940e-13 2.145909e-13 3.486820e-12 1.417569e-16
2510 5.837655e-14 1.152903e-13 1.809962e-13 2.139769e-13 3.466972e-12 1.489234e-16
2511 5.818792e-14 1.151111e-13 1.803093e-13 2.134356e-13 3.454819e-12 1.422521e-16
2512 5.788035e-14 1.143647e-13 1.791220e-13 2.127378e-13 3.436144e-12 1.483666e-16
2513 5.756377e-14 1.138170e-13 1.780881e-13 2.120787e-13 3.417893e-12 1.453473e-16
2514 5.725221e-14 1.127749e-13 1.769432e-13 2.108704e-13 3.400177e-12 1.518551e-16
2515 5.696081e-14 1.122979e-13 1.760708e-13 2.102751e-13 3.384076e-12 1.416064e-16
2516 5.662701e-14 1.113446e-13 1.748780e-13 2.092890e-13 3.362631e-12 1.509058e-16
2517 5.644969e-14 1.109149e-13 1.742540e-13 2.086234e-13 3.350830e-12 1.411771e-16
2518 5.605742e-14 1.098770e-13 1.729843e-13 2.073750e-13 3.330691e-12 1.519387e-16
2519 5.581209e-14 1.095327e-13 1.721209e-13 2.066386e-13 3.315321e-12 1.411845e-16
2520 5.561588e-14 1.084936e-13 1.712400e-13 2.054777e-13 3.307887e-12 1.508590e-16
2521 5.522125e-14 1.082379e-13 1.702935e-13 2.047478e-13 3.284572e-12 1.433112e-16
2522 5.508197e-14 1.073768e-13 1.690761e-13 2.036516e-13 3.280126e-12 1.495987e-16
2523 5.489531e-14 1.068543e-13 1.685120e-13 2.028259e-13 3.269070e-12 1.441532e-16
2524 5.474802e-14 1.062628e-13 1.674503e-13 2.018934e-13 3.260397e-12 1.501178e-16
2525 5.469995e-14 1.058597e-13 1.672717e-13 2.014523e-13 3.260274e-12 1.443594e-16
2526 5.475341e-14 1.053673e-13 1.666252e-13 2.009876e-13 3.260228e-12 1.494871e-16
2527 5.468194e-14 1.051464e-13 1.660004e-13 2.006990e-13 3.257789e-12 1.450159e-16
2528 5.470809e-14 1.046333e-13 1.657701e-13 2.001916e-13 3.260194e-12 1.483991e-16
2529 5.462620e-14 1.043191e-13 1.652446e-13 1.998410e-13 3.255627e-12 1.464293e-16
2530 5.464669e-14 1.039370e-13 1.650981e-13 1.994389e-13 3.257306e-12 1.474843e-16
2531 5.451282e-14 1.035575e-13 1.645601e-13 1.990496e-13 3.249374e-12 1.476171e-16
2532 5.461015e-14 1.032000e-13 1.647027e-13 1.988125e-13 3.252768e-12 1.471413e-16
2533 5.447782e-14 1.027410e-13 1.641441e-13 1.983712e-13 3.245967e-12 1.479094e-16
2534 5.458700e-14 1.023985e-13 1.643072e-13 1.981933e-13 3.251827e-12 1.476924e-16
2535 5.443864e-14 1.020073e-13 1.638716e-13 1.977308e-13 3.241507e-12 1.473256e-16
2536 5.462488e-14 1.016426e-13 1.642213e-13 1.977496e-13 3.256741e-12 1.494120e-16
2537 5.441199e-14 1.014203e-13 1.637729e-13 1.971262e-13 3.241536e-12 1.452475e-16
2538 5.444493e-14 1.007022e-13 1.639430e-13 1.970579e-13 3.246111e-12 1.528813e-16
2539 5.425677e-14 1.008265e-13 1.635978e-13 1.967316e-13 3.233109e-12 1.366596e-16
2540 5.419379e-14 1.005778e-13 1.634636e-13 1.965320e-13 3.230190e-12 1.367854e-16
2541 5.417348e-14 1.003454e-13 1.633622e-13 1.963776e-13 3.227545e-12 1.371159e-16
2542 5.417691e-14 1.001141e-13 1.633096e-13 1.962949e-13 3.228530e-12 1.375551e-16
2543 5.421489e-14 9.991508e-14 1.631369e-13 1.962499e-13 3.232543e-12 1.380203e-16
2544 5.425463e-14 9.965156e-14 1.630197e-13 1.962978e-13 3.235558e-12 1.399417e-16
2545 5.413545e-14 9.933247e-14 1.628251e-13 1.960003e-13 3.228377e-12 1.406911e-16
2546 5.376990e-14 9.870734e-14 1.623873e-13 1.949951e-13 3.203592e-12 1.481739e-16
2547 5.431957e-14 9.852555e-14 1.628351e-13 1.944399e-13 3.239341e-12 1.539318e-16
2548 5.412618e-14 9.813737e-14 1.623776e-13 1.938730e-13 3.227073e-12 1.415292e-16
2549 5.503238e-14 9.779567e-14 1.633656e-13 1.947190e-13 3.280815e-12 1.531210e-16
2550 5.490442e-14 9.753243e-14 1.627324e-13 1.946605e-13 3.274668e-12 1.425454e-16
2551 5.517168e-14 9.694682e-14 1.628375e-13 1.952312e-13 3.288178e-12 1.516928e-16
2552 5.521652e-14 9.670485e-14 1.622021e-13 1.950916e-13 3.289689e-12 1.471290e-16
2553 5.536125e-14 9.626994e-14 1.621289e-13 1.951748e-13 3.299708e-12 1.526858e-16
2554 5.528429e-14 9.608176e-14 1.609077e-13 1.942547e-13 3.293788e-12 1.454280e-16
2555 5.511137e-14 9.554915e-14 1.603418e-13 1.940712e-13 3.282872e-12 1.488347e-16
2556 5.504247e-14 9.473302e-14 1.593930e-13 1.931779e-13 3.280691e-12 1.555969e-16
2557 5.454260e-14 9.516082e-14 1.587037e-13 1.929640e-13 3.249725e-12 1.333845e-16
2558 5.452337e-14 9.406618e-14 1.582233e-13 1.922608e-13 3.247014e-12 1.427039e-16
2559 5.379596e-14 9.287227e-14 1.571400e-13 1.913323e-13 3.202665e-12 1.501335e-16
2560 5.352843e-14 9.238184e-14 1.564737e-13 1.908222e-13 3.186661e-12 1.490934e-16
2561 5.261064e-14 9.141383e-14 1.555029e-13 1.896107e-13 3.134499e-12 1.518792e-16
2562 5.251018e-14 9.148233e-14 1.548946e-13 1.892994e-13 3.125814e-12 1.400309e-16
2563 5.201980e-14 9.010686e-14 1.541318e-13 1.887964e-13 3.098896e-12 1.547747e-16
2564 5.177033e-14 9.058154e-14 1.537348e-13 1.885242e-13 3.080764e-12 1.289697e-16
2565 5.183439e-14 8.963828e-14 1.536020e-13 1.883978e-13 3.081285e-12 1.386611e-16
2566 5.173972e-14 8.895016e-14 1.535005e-13 1.888002e-13 3.078904e-12 1.492486e-16
2567 5.148863e-14 8.877279e-14 1.533019e-13 1.886180e-13 3.063863e-12 1.436153e-16
2568 5.145190e-14 8.832386e-14 1.531517e-13 1.885552e-13 3.059608e-12 1.483657e-16
2569 5.120107e-14 8.807001e-14 1.529273e-13 1.885653e-13 3.046046e-12 1.445399e-16
2570 5.123160e-14 8.785342e-14 1.529237e-13 1.886736e-13 3.044603e-12 1.460417e-16
2571 5.095453e-14 8.736314e-14 1.527522e-13 1.884853e-13 3.027836e-12 1.496861e-16
2572 5.092461e-14 8.733677e-14 1.525045e-13 1.884277e-13 3.026610e-12 1.408215e-16
2573 5.054925e-14 8.673184e-14 1.521048e-13 1.880138e-13 3.003232e-12 1.476500e-16
2574 5.046050e-14 8.656553e-14 1.520431e-13 1.879997e-13 2.999001e-12 1.449159e-16
2575 5.004774e-14 8.606652e-14 1.516689e-13 1.875101e-13 2.972852e-12 1.470502e-16
2576 5.001591e-14 8.585877e-14 1.517505e-13 1.876189e-13 2.971772e-12 1.464165e-16
2577 4.958414e-14 8.557178e-14 1.514056e-13 1.871395e-13 2.944080e-12 1.448207e-16
2578 4.948244e-14 8.528100e-14 1.512636e-13 1.870754e-13 2.937465e-12 1.496810e-16
2579 4.915505e-14 8.525179e-14 1.509854e-13 1.864148e-13 2.914706e-12 1.375106e-16
2580 4.905071e-14 8.448512e-14 1.506514e-13 1.861897e-13 2.909734e-12 1.499231e-16
2581 4.876041e-14 8.451766e-14 1.503151e-13 1.856985e-13 2.891844e-12 1.358898e-16
2582 4.852462e-14 8.354035e-14 1.498412e-13 1.852249e-13 2.879027e-12 1.571881e-16
2583 4.823004e-14 8.402701e-14 1.494186e-13 1.845967e-13 2.859276e-12 1.260939e-16
2584 4.776722e-14 8.256673e-14 1.480301e-13 1.831915e-13 2.831346e-12 1.479609e-16
2585 4.728302e-14 8.238072e-14 1.472555e-13 1.822261e-13 2.798719e-12 1.434108e-16
2586 4.692225e-14 8.203222e-14 1.464584e-13 1.810710e-13 2.777365e-12 1.494617e-16
2587 4.663957e-14 8.208860e-14 1.459648e-13 1.802303e-13 2.759343e-12 1.343679e-16
2588 4.585639e-14 8.090003e-14 1.438778e-13 1.771244e-13 2.713237e-12 1.575933e-16
2589 4.544964e-14 8.137527e-14 1.431715e-13 1.758267e-13 2.687142e-12 1.277112e-16
2590 4.495527e-14 7.988476e-14 1.416825e-13 1.733323e-13 2.657846e-12 1.415714e-16
2591 4.468532e-14 7.962271e-14 1.411500e-13 1.724344e-13 2.640356e-12 1.433810e-16
2592 4.356496e-14 7.840568e-14 1.388683e-13 1.681776e-13 2.574821e-12 1.637970e-16
2593 4.319439e-14 7.913817e-14 1.381318e-13 1.669016e-13 2.553884e-12 1.288270e-16
2594 4.239823e-14 7.672811e-14 1.357601e-13 1.626122e-13 2.499484e-12 1.530433e-16
2595 4.191018e-14 7.727430e-14 1.351578e-13 1.613755e-13 2.468952e-12 1.240997e-16
2596 4.109451e-14 7.620707e-14 1.337993e-13 1.596379e-13 2.419408e-12 1.367000e-16
2597 4.057060e-14 7.575526e-14 1.326919e-13 1.583429e-13 2.388947e-12 1.425003e-16
2598 4.021615e-14 7.527452e-14 1.317872e-13 1.575617e-13 2.367381e-12 1.476989e-16
2599 3.991291e-14 7.547669e-14 1.314929e-13 1.573446e-13 2.348779e-12 1.318684e-16
2600 3.991012e-14 7.529801e-14 1.306702e-13 1.579457e-13 2.347835e-12 1.449158e-16
2601 3.977073e-14 7.534843e-14 1.303779e-13 1.579122e-13 2.339067e-12 1.399078e-16
2602 3.995440e-14 7.518870e-14 1.302073e-13 1.591066e-13 2.344611e-12 1.544593e-16
2603 3.992808e-14 7.635490e-14 1.302675e-13 1.595907e-13 2.342677e-12 1.267301e-16
2604 4.022886e-14 7.566572e-14 1.302583e-13 1.605127e-13 2.359091e-12 1.372722e-16
2605 4.014522e-14 7.545213e-14 1.300350e-13 1.607100e-13 2.355303e-12 1.414891e-16
2606 4.023519e-14 7.532175e-14 1.302429e-13 1.613710e-13 2.361697e-12 1.502011e-16
2607 4.012589e-14 7.635641e-14 1.301641e-13 1.616120e-13 2.354361e-12 1.259094e-16
2608 4.027233e-14 7.586373e-14 1.302050e-13 1.622783e-13 2.365129e-12 1.347519e-16
2609 4.014332e-14 7.552657e-14 1.298103e-13 1.625855e-13 2.360408e-12 1.415961e-16
2610 4.011852e-14 7.536112e-14 1.297933e-13 1.627602e-13 2.357181e-12 1.461191e-16
2611 3.994870e-14 7.555558e-14 1.295518e-13 1.630949e-13 2.351009e-12 1.417998e-16
2612 3.993317e-14 7.546425e-14 1.296223e-13 1.633904e-13 2.349729e-12 1.443532e-16
2613 3.994431e-14 7.545759e-14 1.296469e-13 1.643451e-13 2.352267e-12 1.455650e-16
2614 3.996404e-14 7.602715e-14 1.300293e-13 1.647048e-13 2.354378e-12 1.324430e-16
2615 4.009963e-14 7.571041e-14 1.301284e-13 1.650902e-13 2.364190e-12 1.381059e-16
2616 4.018272e-14 7.550570e-14 1.302658e-13 1.652714e-13 2.367734e-12 1.422513e-16
2617 4.022269e-14 7.545959e-14 1.304242e-13 1.654338e-13 2.373011e-12 1.426721e-16
2618 4.030591e-14 7.547560e-14 1.307171e-13 1.656315e-13 2.379356e-12 1.415453e-16
2619 4.042738e-14 7.537952e-14 1.310816e-13 1.659515e-13 2.385579e-12 1.441648e-16
2620 4.050003e-14 7.586019e-14 1.314851e-13 1.661508e-13 2.389681e-12 1.359891e-16
2621 4.067814e-14 7.553895e-14 1.319414e-13 1.666840e-13 2.402554e-12 1.420235e-16
2622 4.076039e-14 7.556960e-14 1.322210e-13 1.668029e-13 2.407350e-12 1.416000e-16
2623 4.097969e-14 7.548363e-14 1.328073e-13 1.671022e-13 2.422494e-12 1.463025e-16
2624 4.105350e-14 7.679576e-14 1.334657e-13 1.674138e-13 2.428576e-12 1.231707e-16
2625 4.146203e-14 7.625408e-14 1.341212e-13 1.682244e-13 2.456698e-12 1.339314e-16
2626 4.154068e-14 7.617292e-14 1.343085e-13 1.682709e-13 2.462115e-12 1.368072e-16
2627 4.174303e-14 7.595143e-14 1.350354e-13 1.687042e-13 2.475788e-12 1.460499e-16
2628 4.176165e-14 7.701043e-14 1.356505e-13 1.688113e-13 2.477369e-12 1.234538e-16
2629 4.211610e-14 7.673117e-14 1.361963e-13 1.695761e-13 2.500839e-12 1.345312e-16
2630 4.218379e-14 7.668360e-14 1.364094e-13 1.696286e-13 2.504916e-12 1.370675e-16
2631 4.231389e-14 7.667250e-14 1.371818e-13 1.698338e-13 2.515039e-12 1.449538e-16
2632 4.232510e-14 7.744435e-14 1.377263e-13 1.698569e-13 2.516221e-12 1.262657e-16
2633 4.252603e-14 7.746079e-14 1.382216e-13 1.702495e-13 2.531570e-12 1.330166e-16
2634 4.261783e-14 7.749698e-14 1.385656e-13 1.704777e-13 2.536221e-12 1.361137e-16
2635 4.270614e-14 7.754101e-14 1.389659e-13 1.706308e-13 2.541850e-12 1.381595e-16
2636 4.275877e-14 7.764924e-14 1.392298e-13 1.707615e-13 2.544681e-12 1.389098e-16
2637 4.282386e-14 7.775837e-14 1.395735e-13 1.709373e-13 2.547808e-12 1.395895e-16
2638 4.286873e-14 7.785309e-14 1.398744e-13 1.711406e-13 2.551318e-12 1.402157e-16
2639 4.292612e-14 7.797354e-14 1.401439e-13 1.712796e-13 2.555214e-12 1.407859e-16
2640 4.298027e-14 7.814011e-14 1.404750e-13 1.714023e-13 2.558985e-12 1.397874e-16
2641 4.304643e-14 7.825367e-14 1.408107e-13 1.716424e-13 2.563229e-12 1.404015e-16
2642 4.310790e-14 7.843330e-14 1.411506e-13 1.718958e-13 2.567512e-12 1.404206e-16
2643 4.318331e-14 7.862110e-14 1.415328e-13 1.722217e-13 2.571078e-12 1.403665e-16
2644 4.325617e-14 7.880160e-14 1.419072e-13 1.726105e-13 2.574982e-12 1.404452e-16
2645 4.332337e-14 7.902100e-14 1.423620e-13 1.730188e-13 2.579856e-12 1.403048e-16
2646 4.339392e-14 7.922815e-14 1.428031e-13 1.734325e-13 2.583802e-12 1.405401e-16
2647 4.346525e-14 7.948600e-14 1.432607e-13 1.739121e-13 2.588084e-12 1.401330e-16
2648 4.354297e-14 7.972466e-14 1.437834e-13 1.744252e-13 2.593566e-12 1.407246e-16
2649 4.364690e-14 8.005857e-14 1.442899e-13 1.750380e-13 2.597822e-12 1.397812e-16
2650 4.374127e-14 8.032748e-14 1.448039e-13 1.756157e-13 2.604080e-12 1.404038e-16
2651 4.384740e-14 8.063860e-14 1.452745e-13 1.761860e-13 2.610748e-12 1.403721e-16
2652 4.397472e-14 8.097367e-14 1.457676e-13 1.766549e-13 2.616374e-12 1.404231e-16
2653 4.537016e-14 8.423122e-14 1.510173e-13 1.822025e-13 2.697862e-12 1.458884e-16
2654 4.663123e-14 8.719991e-14 1.547947e-13 1.865995e-13 2.774006e-12 1.468365e-16
2655 4.694256e-14 8.894619e-14 1.555771e-13 1.879411e-13 2.794557e-12 1.271564e-16
2656 4.752195e-14 8.821953e-14 1.550340e-13 1.882896e-13 2.832143e-12 1.385089e-16
2657 4.768023e-14 8.806334e-14 1.551151e-13 1.883106e-13 2.841321e-12 1.473020e-16
2658 4.761486e-14 8.934178e-14 1.555229e-13 1.887982e-13 2.837240e-12 1.210827e-16
2659 4.773872e-14 8.893536e-14 1.554976e-13 1.888979e-13 2.844914e-12 1.260841e-16
2660 4.774785e-14 8.880823e-14 1.555342e-13 1.889553e-13 2.845590e-12 1.278422e-16
2661 4.775807e-14 8.872976e-14 1.555521e-13 1.890113e-13 2.846056e-12 1.294788e-16
2662 4.773118e-14 8.870993e-14 1.556125e-13 1.890195e-13 2.845670e-12 1.309919e-16
2663 4.770421e-14 8.867756e-14 1.556554e-13 1.890066e-13 2.844423e-12 1.323604e-16
2664 4.770264e-14 8.867876e-14 1.557839e-13 1.891318e-13 2.843118e-12 1.336155e-16
2665 4.769678e-14 8.872960e-14 1.558355e-13 1.891865e-13 2.843422e-12 1.347729e-16
2666 4.768276e-14 8.874665e-14 1.559306e-13 1.892272e-13 2.840983e-12 1.358392e-16
2667 4.766264e-14 8.879190e-14 1.560442e-13 1.893106e-13 2.839510e-12 1.368212e-16
2668 4.765997e-14 8.881499e-14 1.562166e-13 1.894210e-13 2.838151e-12 1.377256e-16
2669 4.765848e-14 8.891873e-14 1.563480e-13 1.895065e-13 2.837762e-12 1.385657e-16
2670 4.766133e-14 8.898799e-14 1.564757e-13 1.896256e-13 2.837501e-12 1.393371e-16
2671 4.767304e-14 8.907621e-14 1.565994e-13 1.897658e-13 2.838840e-12 1.400487e-16
2672 4.768774e-14 8.920832e-14 1.567576e-13 1.899253e-13 2.840737e-12 1.406744e-16
2673 4.772437e-14 8.927767e-14 1.568698e-13 1.901612e-13 2.843596e-12 1.396961e-16
2674 4.777734e-14 8.940243e-14 1.569748e-13 1.903223e-13 2.846071e-12 1.404048e-16
2675 4.780853e-14 8.954679e-14 1.571344e-13 1.904873e-13 2.848669e-12 1.406337e-16
2676 4.786024e-14 8.975491e-14 1.573556e-13 1.908142e-13 2.852223e-12 1.411034e-16
2677 4.795518e-14 8.999732e-14 1.576164e-13 1.912165e-13 2.858735e-12 1.415130e-16
2678 4.806420e-14 9.029086e-14 1.579025e-13 1.916657e-13 2.865193e-12 1.411176e-16
2679 4.821151e-14 9.054537e-14 1.583403e-13 1.921312e-13 2.872814e-12 1.432344e-16
2680 4.842321e-14 9.114724e-14 1.589128e-13 1.928364e-13 2.884661e-12 1.394817e-16
2681 4.863133e-14 9.131129e-14 1.592412e-13 1.933517e-13 2.898811e-12 1.434756e-16
2682 4.874470e-14 9.177621e-14 1.596535e-13 1.939342e-13 2.905243e-12 1.370709e-16
2683 4.883741e-14 9.183527e-14 1.597845e-13 1.941294e-13 2.910151e-12 1.380912e-16
2684 4.893332e-14 9.190511e-14 1.599480e-13 1.943760e-13 2.915355e-12 1.390177e-16
2685 4.903269e-14 9.201428e-14 1.601715e-13 1.946243e-13 2.919982e-12 1.398624e-16
2686 4.911090e-14 9.211632e-14 1.603810e-13 1.948639e-13 2.925641e-12 1.406297e-16
2687 4.918670e-14 9.223328e-14 1.606180e-13 1.951502e-13 2.931040e-12 1.413259e-16
2688 4.925606e-14 9.237525e-14 1.608390e-13 1.953645e-13 2.935185e-12 1.419604e-16
2689 4.932870e-14 9.253624e-14 1.611000e-13 1.956383e-13 2.938845e-12 1.410609e-16
2690 4.939806e-14 9.265408e-14 1.613182e-13 1.957734e-13 2.944930e-12 1.417196e-16
2691 4.946024e-14 9.279347e-14 1.615592e-13 1.959682e-13 2.949525e-12 1.415585e-16
2692 5.038543e-14 9.430389e-14 1.643990e-13 1.983791e-13 3.007992e-12 1.475292e-16
2693 5.109529e-14 9.598742e-14 1.661075e-13 2.004031e-13 3.051799e-12 1.440851e-16
2694 5.179486e-14 9.660645e-14 1.671798e-13 2.016249e-13 3.097110e-12 1.490421e-16
2695 5.229525e-14 9.796816e-14 1.687839e-13 2.029911e-13 3.129572e-12 1.361848e-16
2696 5.251439e-14 9.788406e-14 1.695200e-13 2.032126e-13 3.143976e-12 1.420835e-16
2697 5.275164e-14 9.803065e-14 1.702438e-13 2.040789e-13 3.161639e-12 1.501899e-16
2698 5.268630e-14 9.924014e-14 1.705745e-13 2.041467e-13 3.156656e-12 1.231904e-16
2699 5.331760e-14 9.852648e-14 1.720494e-13 2.048678e-13 3.197470e-12 1.416065e-16
2700 5.330087e-14 9.851645e-14 1.722947e-13 2.046812e-13 3.194136e-12 1.422120e-16
2701 5.326754e-14 9.860906e-14 1.727972e-13 2.046320e-13 3.193153e-12 1.446676e-16
2702 5.329558e-14 9.922316e-14 1.741857e-13 2.048305e-13 3.197505e-12 1.514645e-16
2703 5.331238e-14 9.978720e-14 1.744562e-13 2.048604e-13 3.198133e-12 1.226977e-16
2704 5.350955e-14 9.951073e-14 1.744911e-13 2.050211e-13 3.209551e-12 1.269244e-16
2705 5.400076e-14 9.990115e-14 1.755135e-13 2.057958e-13 3.239626e-12 1.433273e-16
2706 5.401777e-14 9.996291e-14 1.756919e-13 2.057100e-13 3.240453e-12 1.429236e-16
2707 5.406048e-14 1.001162e-13 1.758919e-13 2.056666e-13 3.242181e-12 1.442060e-16
2708 5.420337e-14 1.004375e-13 1.764929e-13 2.056947e-13 3.251849e-12 1.477858e-16
2709 5.424830e-14 1.006795e-13 1.766972e-13 2.058498e-13 3.254277e-12 1.276535e-16
2710 5.464629e-14 1.007564e-13 1.774954e-13 2.061364e-13 3.280876e-12 1.401619e-16
2711 5.470400e-14 1.008543e-13 1.776885e-13 2.062299e-13 3.284239e-12 1.418561e-16
2712 5.508530e-14 1.017144e-13 1.792422e-13 2.072061e-13 3.309936e-12 1.591008e-16
2713 5.509645e-14 1.034769e-13 1.801025e-13 2.074710e-13 3.310348e-12 1.274764e-16
2714 5.530062e-14 1.025284e-13 1.795226e-13 2.073572e-13 3.323307e-12 1.322175e-16
2715 5.545512e-14 1.016967e-13 1.795233e-13 2.076061e-13 3.334340e-12 1.401590e-16
2716 5.547314e-14 1.016046e-13 1.796193e-13 2.076838e-13 3.334494e-12 1.411479e-16
2717 5.548791e-14 1.015578e-13 1.796972e-13 2.078004e-13 3.334934e-12 1.420715e-16
2718 5.551955e-14 1.015880e-13 1.797384e-13 2.079170e-13 3.336319e-12 1.428938e-16
2719 5.554683e-14 1.015942e-13 1.798128e-13 2.079757e-13 3.337640e-12 1.436438e-16
2720 5.556839e-14 1.015861e-13 1.798433e-13 2.080224e-13 3.337728e-12 1.443222e-16
2721 5.558418e-14 1.015910e-13 1.799141e-13 2.081034e-13 3.338408e-12 1.441876e-16
2722 5.557831e-14 1.015869e-13 1.799129e-13 2.081894e-13 3.339050e-12 1.440961e-16
2723 5.558077e-14 1.016104e-13 1.799061e-13 2.082411e-13 3.340032e-12 1.439880e-16
2724 5.559295e-14 1.016254e-13 1.799494e-13 2.082857e-13 3.339886e-12 1.439286e-16
2725 5.560595e-14 1.016099e-13 1.799692e-13 2.083077e-13 3.341475e-12 1.438488e-16
2726 5.562699e-14 1.015385e-13 1.799453e-13 2.083084e-13 3.342847e-12 1.438190e-16
2727 5.563945e-14 1.015503e-13 1.799790e-13 2.083196e-13 3.343390e-12 1.437588e-16
2728 5.566657e-14 1.015531e-13 1.799887e-13 2.083269e-13 3.344315e-12 1.437510e-16
2729 5.567804e-14 1.015491e-13 1.800172e-13 2.083492e-13 3.344337e-12 1.437048e-16
2730 5.569320e-14 1.015531e-13 1.800383e-13 2.083248e-13 3.345621e-12 1.437196e-16
2731 5.570581e-14 1.015318e-13 1.800526e-13 2.084315e-13 3.346639e-12 1.437785e-16
2732 5.574088e-14 1.015654e-13 1.800502e-13 2.084153e-13 3.348318e-12 1.447384e-16
2733 5.579335e-14 1.016354e-13 1.800791e-13 2.086478e-13 3.352189e-12 1.462516e-16
2734 5.600185e-14 1.017850e-13 1.803237e-13 2.090429e-13 3.366420e-12 1.492622e-16
2735 5.634129e-14 1.024569e-13 1.808739e-13 2.101308e-13 3.391741e-12 1.534648e-16
2736 5.666050e-14 1.033459e-13 1.812949e-13 2.116412e-13 3.411530e-12 1.533900e-16
2737 5.677780e-14 1.048137e-13 1.813329e-13 2.122498e-13 3.421295e-12 1.348968e-16
2738 5.700512e-14 1.033125e-13 1.812558e-13 2.122572e-13 3.434946e-12 1.469527e-16
2739 5.686914e-14 1.031233e-13 1.813039e-13 2.120158e-13 3.426591e-12 1.453978e-16
2740 5.677116e-14 1.029393e-13 1.811730e-13 2.119798e-13 3.418725e-12 1.475993e-16
2741 5.652761e-14 1.028617e-13 1.810489e-13 2.117779e-13 3.403666e-12 1.485268e-16
