# Iterations  CD  CDp  CDf  CL  CLp  CL  Pitch 
1270 5.362927e-02 4.365795e-02 9.971321e-03 2.856460e-01 2.858194e-01 -1.734584e-04 -6.228383e-03
1271 5.361626e-02 4.364498e-02 9.971281e-03 2.856370e-01 2.858105e-01 -1.734772e-04 -6.228825e-03
1272 5.360229e-02 4.363105e-02 9.971238e-03 2.856274e-01 2.858009e-01 -1.734974e-04 -6.229226e-03
1273 5.358724e-02 4.361605e-02 9.971192e-03 2.856170e-01 2.857905e-01 -1.735199e-04 -6.229540e-03
1274 5.357107e-02 4.359992e-02 9.971145e-03 2.856059e-01 2.857794e-01 -1.735439e-04 -6.229822e-03
1275 5.355365e-02 4.358255e-02 9.971094e-03 2.855938e-01 2.857673e-01 -1.735704e-04 -6.230014e-03
1276 5.353489e-02 4.356385e-02 9.971041e-03 2.855807e-01 2.857543e-01 -1.735985e-04 -6.230166e-03
1277 5.351466e-02 4.354368e-02 9.970985e-03 2.855666e-01 2.857402e-01 -1.736295e-04 -6.230214e-03
1278 5.349285e-02 4.352193e-02 9.970925e-03 2.855514e-01 2.857250e-01 -1.736626e-04 -6.230224e-03
1279 5.346932e-02 4.349846e-02 9.970862e-03 2.855349e-01 2.857086e-01 -1.736980e-04 -6.230180e-03
1280 5.344387e-02 4.347308e-02 9.970795e-03 2.855169e-01 2.856907e-01 -1.737369e-04 -6.230041e-03
1281 5.341637e-02 4.344565e-02 9.970723e-03 2.854975e-01 2.856713e-01 -1.737786e-04 -6.229863e-03
1282 5.338662e-02 4.341597e-02 9.970647e-03 2.854765e-01 2.856503e-01 -1.738234e-04 -6.229637e-03
1283 5.335436e-02 4.338380e-02 9.970565e-03 2.854535e-01 2.856274e-01 -1.738725e-04 -6.229315e-03
1284 5.331939e-02 4.334891e-02 9.970477e-03 2.854287e-01 2.856026e-01 -1.739252e-04 -6.228967e-03
1285 5.328142e-02 4.331104e-02 9.970383e-03 2.854017e-01 2.855756e-01 -1.739825e-04 -6.228555e-03
1286 5.324013e-02 4.326985e-02 9.970282e-03 2.853722e-01 2.855463e-01 -1.740450e-04 -6.228058e-03
1287 5.319522e-02 4.322505e-02 9.970173e-03 2.853401e-01 2.855142e-01 -1.741131e-04 -6.227498e-03
1288 5.314629e-02 4.317623e-02 9.970056e-03 2.853051e-01 2.854793e-01 -1.741874e-04 -6.226848e-03
1289 5.309293e-02 4.312300e-02 9.969930e-03 2.852668e-01 2.854411e-01 -1.742693e-04 -6.226052e-03
1290 5.303469e-02 4.306490e-02 9.969794e-03 2.852250e-01 2.853993e-01 -1.743584e-04 -6.225137e-03
1291 5.297108e-02 4.300143e-02 9.969647e-03 2.851791e-01 2.853536e-01 -1.744555e-04 -6.224067e-03
1292 5.290152e-02 4.293203e-02 9.969489e-03 2.851289e-01 2.853034e-01 -1.745624e-04 -6.222747e-03
1293 5.282545e-02 4.285613e-02 9.969318e-03 2.850738e-01 2.852484e-01 -1.746789e-04 -6.221190e-03
1294 5.274221e-02 4.277307e-02 9.969135e-03 2.850133e-01 2.851881e-01 -1.748058e-04 -6.219321e-03
1295 5.265110e-02 4.268216e-02 9.968937e-03 2.849468e-01 2.851217e-01 -1.749442e-04 -6.217026e-03
1296 5.255141e-02 4.258268e-02 9.968726e-03 2.848738e-01 2.850489e-01 -1.750936e-04 -6.214284e-03
1297 5.244240e-02 4.247390e-02 9.968501e-03 2.847938e-01 2.849690e-01 -1.752543e-04 -6.210997e-03
1298 5.232328e-02 4.235502e-02 9.968262e-03 2.847059e-01 2.848813e-01 -1.754272e-04 -6.206996e-03
1299 5.219332e-02 4.222531e-02 9.968010e-03 2.846097e-01 2.847853e-01 -1.756105e-04 -6.202241e-03
1300 5.205177e-02 4.208402e-02 9.967746e-03 2.845045e-01 2.846803e-01 -1.758036e-04 -6.196580e-03
1301 5.189792e-02 4.193045e-02 9.967471e-03 2.843898e-01 2.845658e-01 -1.760064e-04 -6.189812e-03
1302 5.173118e-02 4.176400e-02 9.967188e-03 2.842650e-01 2.844412e-01 -1.762157e-04 -6.181846e-03
1303 5.155109e-02 4.158419e-02 9.966900e-03 2.841297e-01 2.843061e-01 -1.764293e-04 -6.172500e-03
1304 5.135729e-02 4.139068e-02 9.966612e-03 2.839835e-01 2.841601e-01 -1.766448e-04 -6.161550e-03
1305 5.114970e-02 4.118338e-02 9.966327e-03 2.838264e-01 2.840033e-01 -1.768575e-04 -6.148877e-03
1306 5.092846e-02 4.096241e-02 9.966052e-03 2.836584e-01 2.838355e-01 -1.770633e-04 -6.134292e-03
1307 5.069403e-02 4.072824e-02 9.965793e-03 2.834797e-01 2.836570e-01 -1.772578e-04 -6.117626e-03
1308 5.044718e-02 4.048162e-02 9.965556e-03 2.832909e-01 2.834683e-01 -1.774356e-04 -6.098730e-03
1309 5.018909e-02 4.022374e-02 9.965349e-03 2.830927e-01 2.832703e-01 -1.775915e-04 -6.077507e-03
1310 4.992145e-02 3.995627e-02 9.965179e-03 2.828862e-01 2.830639e-01 -1.777199e-04 -6.053887e-03
1311 4.964635e-02 3.968130e-02 9.965052e-03 2.826728e-01 2.828507e-01 -1.778170e-04 -6.027831e-03
1312 4.936620e-02 3.940123e-02 9.964976e-03 2.824541e-01 2.826320e-01 -1.778781e-04 -5.999428e-03
1313 4.908370e-02 3.911874e-02 9.964954e-03 2.822317e-01 2.824096e-01 -1.779015e-04 -5.968793e-03
1314 4.880175e-02 3.883676e-02 9.964989e-03 2.820071e-01 2.821850e-01 -1.778871e-04 -5.936041e-03
1315 4.852334e-02 3.855826e-02 9.965081e-03 2.817823e-01 2.819601e-01 -1.778346e-04 -5.901508e-03
1316 4.825143e-02 3.828620e-02 9.965227e-03 2.815589e-01 2.817366e-01 -1.777473e-04 -5.865504e-03
1317 4.798887e-02 3.802345e-02 9.965423e-03 2.813383e-01 2.815159e-01 -1.776298e-04 -5.828423e-03
1318 4.773818e-02 3.777252e-02 9.965660e-03 2.811218e-01 2.812992e-01 -1.774890e-04 -5.790697e-03
1319 4.750147e-02 3.753554e-02 9.965930e-03 2.809101e-01 2.810875e-01 -1.773333e-04 -5.752815e-03
1320 4.728038e-02 3.731416e-02 9.966220e-03 2.807039e-01 2.808810e-01 -1.771716e-04 -5.715375e-03
1321 4.707594e-02 3.710942e-02 9.966520e-03 2.805027e-01 2.806797e-01 -1.770152e-04 -5.678931e-03
1322 4.688849e-02 3.692168e-02 9.966815e-03 2.803057e-01 2.804826e-01 -1.768759e-04 -5.644070e-03
1323 4.671767e-02 3.675058e-02 9.967091e-03 2.801114e-01 2.802882e-01 -1.767657e-04 -5.611287e-03
1324 4.656239e-02 3.659506e-02 9.967337e-03 2.799179e-01 2.800945e-01 -1.766944e-04 -5.581153e-03
1325 4.642085e-02 3.645331e-02 9.967540e-03 2.797223e-01 2.798989e-01 -1.766712e-04 -5.554018e-03
1326 4.629063e-02 3.632294e-02 9.967691e-03 2.795216e-01 2.796983e-01 -1.767024e-04 -5.530253e-03
1327 4.616875e-02 3.620097e-02 9.967783e-03 2.793121e-01 2.794889e-01 -1.767935e-04 -5.509941e-03
1328 4.605198e-02 3.608416e-02 9.967812e-03 2.790903e-01 2.792673e-01 -1.769454e-04 -5.493251e-03
1329 4.593676e-02 3.596899e-02 9.967777e-03 2.788522e-01 2.790294e-01 -1.771563e-04 -5.480003e-03
1330 4.581964e-02 3.585196e-02 9.967680e-03 2.785942e-01 2.787716e-01 -1.774220e-04 -5.469975e-03
1331 4.569727e-02 3.572975e-02 9.967527e-03 2.783133e-01 2.784911e-01 -1.777333e-04 -5.462906e-03
1332 4.556667e-02 3.559935e-02 9.967325e-03 2.780067e-01 2.781848e-01 -1.780814e-04 -5.458302e-03
1333 4.542530e-02 3.545822e-02 9.967084e-03 2.776725e-01 2.778509e-01 -1.784537e-04 -5.455763e-03
1334 4.527115e-02 3.530434e-02 9.966814e-03 2.773094e-01 2.774882e-01 -1.788399e-04 -5.454714e-03
1335 4.510279e-02 3.513627e-02 9.966525e-03 2.769166e-01 2.770958e-01 -1.792286e-04 -5.454597e-03
1336 4.491935e-02 3.495312e-02 9.966227e-03 2.764939e-01 2.766735e-01 -1.796120e-04 -5.454725e-03
1337 4.472051e-02 3.475458e-02 9.965930e-03 2.760413e-01 2.762213e-01 -1.799817e-04 -5.454469e-03
1338 4.450638e-02 3.454074e-02 9.965640e-03 2.755594e-01 2.757398e-01 -1.803333e-04 -5.453094e-03
1339 4.427737e-02 3.431200e-02 9.965363e-03 2.750487e-01 2.752294e-01 -1.806634e-04 -5.449974e-03
1340 4.403411e-02 3.406901e-02 9.965100e-03 2.745100e-01 2.746910e-01 -1.809715e-04 -5.444455e-03
1341 4.377739e-02 3.381254e-02 9.964853e-03 2.739439e-01 2.741252e-01 -1.812574e-04 -5.435994e-03
1342 4.350796e-02 3.354333e-02 9.964622e-03 2.733512e-01 2.735328e-01 -1.815237e-04 -5.423998e-03
1343 4.322645e-02 3.326205e-02 9.964404e-03 2.727325e-01 2.729143e-01 -1.817714e-04 -5.408069e-03
1344 4.293338e-02 3.296918e-02 9.964198e-03 2.720882e-01 2.722702e-01 -1.820040e-04 -5.387740e-03
1345 4.262917e-02 3.266518e-02 9.963999e-03 2.714190e-01 2.716012e-01 -1.822222e-04 -5.362716e-03
1346 4.231407e-02 3.235026e-02 9.963807e-03 2.707251e-01 2.709076e-01 -1.824277e-04 -5.332590e-03
1347 4.198822e-02 3.202461e-02 9.963618e-03 2.700074e-01 2.701900e-01 -1.826200e-04 -5.297064e-03
1348 4.165161e-02 3.168818e-02 9.963432e-03 2.692661e-01 2.694489e-01 -1.827990e-04 -5.255753e-03
1349 4.130413e-02 3.134088e-02 9.963246e-03 2.685017e-01 2.686846e-01 -1.829664e-04 -5.208164e-03
1350 4.094561e-02 3.098255e-02 9.963059e-03 2.677147e-01 2.678978e-01 -1.831214e-04 -5.153945e-03
1351 4.057582e-02 3.061295e-02 9.962873e-03 2.669057e-01 2.670889e-01 -1.832640e-04 -5.092465e-03
1352 4.019456e-02 3.023187e-02 9.962686e-03 2.660753e-01 2.662587e-01 -1.833943e-04 -5.023114e-03
1353 3.980163e-02 2.983913e-02 9.962498e-03 2.652240e-01 2.654075e-01 -1.835119e-04 -4.945127e-03
1354 3.939689e-02 2.943458e-02 9.962312e-03 2.643523e-01 2.645359e-01 -1.836185e-04 -4.857515e-03
1355 3.898025e-02 2.901813e-02 9.962126e-03 2.634606e-01 2.636443e-01 -1.837142e-04 -4.759305e-03
1356 3.855169e-02 2.858975e-02 9.961942e-03 2.625492e-01 2.627330e-01 -1.838010e-04 -4.649326e-03
1357 3.811129e-02 2.814953e-02 9.961761e-03 2.616183e-01 2.618021e-01 -1.838830e-04 -4.526267e-03
1358 3.765904e-02 2.769746e-02 9.961582e-03 2.606674e-01 2.608514e-01 -1.839631e-04 -4.388685e-03
1359 3.719495e-02 2.723354e-02 9.961406e-03 2.596958e-01 2.598799e-01 -1.840468e-04 -4.235076e-03
1360 3.671909e-02 2.675786e-02 9.961231e-03 2.587024e-01 2.588865e-01 -1.841376e-04 -4.063893e-03
1361 3.623150e-02 2.627044e-02 9.961059e-03 2.576857e-01 2.578699e-01 -1.842385e-04 -3.873829e-03
1362 3.573222e-02 2.577134e-02 9.960888e-03 2.566441e-01 2.568284e-01 -1.843530e-04 -3.663572e-03
1363 3.522139e-02 2.526067e-02 9.960719e-03 2.555759e-01 2.557604e-01 -1.844812e-04 -3.432032e-03
1364 3.469905e-02 2.473850e-02 9.960551e-03 2.544786e-01 2.546632e-01 -1.846260e-04 -3.178037e-03
1365 3.416539e-02 2.420500e-02 9.960385e-03 2.533499e-01 2.535347e-01 -1.847870e-04 -2.900827e-03
1366 3.362063e-02 2.366041e-02 9.960220e-03 2.521882e-01 2.523732e-01 -1.849614e-04 -2.599977e-03
1367 3.306504e-02 2.310498e-02 9.960058e-03 2.509918e-01 2.511769e-01 -1.851464e-04 -2.275173e-03
1368 3.249891e-02 2.253901e-02 9.959898e-03 2.497592e-01 2.499446e-01 -1.853383e-04 -1.926365e-03
1369 3.192265e-02 2.196291e-02 9.959741e-03 2.484901e-01 2.486756e-01 -1.855311e-04 -1.553989e-03
1370 3.133685e-02 2.137726e-02 9.959588e-03 2.471845e-01 2.473702e-01 -1.857194e-04 -1.159002e-03
1371 3.074192e-02 2.078248e-02 9.959439e-03 2.458419e-01 2.460278e-01 -1.859011e-04 -7.421096e-04
1372 3.013837e-02 2.017908e-02 9.959294e-03 2.444626e-01 2.446487e-01 -1.860753e-04 -3.044320e-04
1373 2.952675e-02 1.956760e-02 9.959154e-03 2.430469e-01 2.432331e-01 -1.862400e-04 1.527310e-04
1374 2.890759e-02 1.894857e-02 9.959018e-03 2.415955e-01 2.417819e-01 -1.863954e-04 6.279154e-04
1375 2.828148e-02 1.832259e-02 9.958888e-03 2.401091e-01 2.402957e-01 -1.865394e-04 1.119512e-03
1376 2.764889e-02 1.769013e-02 9.958763e-03 2.385885e-01 2.387752e-01 -1.866709e-04 1.625970e-03
1377 2.701049e-02 1.705185e-02 9.958644e-03 2.370349e-01 2.372216e-01 -1.867869e-04 2.145352e-03
1378 2.636683e-02 1.640830e-02 9.958532e-03 2.354492e-01 2.356361e-01 -1.868880e-04 2.675788e-03
1379 2.571851e-02 1.576008e-02 9.958426e-03 2.338324e-01 2.340194e-01 -1.869758e-04 3.215578e-03
1380 2.506620e-02 1.510787e-02 9.958328e-03 2.321860e-01 2.323731e-01 -1.870488e-04 3.762785e-03
1381 2.441064e-02 1.445241e-02 9.958237e-03 2.305115e-01 2.306986e-01 -1.871062e-04 4.315654e-03
1382 2.375261e-02 1.379446e-02 9.958153e-03 2.288107e-01 2.289979e-01 -1.871456e-04 4.872539e-03
1383 2.309308e-02 1.313501e-02 9.958077e-03 2.270863e-01 2.272735e-01 -1.871655e-04 5.431593e-03
1384 2.243283e-02 1.247483e-02 9.958008e-03 2.253397e-01 2.255269e-01 -1.871647e-04 5.991626e-03
1385 2.177265e-02 1.181471e-02 9.957947e-03 2.235723e-01 2.237595e-01 -1.871457e-04 6.551684e-03
1386 2.111355e-02 1.115566e-02 9.957892e-03 2.217866e-01 2.219737e-01 -1.871084e-04 7.110635e-03
1387 2.045651e-02 1.049867e-02 9.957845e-03 2.199848e-01 2.201719e-01 -1.870514e-04 7.667498e-03
1388 1.980257e-02 9.844761e-03 9.957804e-03 2.181693e-01 2.183562e-01 -1.869752e-04 8.221606e-03
1389 1.915282e-02 9.195045e-03 9.957770e-03 2.163425e-01 2.165294e-01 -1.868796e-04 8.772256e-03
1390 1.850835e-02 8.550608e-03 9.957743e-03 2.145070e-01 2.146938e-01 -1.867660e-04 9.319112e-03
1391 1.787029e-02 7.912571e-03 9.957721e-03 2.126651e-01 2.128518e-01 -1.866375e-04 9.862165e-03
1392 1.723973e-02 7.282027e-03 9.957706e-03 2.108190e-01 2.110055e-01 -1.864955e-04 1.040157e-02
1393 1.661777e-02 6.660075e-03 9.957695e-03 2.089704e-01 2.091567e-01 -1.863445e-04 1.093789e-02
1394 1.600552e-02 6.047827e-03 9.957690e-03 2.071206e-01 2.073068e-01 -1.861875e-04 1.147204e-02
1395 1.540398e-02 5.446289e-03 9.957689e-03 2.052710e-01 2.054571e-01 -1.860268e-04 1.200501e-02
1396 1.481413e-02 4.856440e-03 9.957693e-03 2.034227e-01 2.036086e-01 -1.858650e-04 1.253807e-02
1397 1.423681e-02 4.279107e-03 9.957700e-03 2.015755e-01 2.017612e-01 -1.857054e-04 1.307290e-02
1398 1.367284e-02 3.715131e-03 9.957711e-03 1.997296e-01 1.999151e-01 -1.855491e-04 1.361117e-02
1399 1.312302e-02 3.165300e-03 9.957725e-03 1.978845e-01 1.980699e-01 -1.853967e-04 1.415480e-02
1400 1.258821e-02 2.630466e-03 9.957742e-03 1.960405e-01 1.962257e-01 -1.852471e-04 1.470558e-02
1401 1.206912e-02 2.111357e-03 9.957762e-03 1.941978e-01 1.943829e-01 -1.850988e-04 1.526510e-02
1402 1.156644e-02 1.608655e-03 9.957784e-03 1.923567e-01 1.925417e-01 -1.849493e-04 1.583488e-02
1403 1.108077e-02 1.122965e-03 9.957807e-03 1.905183e-01 1.907031e-01 -1.847960e-04 1.641623e-02
1404 1.061264e-02 6.548074e-04 9.957831e-03 1.886833e-01 1.888679e-01 -1.846383e-04 1.701034e-02
1405 1.016252e-02 2.046682e-04 9.957855e-03 1.868532e-01 1.870377e-01 -1.844737e-04 1.761798e-02
1406 9.730825e-03 -2.270528e-04 9.957878e-03 1.850299e-01 1.852142e-01 -1.843013e-04 1.823950e-02
1407 9.317859e-03 -6.400393e-04 9.957899e-03 1.832155e-01 1.833996e-01 -1.841191e-04 1.887500e-02
1408 8.923768e-03 -1.034148e-03 9.957916e-03 1.814121e-01 1.815961e-01 -1.839281e-04 1.952417e-02
1409 8.548547e-03 -1.409382e-03 9.957929e-03 1.796218e-01 1.798055e-01 -1.837289e-04 2.018641e-02
1410 8.191909e-03 -1.766026e-03 9.957935e-03 1.778460e-01 1.780295e-01 -1.835242e-04 2.086093e-02
1411 7.853473e-03 -2.104462e-03 9.957935e-03 1.760859e-01 1.762692e-01 -1.833163e-04 2.154672e-02
1412 7.532711e-03 -2.425216e-03 9.957927e-03 1.743424e-01 1.745255e-01 -1.831083e-04 2.224248e-02
1413 7.228987e-03 -2.728923e-03 9.957910e-03 1.726154e-01 1.727983e-01 -1.829031e-04 2.294698e-02
1414 6.941732e-03 -3.016153e-03 9.957885e-03 1.709053e-01 1.710881e-01 -1.827043e-04 2.365849e-02
1415 6.670216e-03 -3.287635e-03 9.957851e-03 1.692111e-01 1.693936e-01 -1.825139e-04 2.437571e-02
1416 6.413755e-03 -3.544053e-03 9.957808e-03 1.675312e-01 1.677135e-01 -1.823355e-04 2.509730e-02
1417 6.171704e-03 -3.786052e-03 9.957756e-03 1.658637e-01 1.660459e-01 -1.821705e-04 2.582192e-02
1418 5.943465e-03 -4.014230e-03 9.957695e-03 1.642068e-01 1.643888e-01 -1.820183e-04 2.654822e-02
1419 5.728449e-03 -4.229177e-03 9.957626e-03 1.625584e-01 1.627403e-01 -1.818795e-04 2.727522e-02
1420 5.526153e-03 -4.431395e-03 9.957549e-03 1.609164e-01 1.610981e-01 -1.817527e-04 2.800207e-02
1421 5.336081e-03 -4.621381e-03 9.957463e-03 1.592792e-01 1.594609e-01 -1.816354e-04 2.872820e-02
1422 5.157921e-03 -4.799448e-03 9.957369e-03 1.576464e-01 1.578279e-01 -1.815228e-04 2.945301e-02
1423 4.991509e-03 -4.965758e-03 9.957267e-03 1.560186e-01 1.562001e-01 -1.814094e-04 3.017577e-02
1424 4.836894e-03 -5.120265e-03 9.957159e-03 1.543978e-01 1.545791e-01 -1.812893e-04 3.089579e-02
1425 4.694413e-03 -5.262631e-03 9.957044e-03 1.527876e-01 1.529688e-01 -1.811554e-04 3.161218e-02
1426 4.564771e-03 -5.392153e-03 9.956925e-03 1.511937e-01 1.513747e-01 -1.810001e-04 3.232382e-02
1427 4.449198e-03 -5.507604e-03 9.956802e-03 1.496240e-01 1.498048e-01 -1.808154e-04 3.302916e-02
1428 4.349340e-03 -5.607338e-03 9.956678e-03 1.480883e-01 1.482689e-01 -1.805954e-04 3.372640e-02
