# Iterations  LogResRho  LogResRhoU  LogResRhoV  LogResRhoW  LogResRhoE  LogResTrb
3409 2.269472e-15 9.764641e-15 9.687854e-15 1.162987e-14 8.996191e-14 1.067952e-16
3410 2.257252e-15 9.700288e-15 9.627974e-15 1.155916e-14 8.935324e-14 1.068190e-16
3411 2.248446e-15 9.637773e-15 9.576032e-15 1.149872e-14 8.904357e-14 1.067469e-16
3412 2.244209e-15 9.580361e-15 9.527112e-15 1.145788e-14 8.902611e-14 1.067910e-16
3413 2.244324e-15 9.544095e-15 9.506542e-15 1.144558e-14 8.912318e-14 1.067104e-16
3414 2.246591e-15 9.517494e-15 9.497835e-15 1.144160e-14 8.931268e-14 1.067635e-16
3415 2.247427e-15 9.495396e-15 9.496905e-15 1.143924e-14 8.935063e-14 1.066961e-16
3416 2.246739e-15 9.473360e-15 9.486801e-15 1.142988e-14 8.927697e-14 1.067525e-16
3417 2.243728e-15 9.450660e-15 9.478610e-15 1.141815e-14 8.910145e-14 1.066838e-16
3418 2.239063e-15 9.423559e-15 9.459393e-15 1.139722e-14 8.883846e-14 1.067339e-16
3419 2.233443e-15 9.395109e-15 9.441031e-15 1.137767e-14 8.847529e-14 1.066526e-16
3420 2.226643e-15 9.361910e-15 9.412037e-15 1.135021e-14 8.807043e-14 1.066948e-16
3421 2.219488e-15 9.329779e-15 9.386706e-15 1.132353e-14 8.764466e-14 1.066121e-16
3422 2.211841e-15 9.292930e-15 9.352503e-15 1.129240e-14 8.722198e-14 1.066582e-16
3423 2.204088e-15 9.256665e-15 9.323751e-15 1.126227e-14 8.679298e-14 1.065715e-16
3424 2.194523e-15 9.217190e-15 9.284124e-15 1.122312e-14 8.636497e-14 1.066489e-16
3425 2.185521e-15 9.182288e-15 9.254169e-15 1.118774e-14 8.597554e-14 1.065428e-16
3426 2.176286e-15 9.144116e-15 9.215320e-15 1.114637e-14 8.553105e-14 1.065984e-16
3427 2.166159e-15 9.105294e-15 9.181462e-15 1.111142e-14 8.497381e-14 1.064999e-16
3428 2.154568e-15 9.059619e-15 9.136913e-15 1.107148e-14 8.432315e-14 1.065771e-16
3429 2.144094e-15 9.015405e-15 9.106497e-15 1.103770e-14 8.372618e-14 1.065039e-16
3430 2.134711e-15 8.970986e-15 9.076834e-15 1.100162e-14 8.332139e-14 1.065619e-16
3431 2.126461e-15 8.931444e-15 9.055436e-15 1.097313e-14 8.298075e-14 1.064467e-16
3432 2.117774e-15 8.889437e-15 9.021486e-15 1.093829e-14 8.261372e-14 1.065193e-16
3433 2.109036e-15 8.850344e-15 8.993786e-15 1.090802e-14 8.217609e-14 1.064266e-16
3434 2.099212e-15 8.807438e-15 8.952517e-15 1.087021e-14 8.166152e-14 1.064967e-16
3435 2.089805e-15 8.766957e-15 8.918865e-15 1.083829e-14 8.116505e-14 1.063928e-16
3436 2.080030e-15 8.723056e-15 8.874724e-15 1.079846e-14 8.074598e-14 1.064709e-16
3437 2.070756e-15 8.681412e-15 8.839641e-15 1.076605e-14 8.032681e-14 1.063668e-16
3438 2.061003e-15 8.636270e-15 8.796256e-15 1.072573e-14 7.988260e-14 1.064115e-16
3439 2.051603e-15 8.593077e-15 8.760637e-15 1.068983e-14 7.940000e-14 1.063250e-16
3440 2.041859e-15 8.547903e-15 8.717840e-15 1.065001e-14 7.890905e-14 1.063926e-16
3441 2.033162e-15 8.506022e-15 8.684229e-15 1.061792e-14 7.846292e-14 1.062959e-16
3442 2.024335e-15 8.461284e-15 8.642493e-15 1.058138e-14 7.804489e-14 1.063751e-16
3443 2.017102e-15 8.420254e-15 8.612991e-15 1.055256e-14 7.770829e-14 1.062675e-16
3444 2.010778e-15 8.377065e-15 8.576485e-15 1.051912e-14 7.739172e-14 1.063474e-16
3445 2.005827e-15 8.339199e-15 8.553656e-15 1.049355e-14 7.709853e-14 1.062302e-16
3446 2.000705e-15 8.300964e-15 8.523975e-15 1.046122e-14 7.681449e-14 1.063162e-16
3447 1.996470e-15 8.269119e-15 8.505111e-15 1.043646e-14 7.654759e-14 1.061939e-16
3448 1.992649e-15 8.235977e-15 8.478799e-15 1.040642e-14 7.633879e-14 1.062888e-16
3449 1.989350e-15 8.208602e-15 8.465368e-15 1.038333e-14 7.612796e-14 1.061606e-16
3450 1.986041e-15 8.180196e-15 8.443185e-15 1.035512e-14 7.593066e-14 1.062596e-16
3451 1.982972e-15 8.155548e-15 8.432362e-15 1.033472e-14 7.573632e-14 1.061227e-16
3452 1.979751e-15 8.129279e-15 8.411025e-15 1.030717e-14 7.556838e-14 1.062282e-16
3453 1.976725e-15 8.106718e-15 8.401721e-15 1.028840e-14 7.538513e-14 1.060844e-16
3454 1.973344e-15 8.082225e-15 8.381983e-15 1.026071e-14 7.520811e-14 1.061984e-16
3455 1.970058e-15 8.060143e-15 8.373013e-15 1.024085e-14 7.501179e-14 1.060456e-16
3456 1.966502e-15 8.035946e-15 8.352153e-15 1.021326e-14 7.481111e-14 1.061667e-16
3457 1.962899e-15 8.014165e-15 8.342144e-15 1.019313e-14 7.460132e-14 1.060053e-16
3458 1.958757e-15 7.989023e-15 8.318302e-15 1.016118e-14 7.438325e-14 1.061326e-16
3459 1.954575e-15 7.967618e-15 8.306995e-15 1.013819e-14 7.415203e-14 1.059624e-16
3460 1.949870e-15 7.942543e-15 8.279550e-15 1.010196e-14 7.390183e-14 1.060973e-16
3461 1.945965e-15 7.920507e-15 8.266385e-15 1.007501e-14 7.368590e-14 1.059196e-16
3462 1.941435e-15 7.894960e-15 8.237529e-15 1.003334e-14 7.348093e-14 1.060595e-16
3463 1.936963e-15 7.872158e-15 8.222385e-15 1.000226e-14 7.324329e-14 1.058742e-16
3464 1.931657e-15 7.845596e-15 8.189683e-15 9.956916e-15 7.298580e-14 1.060210e-16
3465 1.926672e-15 7.824429e-15 8.171068e-15 9.921818e-15 7.272495e-14 1.058274e-16
3466 1.920885e-15 7.798228e-15 8.135815e-15 9.871717e-15 7.245407e-14 1.059827e-16
3467 1.915675e-15 7.776032e-15 8.116556e-15 9.834093e-15 7.217889e-14 1.057824e-16
3468 1.909444e-15 7.749514e-15 8.078810e-15 9.780205e-15 7.188577e-14 1.059436e-16
3469 1.903361e-15 7.726431e-15 8.055618e-15 9.741279e-15 7.156231e-14 1.057400e-16
3470 1.896029e-15 7.699514e-15 8.013107e-15 9.684532e-15 7.120020e-14 1.059076e-16
3471 1.889273e-15 7.675697e-15 7.986820e-15 9.642140e-15 7.083347e-14 1.056995e-16
3472 1.881266e-15 7.646066e-15 7.939846e-15 9.581766e-15 7.045206e-14 1.058709e-16
3473 1.874279e-15 7.621700e-15 7.910747e-15 9.539526e-15 7.008461e-14 1.056542e-16
3474 1.866135e-15 7.591522e-15 7.860829e-15 9.480581e-15 6.969622e-14 1.058316e-16
3475 1.859207e-15 7.565613e-15 7.831579e-15 9.441722e-15 6.935839e-14 1.056028e-16
3476 1.851290e-15 7.535633e-15 7.780491e-15 9.385208e-15 6.900801e-14 1.057898e-16
3477 1.844831e-15 7.510751e-15 7.751072e-15 9.348130e-15 6.869132e-14 1.055501e-16
3478 1.837416e-15 7.481311e-15 7.698152e-15 9.293128e-15 6.836925e-14 1.057474e-16
3479 1.831344e-15 7.456590e-15 7.667303e-15 9.257245e-15 6.808485e-14 1.054990e-16
3480 1.824288e-15 7.427124e-15 7.612051e-15 9.205947e-15 6.777701e-14 1.057066e-16
3481 1.818544e-15 7.402375e-15 7.578969e-15 9.173807e-15 6.750125e-14 1.054549e-16
3482 1.811600e-15 7.373329e-15 7.521963e-15 9.124318e-15 6.718526e-14 1.056668e-16
3483 1.805539e-15 7.349013e-15 7.489960e-15 9.092518e-15 6.687543e-14 1.054087e-16
3484 1.798315e-15 7.318763e-15 7.435412e-15 9.044356e-15 6.654834e-14 1.056247e-16
3485 1.792684e-15 7.293000e-15 7.407405e-15 9.014645e-15 6.626191e-14 1.053620e-16
3486 1.786461e-15 7.261207e-15 7.359514e-15 8.967571e-15 6.597966e-14 1.055842e-16
3487 1.781721e-15 7.234871e-15 7.335157e-15 8.939901e-15 6.575603e-14 1.053160e-16
3488 1.776310e-15 7.202114e-15 7.291120e-15 8.895133e-15 6.552711e-14 1.055330e-16
3489 1.771966e-15 7.175505e-15 7.269300e-15 8.866736e-15 6.531667e-14 1.052685e-16
3490 1.767107e-15 7.143701e-15 7.229611e-15 8.822052e-15 6.508929e-14 1.054863e-16
3491 1.762661e-15 7.119076e-15 7.210182e-15 8.794360e-15 6.482455e-14 1.052274e-16
3492 1.757464e-15 7.089256e-15 7.173711e-15 8.748767e-15 6.455305e-14 1.054360e-16
3493 1.753135e-15 7.066153e-15 7.157308e-15 8.721026e-15 6.432166e-14 1.051816e-16
3494 1.748150e-15 7.037853e-15 7.124194e-15 8.677661e-15 6.409690e-14 1.053806e-16
3495 1.743904e-15 7.014273e-15 7.108345e-15 8.648749e-15 6.386346e-14 1.051407e-16
3496 1.739079e-15 6.985540e-15 7.077777e-15 8.605854e-15 6.363006e-14 1.053199e-16
3497 1.735021e-15 6.960787e-15 7.061787e-15 8.577489e-15 6.344256e-14 1.051025e-16
3498 1.730395e-15 6.931742e-15 7.031760e-15 8.538894e-15 6.325602e-14 1.052493e-16
3499 1.725963e-15 6.906052e-15 7.013282e-15 8.510735e-15 6.304280e-14 1.050687e-16
3500 1.720752e-15 6.875902e-15 6.982689e-15 8.472954e-15 6.279962e-14 1.051702e-16
3501 1.715572e-15 6.848851e-15 6.958854e-15 8.443637e-15 6.251543e-14 1.050430e-16
3502 1.710036e-15 6.819777e-15 6.927221e-15 8.409017e-15 6.222474e-14 1.050774e-16
3503 1.704297e-15 6.791590e-15 6.897657e-15 8.375181e-15 6.190797e-14 1.050270e-16
3504 1.698243e-15 6.763151e-15 6.866383e-15 8.338941e-15 6.159121e-14 1.049851e-16
3505 1.691724e-15 6.732668e-15 6.830595e-15 8.297655e-15 6.124730e-14 1.050271e-16
3506 1.685529e-15 6.705169e-15 6.802979e-15 8.262451e-15 6.092376e-14 1.048968e-16
3507 1.678465e-15 6.673261e-15 6.764143e-15 8.215034e-15 6.055414e-14 1.050415e-16
3508 1.672411e-15 6.647321e-15 6.739550e-15 8.182591e-15 6.024525e-14 1.048241e-16
3509 1.665046e-15 6.614032e-15 6.699379e-15 8.130624e-15 5.989519e-14 1.050593e-16
3510 1.659462e-15 6.589032e-15 6.679887e-15 8.102798e-15 5.964173e-14 1.047599e-16
3511 1.652843e-15 6.553651e-15 6.639179e-15 8.053719e-15 5.939016e-14 1.050801e-16
3512 1.647708e-15 6.529520e-15 6.622270e-15 8.029832e-15 5.912320e-14 1.047168e-16
3513 1.640576e-15 6.496743e-15 6.579685e-15 7.978384e-15 5.878975e-14 1.050960e-16
3514 1.635448e-15 6.473699e-15 6.564562e-15 7.956404e-15 5.851340e-14 1.046815e-16
3515 1.628353e-15 6.442176e-15 6.521109e-15 7.904561e-15 5.817955e-14 1.050957e-16
3516 1.623688e-15 6.420985e-15 6.506553e-15 7.883731e-15 5.791775e-14 1.046434e-16
3517 1.617244e-15 6.389852e-15 6.463927e-15 7.829305e-15 5.761745e-14 1.050813e-16
3518 1.612927e-15 6.368905e-15 6.450134e-15 7.808328e-15 5.737717e-14 1.046109e-16
3519 1.607330e-15 6.340198e-15 6.407429e-15 7.756613e-15 5.713344e-14 1.050407e-16
3520 1.603982e-15 6.320511e-15 6.394951e-15 7.739161e-15 5.697313e-14 1.045629e-16
3521 1.599544e-15 6.294286e-15 6.356073e-15 7.689964e-15 5.681403e-14 1.050065e-16
3522 1.596107e-15 6.277166e-15 6.344393e-15 7.673672e-15 5.662740e-14 1.045243e-16
3523 1.591456e-15 6.257300e-15 6.307840e-15 7.625127e-15 5.643213e-14 1.049551e-16
3524 1.588043e-15 6.243130e-15 6.297442e-15 7.608366e-15 5.624026e-14 1.044828e-16
3525 1.583921e-15 6.227056e-15 6.264148e-15 7.562126e-15 5.607212e-14 1.048874e-16
3526 1.581056e-15 6.213632e-15 6.254147e-15 7.546320e-15 5.592014e-14 1.044321e-16
3527 1.577472e-15 6.198685e-15 6.223553e-15 7.502863e-15 5.577912e-14 1.048101e-16
3528 1.574417e-15 6.185342e-15 6.212888e-15 7.486390e-15 5.561871e-14 1.044137e-16
3529 1.570464e-15 6.170184e-15 6.183088e-15 7.444837e-15 5.546558e-14 1.047567e-16
3530 1.566971e-15 6.156377e-15 6.171633e-15 7.428988e-15 5.525604e-14 1.043678e-16
3531 1.562226e-15 6.141732e-15 6.139564e-15 7.387721e-15 5.501111e-14 1.047186e-16
3532 1.558484e-15 6.128847e-15 6.128603e-15 7.372129e-15 5.478960e-14 1.043069e-16
3533 1.553529e-15 6.114458e-15 6.095739e-15 7.328487e-15 5.456369e-14 1.046943e-16
3534 1.549901e-15 6.101158e-15 6.085666e-15 7.314401e-15 5.435592e-14 1.042595e-16
3535 1.544410e-15 6.085270e-15 6.053372e-15 7.267730e-15 5.413651e-14 1.047242e-16
3536 1.540477e-15 6.071896e-15 6.043386e-15 7.254486e-15 5.391967e-14 1.042267e-16
3537 1.534345e-15 6.055924e-15 6.008588e-15 7.204226e-15 5.365966e-14 1.047664e-16
3538 1.530173e-15 6.042802e-15 5.999925e-15 7.192769e-15 5.343412e-14 1.041539e-16
3539 1.522986e-15 6.026872e-15 5.963668e-15 7.139070e-15 5.312149e-14 1.047599e-16
3540 1.518653e-15 6.014033e-15 5.953344e-15 7.127602e-15 5.286706e-14 1.040745e-16
3541 1.511500e-15 5.999399e-15 5.919716e-15 7.078176e-15 5.251683e-14 1.045609e-16
3542 1.506223e-15 5.986155e-15 5.903583e-15 7.059533e-15 5.219480e-14 1.041020e-16
3543 1.498875e-15 5.973301e-15 5.875319e-15 7.016714e-15 5.182364e-14 1.044080e-16
3544 1.492745e-15 5.960211e-15 5.859351e-15 6.994617e-15 5.146042e-14 1.041451e-16
3545 1.485303e-15 5.948890e-15 5.835600e-15 6.958428e-15 5.107577e-14 1.042926e-16
3546 1.479620e-15 5.937604e-15 5.823003e-15 6.939628e-15 5.074657e-14 1.040148e-16
3547 1.472963e-15 5.923433e-15 5.793061e-15 6.903858e-15 5.041153e-14 1.042203e-16
3548 1.468116e-15 5.907131e-15 5.779118e-15 6.886474e-15 5.014212e-14 1.039627e-16
3549 1.462379e-15 5.888432e-15 5.751372e-15 6.853684e-15 4.989668e-14 1.041549e-16
3550 1.458002e-15 5.871330e-15 5.737604e-15 6.837106e-15 4.966994e-14 1.039061e-16
3551 1.453352e-15 5.851735e-15 5.711676e-15 6.806035e-15 4.946683e-14 1.040902e-16
3552 1.450226e-15 5.833425e-15 5.699217e-15 6.789102e-15 4.930478e-14 1.038652e-16
3553 1.447018e-15 5.813079e-15 5.677058e-15 6.759742e-15 4.917453e-14 1.040121e-16
3554 1.444087e-15 5.795114e-15 5.663610e-15 6.742893e-15 4.903314e-14 1.038107e-16
3555 1.440815e-15 5.775998e-15 5.640774e-15 6.713838e-15 4.888152e-14 1.039286e-16
3556 1.437671e-15 5.759235e-15 5.624746e-15 6.694712e-15 4.869682e-14 1.037666e-16
3557 1.434151e-15 5.741427e-15 5.600986e-15 6.666457e-15 4.850864e-14 1.038743e-16
3558 1.430944e-15 5.725873e-15 5.583824e-15 6.647450e-15 4.830959e-14 1.037349e-16
3559 1.427596e-15 5.709057e-15 5.559055e-15 6.619877e-15 4.812622e-14 1.038090e-16
3560 1.424750e-15 5.692692e-15 5.540751e-15 6.599161e-15 4.795044e-14 1.036895e-16
3561 1.421865e-15 5.675998e-15 5.517459e-15 6.572893e-15 4.782037e-14 1.037433e-16
3562 1.419032e-15 5.661134e-15 5.499780e-15 6.552079e-15 4.768973e-14 1.036485e-16
3563 1.416005e-15 5.646409e-15 5.477777e-15 6.527558e-15 4.757589e-14 1.036817e-16
3564 1.413016e-15 5.633156e-15 5.459925e-15 6.507038e-15 4.746356e-14 1.036082e-16
3565 1.410002e-15 5.619704e-15 5.438564e-15 6.484176e-15 4.736269e-14 1.036228e-16
3566 1.407047e-15 5.608262e-15 5.419740e-15 6.464551e-15 4.725852e-14 1.035700e-16
3567 1.404039e-15 5.597972e-15 5.400642e-15 6.445019e-15 4.716133e-14 1.035673e-16
3568 1.401100e-15 5.588185e-15 5.383427e-15 6.428241e-15 4.706696e-14 1.035343e-16
3569 1.398605e-15 5.579860e-15 5.368292e-15 6.413100e-15 4.697577e-14 1.035164e-16
3570 1.396390e-15 5.573129e-15 5.354936e-15 6.398559e-15 4.689829e-14 1.034991e-16
3571 1.394732e-15 5.567230e-15 5.342672e-15 6.386637e-15 4.682227e-14 1.034685e-16
3572 1.393508e-15 5.563106e-15 5.332119e-15 6.375663e-15 4.676327e-14 1.034651e-16
3573 1.392414e-15 5.559514e-15 5.323005e-15 6.366823e-15 4.670327e-14 1.034235e-16
3574 1.391433e-15 5.556377e-15 5.313651e-15 6.357383e-15 4.663881e-14 1.034303e-16
3575 1.390714e-15 5.554788e-15 5.308427e-15 6.352430e-15 4.658303e-14 1.033780e-16
3576 1.390211e-15 5.554400e-15 5.302374e-15 6.347461e-15 4.655173e-14 1.033949e-16
3577 1.389532e-15 5.553641e-15 5.299457e-15 6.345442e-15 4.649500e-14 1.033394e-16
3578 1.388620e-15 5.552803e-15 5.295133e-15 6.341707e-15 4.642996e-14 1.033643e-16
3579 1.387016e-15 5.550216e-15 5.290303e-15 6.338097e-15 4.631726e-14 1.032976e-16
3580 1.384357e-15 5.546968e-15 5.280135e-15 6.329809e-15 4.614374e-14 1.033253e-16
3581 1.380995e-15 5.540797e-15 5.269000e-15 6.320300e-15 4.590736e-14 1.032554e-16
3582 1.377056e-15 5.533144e-15 5.253934e-15 6.303551e-15 4.565988e-14 1.032902e-16
3583 1.372969e-15 5.523260e-15 5.240262e-15 6.287670e-15 4.541908e-14 1.032168e-16
3584 1.368501e-15 5.511252e-15 5.223460e-15 6.266874e-15 4.520130e-14 1.032557e-16
3585 1.364026e-15 5.497492e-15 5.210622e-15 6.249423e-15 4.500571e-14 1.031801e-16
3586 1.359237e-15 5.482192e-15 5.195421e-15 6.227541e-15 4.483296e-14 1.032215e-16
3587 1.354626e-15 5.466977e-15 5.185624e-15 6.207860e-15 4.463770e-14 1.031443e-16
3588 1.349633e-15 5.450569e-15 5.173693e-15 6.185312e-15 4.444215e-14 1.031872e-16
3589 1.344948e-15 5.433831e-15 5.165084e-15 6.167340e-15 4.421964e-14 1.031092e-16
3590 1.340116e-15 5.415607e-15 5.153486e-15 6.146062e-15 4.398918e-14 1.031536e-16
3591 1.335822e-15 5.398546e-15 5.144432e-15 6.130529e-15 4.376578e-14 1.030764e-16
3592 1.331549e-15 5.379088e-15 5.130479e-15 6.111240e-15 4.353954e-14 1.031209e-16
3593 1.327797e-15 5.359944e-15 5.120236e-15 6.095807e-15 4.330881e-14 1.030436e-16
3594 1.324101e-15 5.339954e-15 5.105248e-15 6.076138e-15 4.308514e-14 1.030882e-16
3595 1.320878e-15 5.321091e-15 5.094401e-15 6.060853e-15 4.286062e-14 1.030127e-16
3596 1.317711e-15 5.301343e-15 5.080569e-15 6.043107e-15 4.265360e-14 1.030517e-16
3597 1.314805e-15 5.282793e-15 5.070102e-15 6.030058e-15 4.248145e-14 1.029830e-16
3598 1.311734e-15 5.263620e-15 5.056523e-15 6.015296e-15 4.233475e-14 1.030329e-16
3599 1.308741e-15 5.245042e-15 5.048201e-15 6.004288e-15 4.219289e-14 1.029638e-16
3600 1.305634e-15 5.225650e-15 5.036748e-15 5.990596e-15 4.206589e-14 1.029961e-16
3601 1.302702e-15 5.206237e-15 5.029609e-15 5.979490e-15 4.191936e-14 1.029298e-16
3602 1.299450e-15 5.185252e-15 5.018769e-15 5.965074e-15 4.176952e-14 1.029687e-16
3603 1.296112e-15 5.164490e-15 5.011086e-15 5.952579e-15 4.160558e-14 1.029041e-16
3604 1.292455e-15 5.141867e-15 5.000430e-15 5.935138e-15 4.144054e-14 1.029453e-16
3605 1.288974e-15 5.120635e-15 4.993573e-15 5.921014e-15 4.127590e-14 1.028698e-16
3606 1.285379e-15 5.097708e-15 4.982170e-15 5.903643e-15 4.112149e-14 1.029109e-16
3607 1.282887e-15 5.077509e-15 4.969720e-15 5.893606e-15 4.104496e-14 1.028468e-16
3608 1.280965e-15 5.058429e-15 4.958039e-15 5.884122e-15 4.101581e-14 1.028802e-16
3609 1.278780e-15 5.039825e-15 4.951352e-15 5.875609e-15 4.091657e-14 1.028199e-16
3610 1.275793e-15 5.020389e-15 4.942908e-15 5.862528e-15 4.074409e-14 1.028540e-16
3611 1.272583e-15 5.001338e-15 4.940702e-15 5.849595e-15 4.056155e-14 1.027933e-16
3612 1.269684e-15 4.982474e-15 4.939576e-15 5.835619e-15 4.043730e-14 1.028252e-16
3613 1.268377e-15 4.966552e-15 4.944501e-15 5.829458e-15 4.040707e-14 1.027639e-16
3614 1.269082e-15 4.952304e-15 4.950329e-15 5.828449e-15 4.047865e-14 1.028025e-16
3615 1.271213e-15 4.941131e-15 4.961975e-15 5.836222e-15 4.060487e-14 1.027425e-16
3616 1.274464e-15 4.932674e-15 4.973989e-15 5.847529e-15 4.078792e-14 1.027706e-16
3617 1.277365e-15 4.925555e-15 4.986530e-15 5.860968e-15 4.092961e-14 1.027140e-16
3618 1.280187e-15 4.919420e-15 4.996090e-15 5.873360e-15 4.104850e-14 1.027414e-16
3619 1.281848e-15 4.913280e-15 5.003563e-15 5.882409e-15 4.107549e-14 1.026903e-16
3620 1.283043e-15 4.905333e-15 5.007436e-15 5.888389e-15 4.109246e-14 1.027164e-16
3621 1.283490e-15 4.895781e-15 5.009841e-15 5.893301e-15 4.108117e-14 1.026653e-16
3622 1.283530e-15 4.885135e-15 5.008954e-15 5.893982e-15 4.105608e-14 1.026887e-16
3623 1.283094e-15 4.873185e-15 5.007980e-15 5.893735e-15 4.101065e-14 1.026368e-16
3624 1.282333e-15 4.859955e-15 5.002720e-15 5.890878e-15 4.095648e-14 1.026576e-16
3625 1.281519e-15 4.847241e-15 5.000161e-15 5.891559e-15 4.091231e-14 1.026191e-16
3626 1.281352e-15 4.836377e-15 4.998540e-15 5.895998e-15 4.090379e-14 1.026353e-16
3627 1.280932e-15 4.827520e-15 4.998408e-15 5.901538e-15 4.086939e-14 1.025841e-16
3628 1.279584e-15 4.816561e-15 4.991633e-15 5.900047e-15 4.077805e-14 1.025947e-16
3629 1.277289e-15 4.804282e-15 4.983498e-15 5.894197e-15 4.063625e-14 1.025449e-16
3630 1.274363e-15 4.789792e-15 4.971035e-15 5.883066e-15 4.049683e-14 1.025534e-16
3631 1.270921e-15 4.773580e-15 4.959844e-15 5.869863e-15 4.036830e-14 1.025318e-16
3632 1.266712e-15 4.754177e-15 4.943922e-15 5.851700e-15 4.025610e-14 1.025717e-16
3633 1.262286e-15 4.733056e-15 4.929172e-15 5.836185e-15 4.015190e-14 1.025302e-16
3634 1.257622e-15 4.710919e-15 4.909630e-15 5.819517e-15 4.002527e-14 1.025038e-16
3635 1.252746e-15 4.689174e-15 4.885987e-15 5.801965e-15 3.986035e-14 1.025142e-16
3636 1.248003e-15 4.666677e-15 4.860433e-15 5.787355e-15 3.970512e-14 1.025413e-16
3637 1.244266e-15 4.645954e-15 4.838869e-15 5.778593e-15 3.960256e-14 1.025115e-16
3638 1.241243e-15 4.627143e-15 4.820412e-15 5.775037e-15 3.951409e-14 1.024953e-16
3639 1.238677e-15 4.610093e-15 4.808068e-15 5.774360e-15 3.942400e-14 1.024306e-16
3640 1.236139e-15 4.593361e-15 4.793593e-15 5.771593e-15 3.928876e-14 1.024110e-16
3641 1.233689e-15 4.578019e-15 4.781024e-15 5.769502e-15 3.914824e-14 1.023708e-16
3642 1.231121e-15 4.563559e-15 4.769909e-15 5.766786e-15 3.902122e-14 1.023646e-16
3643 1.229386e-15 4.550748e-15 4.763311e-15 5.766881e-15 3.897455e-14 1.023662e-16
3644 1.228889e-15 4.540175e-15 4.762961e-15 5.773476e-15 3.901280e-14 1.023901e-16
3645 1.229236e-15 4.532297e-15 4.766193e-15 5.786140e-15 3.906916e-14 1.023913e-16
3646 1.229784e-15 4.526869e-15 4.768933e-15 5.798911e-15 3.911451e-14 1.023962e-16
3647 1.230152e-15 4.521995e-15 4.771194e-15 5.810551e-15 3.911408e-14 1.023706e-16
3648 1.230110e-15 4.515597e-15 4.770179e-15 5.818732e-15 3.907550e-14 1.023554e-16
3649 1.229499e-15 4.506998e-15 4.766246e-15 5.823402e-15 3.899476e-14 1.023276e-16
3650 1.228265e-15 4.496365e-15 4.758902e-15 5.824902e-15 3.888506e-14 1.023159e-16
3651 1.226531e-15 4.483509e-15 4.749231e-15 5.824276e-15 3.876047e-14 1.022963e-16
3652 1.224334e-15 4.469749e-15 4.737253e-15 5.819975e-15 3.863378e-14 1.022808e-16
3653 1.222042e-15 4.454942e-15 4.724772e-15 5.814623e-15 3.855195e-14 1.022673e-16
3654 1.219765e-15 4.439254e-15 4.710619e-15 5.807090e-15 3.849798e-14 1.022588e-16
3655 1.217949e-15 4.423305e-15 4.696319e-15 5.799563e-15 3.848785e-14 1.022474e-16
3656 1.216201e-15 4.408357e-15 4.681742e-15 5.793831e-15 3.846606e-14 1.022284e-16
3657 1.214589e-15 4.393539e-15 4.667180e-15 5.788189e-15 3.843002e-14 1.022174e-16
3658 1.213135e-15 4.380380e-15 4.653991e-15 5.782399e-15 3.838739e-14 1.022081e-16
3659 1.211901e-15 4.369047e-15 4.641942e-15 5.776866e-15 3.835346e-14 1.021985e-16
3660 1.210722e-15 4.358546e-15 4.631079e-15 5.769405e-15 3.830879e-14 1.021909e-16
3661 1.209846e-15 4.348705e-15 4.624740e-15 5.762142e-15 3.827019e-14 1.021896e-16
3662 1.209231e-15 4.339577e-15 4.621997e-15 5.755433e-15 3.823716e-14 1.021772e-16
3663 1.208828e-15 4.331507e-15 4.620277e-15 5.748480e-15 3.820429e-14 1.021729e-16
3664 1.208238e-15 4.323271e-15 4.618490e-15 5.740414e-15 3.814429e-14 1.021596e-16
3665 1.207253e-15 4.315079e-15 4.615273e-15 5.731379e-15 3.807388e-14 1.021601e-16
3666 1.205895e-15 4.306674e-15 4.612009e-15 5.722511e-15 3.799547e-14 1.021451e-16
3667 1.204350e-15 4.298226e-15 4.608016e-15 5.712526e-15 3.791293e-14 1.021485e-16
3668 1.202474e-15 4.289470e-15 4.604259e-15 5.703395e-15 3.781466e-14 1.021347e-16
3669 1.200188e-15 4.280353e-15 4.598647e-15 5.692376e-15 3.770863e-14 1.021363e-16
3670 1.197666e-15 4.270879e-15 4.593810e-15 5.682013e-15 3.759210e-14 1.021158e-16
3671 1.195031e-15 4.260703e-15 4.587538e-15 5.670982e-15 3.747656e-14 1.021151e-16
3672 1.192238e-15 4.250250e-15 4.581516e-15 5.661066e-15 3.737420e-14 1.020991e-16
3673 1.189349e-15 4.238716e-15 4.574351e-15 5.649986e-15 3.726719e-14 1.021024e-16
3674 1.186265e-15 4.227205e-15 4.566849e-15 5.638936e-15 3.715448e-14 1.020836e-16
3675 1.183091e-15 4.215234e-15 4.557516e-15 5.628365e-15 3.704299e-14 1.020887e-16
3676 1.180072e-15 4.202467e-15 4.548741e-15 5.618746e-15 3.692965e-14 1.020736e-16
3677 1.177138e-15 4.189931e-15 4.539475e-15 5.609311e-15 3.681077e-14 1.020767e-16
3678 1.174285e-15 4.177458e-15 4.530828e-15 5.600016e-15 3.669489e-14 1.020644e-16
3679 1.171610e-15 4.164465e-15 4.521511e-15 5.590532e-15 3.658022e-14 1.020674e-16
3680 1.168959e-15 4.151452e-15 4.513392e-15 5.582782e-15 3.646726e-14 1.020573e-16
3681 1.166441e-15 4.138326e-15 4.504519e-15 5.574167e-15 3.636365e-14 1.020607e-16
