# Iterations  CD  CDp  CDf  CL  CLp  CL  Pitch 
3400 2.242575e-02 1.210276e-02 1.032299e-02 2.310233e-01 2.312569e-01 -2.336191e-04 8.810111e-03
3401 2.242575e-02 1.210276e-02 1.032299e-02 2.310233e-01 2.312569e-01 -2.336190e-04 8.810111e-03
3402 2.242575e-02 1.210276e-02 1.032299e-02 2.310233e-01 2.312569e-01 -2.336187e-04 8.810106e-03
3403 2.242575e-02 1.210276e-02 1.032299e-02 2.310233e-01 2.312569e-01 -2.336186e-04 8.810105e-03
3404 2.242575e-02 1.210276e-02 1.032299e-02 2.310233e-01 2.312569e-01 -2.336185e-04 8.810103e-03
3405 2.242575e-02 1.210276e-02 1.032299e-02 2.310233e-01 2.312569e-01 -2.336184e-04 8.810103e-03
3406 2.242575e-02 1.210276e-02 1.032299e-02 2.310233e-01 2.312569e-01 -2.336183e-04 8.810102e-03
3407 2.242575e-02 1.210276e-02 1.032299e-02 2.310233e-01 2.312569e-01 -2.336182e-04 8.810101e-03
3408 2.242575e-02 1.210276e-02 1.032299e-02 2.310233e-01 2.312569e-01 -2.336180e-04 8.810099e-03
3409 2.242575e-02 1.210276e-02 1.032299e-02 2.310233e-01 2.312569e-01 -2.336178e-04 8.810097e-03
3410 2.242575e-02 1.210276e-02 1.032299e-02 2.310233e-01 2.312569e-01 -2.336178e-04 8.810096e-03
3411 2.242575e-02 1.210276e-02 1.032299e-02 2.310233e-01 2.312569e-01 -2.336177e-04 8.810096e-03
3412 2.242575e-02 1.210276e-02 1.032299e-02 2.310233e-01 2.312570e-01 -2.336175e-04 8.810094e-03
3413 2.242575e-02 1.210276e-02 1.032299e-02 2.310233e-01 2.312570e-01 -2.336173e-04 8.810092e-03
3414 2.242575e-02 1.210276e-02 1.032299e-02 2.310233e-01 2.312570e-01 -2.336172e-04 8.810091e-03
3415 2.242575e-02 1.210276e-02 1.032299e-02 2.310233e-01 2.312570e-01 -2.336171e-04 8.810091e-03
3416 2.242575e-02 1.210276e-02 1.032299e-02 2.310234e-01 2.312570e-01 -2.336170e-04 8.810090e-03
3417 2.242575e-02 1.210276e-02 1.032299e-02 2.310234e-01 2.312570e-01 -2.336169e-04 8.810090e-03
3418 2.242575e-02 1.210276e-02 1.032299e-02 2.310234e-01 2.312570e-01 -2.336167e-04 8.810088e-03
3419 2.242575e-02 1.210276e-02 1.032299e-02 2.310234e-01 2.312570e-01 -2.336166e-04 8.810087e-03
3420 2.242575e-02 1.210276e-02 1.032299e-02 2.310234e-01 2.312570e-01 -2.336165e-04 8.810087e-03
3421 2.242575e-02 1.210276e-02 1.032299e-02 2.310234e-01 2.312570e-01 -2.336165e-04 8.810086e-03
3422 2.242575e-02 1.210276e-02 1.032299e-02 2.310234e-01 2.312570e-01 -2.336163e-04 8.810085e-03
3423 2.242575e-02 1.210276e-02 1.032299e-02 2.310234e-01 2.312570e-01 -2.336161e-04 8.810084e-03
3424 2.242575e-02 1.210276e-02 1.032299e-02 2.310234e-01 2.312570e-01 -2.336161e-04 8.810083e-03
3425 2.242575e-02 1.210276e-02 1.032299e-02 2.310234e-01 2.312570e-01 -2.336159e-04 8.810082e-03
3426 2.242575e-02 1.210276e-02 1.032299e-02 2.310234e-01 2.312570e-01 -2.336158e-04 8.810081e-03
3427 2.242575e-02 1.210276e-02 1.032299e-02 2.310234e-01 2.312570e-01 -2.336158e-04 8.810081e-03
3428 2.242575e-02 1.210276e-02 1.032299e-02 2.310234e-01 2.312570e-01 -2.336156e-04 8.810079e-03
3429 2.242575e-02 1.210276e-02 1.032299e-02 2.310234e-01 2.312570e-01 -2.336154e-04 8.810078e-03
3430 2.242575e-02 1.210276e-02 1.032299e-02 2.310234e-01 2.312570e-01 -2.336154e-04 8.810077e-03
3431 2.242575e-02 1.210276e-02 1.032299e-02 2.310234e-01 2.312570e-01 -2.336154e-04 8.810077e-03
3432 2.242575e-02 1.210276e-02 1.032299e-02 2.310234e-01 2.312570e-01 -2.336152e-04 8.810075e-03
3433 2.242575e-02 1.210276e-02 1.032299e-02 2.310234e-01 2.312570e-01 -2.336151e-04 8.810074e-03
3434 2.242575e-02 1.210276e-02 1.032299e-02 2.310234e-01 2.312570e-01 -2.336150e-04 8.810073e-03
3435 2.242575e-02 1.210276e-02 1.032299e-02 2.310234e-01 2.312570e-01 -2.336150e-04 8.810073e-03
3436 2.242575e-02 1.210276e-02 1.032299e-02 2.310234e-01 2.312571e-01 -2.336149e-04 8.810072e-03
3437 2.242575e-02 1.210276e-02 1.032299e-02 2.310234e-01 2.312571e-01 -2.336148e-04 8.810070e-03
3438 2.242575e-02 1.210276e-02 1.032299e-02 2.310234e-01 2.312571e-01 -2.336147e-04 8.810070e-03
3439 2.242575e-02 1.210276e-02 1.032299e-02 2.310234e-01 2.312571e-01 -2.336147e-04 8.810069e-03
3440 2.242575e-02 1.210276e-02 1.032299e-02 2.310235e-01 2.312571e-01 -2.336147e-04 8.810068e-03
3441 2.242575e-02 1.210276e-02 1.032299e-02 2.310235e-01 2.312571e-01 -2.336146e-04 8.810067e-03
3442 2.242575e-02 1.210276e-02 1.032299e-02 2.310235e-01 2.312571e-01 -2.336145e-04 8.810066e-03
3443 2.242575e-02 1.210276e-02 1.032299e-02 2.310235e-01 2.312571e-01 -2.336145e-04 8.810065e-03
3444 2.242575e-02 1.210276e-02 1.032299e-02 2.310235e-01 2.312571e-01 -2.336145e-04 8.810065e-03
3445 2.242575e-02 1.210276e-02 1.032299e-02 2.310235e-01 2.312571e-01 -2.336145e-04 8.810064e-03
3446 2.242575e-02 1.210276e-02 1.032299e-02 2.310235e-01 2.312571e-01 -2.336145e-04 8.810063e-03
3447 2.242575e-02 1.210276e-02 1.032299e-02 2.310235e-01 2.312571e-01 -2.336145e-04 8.810062e-03
3448 2.242575e-02 1.210276e-02 1.032299e-02 2.310235e-01 2.312571e-01 -2.336145e-04 8.810062e-03
3449 2.242575e-02 1.210276e-02 1.032299e-02 2.310235e-01 2.312571e-01 -2.336145e-04 8.810061e-03
3450 2.242575e-02 1.210276e-02 1.032299e-02 2.310235e-01 2.312571e-01 -2.336145e-04 8.810061e-03
3451 2.242575e-02 1.210276e-02 1.032299e-02 2.310235e-01 2.312571e-01 -2.336145e-04 8.810060e-03
3452 2.242575e-02 1.210276e-02 1.032299e-02 2.310235e-01 2.312571e-01 -2.336145e-04 8.810059e-03
3453 2.242575e-02 1.210276e-02 1.032299e-02 2.310235e-01 2.312571e-01 -2.336145e-04 8.810059e-03
3454 2.242575e-02 1.210276e-02 1.032299e-02 2.310235e-01 2.312571e-01 -2.336146e-04 8.810057e-03
3455 2.242575e-02 1.210276e-02 1.032299e-02 2.310235e-01 2.312571e-01 -2.336146e-04 8.810057e-03
3456 2.242575e-02 1.210276e-02 1.032299e-02 2.310235e-01 2.312571e-01 -2.336148e-04 8.810055e-03
3457 2.242575e-02 1.210276e-02 1.032299e-02 2.310235e-01 2.312572e-01 -2.336148e-04 8.810054e-03
3458 2.242575e-02 1.210276e-02 1.032299e-02 2.310235e-01 2.312572e-01 -2.336149e-04 8.810054e-03
3459 2.242575e-02 1.210276e-02 1.032299e-02 2.310235e-01 2.312572e-01 -2.336149e-04 8.810053e-03
3460 2.242575e-02 1.210276e-02 1.032299e-02 2.310235e-01 2.312572e-01 -2.336150e-04 8.810052e-03
3461 2.242575e-02 1.210276e-02 1.032299e-02 2.310236e-01 2.312572e-01 -2.336150e-04 8.810052e-03
3462 2.242575e-02 1.210277e-02 1.032299e-02 2.310236e-01 2.312572e-01 -2.336151e-04 8.810051e-03
3463 2.242575e-02 1.210277e-02 1.032299e-02 2.310236e-01 2.312572e-01 -2.336152e-04 8.810050e-03
3464 2.242575e-02 1.210277e-02 1.032299e-02 2.310236e-01 2.312572e-01 -2.336154e-04 8.810048e-03
3465 2.242575e-02 1.210277e-02 1.032299e-02 2.310236e-01 2.312572e-01 -2.336155e-04 8.810047e-03
3466 2.242576e-02 1.210277e-02 1.032299e-02 2.310236e-01 2.312572e-01 -2.336156e-04 8.810046e-03
3467 2.242576e-02 1.210277e-02 1.032299e-02 2.310236e-01 2.312572e-01 -2.336157e-04 8.810046e-03
3468 2.242576e-02 1.210277e-02 1.032299e-02 2.310236e-01 2.312572e-01 -2.336158e-04 8.810045e-03
3469 2.242576e-02 1.210277e-02 1.032299e-02 2.310236e-01 2.312572e-01 -2.336159e-04 8.810044e-03
3470 2.242576e-02 1.210277e-02 1.032299e-02 2.310236e-01 2.312572e-01 -2.336160e-04 8.810043e-03
3471 2.242576e-02 1.210277e-02 1.032299e-02 2.310236e-01 2.312572e-01 -2.336162e-04 8.810042e-03
3472 2.242576e-02 1.210277e-02 1.032299e-02 2.310236e-01 2.312572e-01 -2.336162e-04 8.810042e-03
3473 2.242576e-02 1.210277e-02 1.032299e-02 2.310236e-01 2.312572e-01 -2.336163e-04 8.810041e-03
3474 2.242576e-02 1.210277e-02 1.032299e-02 2.310236e-01 2.312572e-01 -2.336164e-04 8.810040e-03
3475 2.242576e-02 1.210277e-02 1.032299e-02 2.310236e-01 2.312572e-01 -2.336165e-04 8.810040e-03
3476 2.242576e-02 1.210277e-02 1.032299e-02 2.310236e-01 2.312572e-01 -2.336166e-04 8.810039e-03
3477 2.242576e-02 1.210277e-02 1.032299e-02 2.310236e-01 2.312572e-01 -2.336167e-04 8.810038e-03
3478 2.242576e-02 1.210277e-02 1.032299e-02 2.310236e-01 2.312573e-01 -2.336169e-04 8.810037e-03
3479 2.242576e-02 1.210277e-02 1.032299e-02 2.310236e-01 2.312573e-01 -2.336169e-04 8.810037e-03
3480 2.242576e-02 1.210277e-02 1.032299e-02 2.310236e-01 2.312573e-01 -2.336172e-04 8.810035e-03
3481 2.242576e-02 1.210277e-02 1.032299e-02 2.310237e-01 2.312573e-01 -2.336172e-04 8.810035e-03
3482 2.242576e-02 1.210277e-02 1.032299e-02 2.310237e-01 2.312573e-01 -2.336173e-04 8.810034e-03
3483 2.242576e-02 1.210277e-02 1.032299e-02 2.310237e-01 2.312573e-01 -2.336174e-04 8.810034e-03
3484 2.242576e-02 1.210277e-02 1.032299e-02 2.310237e-01 2.312573e-01 -2.336175e-04 8.810033e-03
3485 2.242576e-02 1.210277e-02 1.032299e-02 2.310237e-01 2.312573e-01 -2.336176e-04 8.810033e-03
3486 2.242576e-02 1.210277e-02 1.032299e-02 2.310237e-01 2.312573e-01 -2.336176e-04 8.810032e-03
3487 2.242576e-02 1.210277e-02 1.032299e-02 2.310237e-01 2.312573e-01 -2.336177e-04 8.810032e-03
3488 2.242576e-02 1.210277e-02 1.032299e-02 2.310237e-01 2.312573e-01 -2.336177e-04 8.810032e-03
3489 2.242576e-02 1.210277e-02 1.032299e-02 2.310237e-01 2.312573e-01 -2.336179e-04 8.810031e-03
3490 2.242576e-02 1.210277e-02 1.032299e-02 2.310237e-01 2.312573e-01 -2.336179e-04 8.810031e-03
3491 2.242576e-02 1.210277e-02 1.032299e-02 2.310237e-01 2.312573e-01 -2.336180e-04 8.810031e-03
3492 2.242576e-02 1.210277e-02 1.032299e-02 2.310237e-01 2.312573e-01 -2.336181e-04 8.810030e-03
3493 2.242576e-02 1.210277e-02 1.032299e-02 2.310237e-01 2.312573e-01 -2.336181e-04 8.810030e-03
3494 2.242576e-02 1.210277e-02 1.032299e-02 2.310237e-01 2.312573e-01 -2.336182e-04 8.810030e-03
3495 2.242576e-02 1.210277e-02 1.032299e-02 2.310237e-01 2.312573e-01 -2.336183e-04 8.810029e-03
3496 2.242576e-02 1.210277e-02 1.032299e-02 2.310237e-01 2.312573e-01 -2.336184e-04 8.810029e-03
3497 2.242576e-02 1.210277e-02 1.032299e-02 2.310237e-01 2.312573e-01 -2.336185e-04 8.810029e-03
3498 2.242576e-02 1.210277e-02 1.032299e-02 2.310237e-01 2.312573e-01 -2.336185e-04 8.810029e-03
3499 2.242576e-02 1.210277e-02 1.032299e-02 2.310237e-01 2.312573e-01 -2.336188e-04 8.810028e-03
3500 2.242576e-02 1.210277e-02 1.032299e-02 2.310237e-01 2.312573e-01 -2.336188e-04 8.810028e-03
3501 2.242576e-02 1.210277e-02 1.032299e-02 2.310237e-01 2.312573e-01 -2.336189e-04 8.810028e-03
3502 2.242576e-02 1.210277e-02 1.032299e-02 2.310237e-01 2.312573e-01 -2.336189e-04 8.810028e-03
3503 2.242576e-02 1.210277e-02 1.032299e-02 2.310237e-01 2.312573e-01 -2.336191e-04 8.810029e-03
3504 2.242576e-02 1.210277e-02 1.032299e-02 2.310237e-01 2.312573e-01 -2.336191e-04 8.810028e-03
3505 2.242576e-02 1.210277e-02 1.032299e-02 2.310237e-01 2.312574e-01 -2.336192e-04 8.810028e-03
3506 2.242576e-02 1.210277e-02 1.032299e-02 2.310237e-01 2.312574e-01 -2.336192e-04 8.810028e-03
3507 2.242576e-02 1.210277e-02 1.032299e-02 2.310237e-01 2.312574e-01 -2.336192e-04 8.810028e-03
3508 2.242576e-02 1.210277e-02 1.032299e-02 2.310237e-01 2.312574e-01 -2.336193e-04 8.810028e-03
3509 2.242576e-02 1.210277e-02 1.032299e-02 2.310237e-01 2.312574e-01 -2.336193e-04 8.810028e-03
3510 2.242577e-02 1.210277e-02 1.032299e-02 2.310237e-01 2.312574e-01 -2.336194e-04 8.810027e-03
3511 2.242577e-02 1.210277e-02 1.032299e-02 2.310237e-01 2.312574e-01 -2.336194e-04 8.810027e-03
3512 2.242577e-02 1.210277e-02 1.032299e-02 2.310238e-01 2.312574e-01 -2.336195e-04 8.810027e-03
3513 2.242577e-02 1.210277e-02 1.032299e-02 2.310238e-01 2.312574e-01 -2.336195e-04 8.810027e-03
3514 2.242577e-02 1.210277e-02 1.032299e-02 2.310238e-01 2.312574e-01 -2.336196e-04 8.810027e-03
3515 2.242577e-02 1.210277e-02 1.032299e-02 2.310238e-01 2.312574e-01 -2.336196e-04 8.810026e-03
3516 2.242577e-02 1.210277e-02 1.032299e-02 2.310238e-01 2.312574e-01 -2.336196e-04 8.810026e-03
3517 2.242577e-02 1.210278e-02 1.032299e-02 2.310238e-01 2.312574e-01 -2.336199e-04 8.810026e-03
3518 2.242577e-02 1.210278e-02 1.032299e-02 2.310238e-01 2.312574e-01 -2.336199e-04 8.810026e-03
3519 2.242577e-02 1.210278e-02 1.032299e-02 2.310238e-01 2.312574e-01 -2.336201e-04 8.810026e-03
3520 2.242577e-02 1.210278e-02 1.032299e-02 2.310238e-01 2.312574e-01 -2.336202e-04 8.810026e-03
3521 2.242577e-02 1.210278e-02 1.032299e-02 2.310238e-01 2.312574e-01 -2.336205e-04 8.810026e-03
3522 2.242577e-02 1.210278e-02 1.032299e-02 2.310238e-01 2.312574e-01 -2.336206e-04 8.810026e-03
3523 2.242577e-02 1.210278e-02 1.032299e-02 2.310238e-01 2.312574e-01 -2.336208e-04 8.810026e-03
3524 2.242577e-02 1.210278e-02 1.032299e-02 2.310238e-01 2.312574e-01 -2.336209e-04 8.810026e-03
3525 2.242577e-02 1.210278e-02 1.032299e-02 2.310238e-01 2.312574e-01 -2.336210e-04 8.810025e-03
3526 2.242577e-02 1.210278e-02 1.032299e-02 2.310238e-01 2.312574e-01 -2.336210e-04 8.810025e-03
3527 2.242577e-02 1.210278e-02 1.032299e-02 2.310238e-01 2.312574e-01 -2.336212e-04 8.810025e-03
3528 2.242577e-02 1.210278e-02 1.032299e-02 2.310238e-01 2.312574e-01 -2.336213e-04 8.810025e-03
3529 2.242577e-02 1.210278e-02 1.032299e-02 2.310238e-01 2.312574e-01 -2.336215e-04 8.810025e-03
3530 2.242577e-02 1.210278e-02 1.032299e-02 2.310238e-01 2.312574e-01 -2.336217e-04 8.810025e-03
3531 2.242577e-02 1.210278e-02 1.032299e-02 2.310238e-01 2.312574e-01 -2.336218e-04 8.810025e-03
3532 2.242577e-02 1.210278e-02 1.032299e-02 2.310238e-01 2.312574e-01 -2.336218e-04 8.810025e-03
3533 2.242577e-02 1.210278e-02 1.032299e-02 2.310238e-01 2.312574e-01 -2.336220e-04 8.810025e-03
3534 2.242577e-02 1.210278e-02 1.032299e-02 2.310238e-01 2.312574e-01 -2.336222e-04 8.810025e-03
3535 2.242577e-02 1.210278e-02 1.032299e-02 2.310238e-01 2.312574e-01 -2.336223e-04 8.810025e-03
3536 2.242577e-02 1.210278e-02 1.032299e-02 2.310238e-01 2.312574e-01 -2.336223e-04 8.810025e-03
3537 2.242577e-02 1.210278e-02 1.032299e-02 2.310238e-01 2.312574e-01 -2.336224e-04 8.810025e-03
3538 2.242577e-02 1.210278e-02 1.032299e-02 2.310238e-01 2.312574e-01 -2.336226e-04 8.810025e-03
3539 2.242577e-02 1.210278e-02 1.032299e-02 2.310238e-01 2.312574e-01 -2.336227e-04 8.810025e-03
3540 2.242577e-02 1.210278e-02 1.032299e-02 2.310238e-01 2.312574e-01 -2.336227e-04 8.810025e-03
3541 2.242577e-02 1.210278e-02 1.032299e-02 2.310238e-01 2.312574e-01 -2.336229e-04 8.810025e-03
3542 2.242577e-02 1.210278e-02 1.032299e-02 2.310238e-01 2.312574e-01 -2.336229e-04 8.810025e-03
3543 2.242577e-02 1.210278e-02 1.032299e-02 2.310238e-01 2.312574e-01 -2.336231e-04 8.810025e-03
3544 2.242577e-02 1.210278e-02 1.032299e-02 2.310238e-01 2.312574e-01 -2.336231e-04 8.810025e-03
3545 2.242577e-02 1.210278e-02 1.032299e-02 2.310238e-01 2.312574e-01 -2.336232e-04 8.810025e-03
3546 2.242577e-02 1.210278e-02 1.032299e-02 2.310238e-01 2.312574e-01 -2.336233e-04 8.810025e-03
3547 2.242577e-02 1.210278e-02 1.032300e-02 2.310238e-01 2.312574e-01 -2.336235e-04 8.810025e-03
3548 2.242577e-02 1.210278e-02 1.032300e-02 2.310238e-01 2.312574e-01 -2.336235e-04 8.810025e-03
3549 2.242577e-02 1.210278e-02 1.032300e-02 2.310238e-01 2.312574e-01 -2.336236e-04 8.810025e-03
3550 2.242577e-02 1.210278e-02 1.032300e-02 2.310238e-01 2.312574e-01 -2.336237e-04 8.810025e-03
3551 2.242577e-02 1.210278e-02 1.032300e-02 2.310238e-01 2.312574e-01 -2.336238e-04 8.810026e-03
3552 2.242577e-02 1.210278e-02 1.032300e-02 2.310238e-01 2.312574e-01 -2.336238e-04 8.810026e-03
3553 2.242577e-02 1.210278e-02 1.032300e-02 2.310238e-01 2.312574e-01 -2.336239e-04 8.810026e-03
3554 2.242577e-02 1.210278e-02 1.032300e-02 2.310238e-01 2.312574e-01 -2.336239e-04 8.810026e-03
3555 2.242577e-02 1.210278e-02 1.032300e-02 2.310238e-01 2.312574e-01 -2.336240e-04 8.810026e-03
3556 2.242577e-02 1.210278e-02 1.032300e-02 2.310238e-01 2.312574e-01 -2.336240e-04 8.810026e-03
3557 2.242577e-02 1.210278e-02 1.032300e-02 2.310238e-01 2.312574e-01 -2.336240e-04 8.810027e-03
3558 2.242577e-02 1.210278e-02 1.032300e-02 2.310238e-01 2.312574e-01 -2.336241e-04 8.810027e-03
3559 2.242577e-02 1.210278e-02 1.032300e-02 2.310238e-01 2.312574e-01 -2.336241e-04 8.810028e-03
3560 2.242577e-02 1.210278e-02 1.032300e-02 2.310238e-01 2.312574e-01 -2.336241e-04 8.810028e-03
3561 2.242577e-02 1.210278e-02 1.032300e-02 2.310238e-01 2.312574e-01 -2.336241e-04 8.810028e-03
3562 2.242577e-02 1.210278e-02 1.032300e-02 2.310238e-01 2.312574e-01 -2.336241e-04 8.810028e-03
3563 2.242577e-02 1.210278e-02 1.032300e-02 2.310238e-01 2.312574e-01 -2.336241e-04 8.810028e-03
3564 2.242577e-02 1.210278e-02 1.032300e-02 2.310238e-01 2.312574e-01 -2.336241e-04 8.810028e-03
3565 2.242577e-02 1.210278e-02 1.032300e-02 2.310238e-01 2.312574e-01 -2.336241e-04 8.810029e-03
3566 2.242577e-02 1.210278e-02 1.032300e-02 2.310238e-01 2.312574e-01 -2.336242e-04 8.810030e-03
3567 2.242577e-02 1.210278e-02 1.032300e-02 2.310238e-01 2.312574e-01 -2.336242e-04 8.810032e-03
3568 2.242577e-02 1.210278e-02 1.032300e-02 2.310238e-01 2.312574e-01 -2.336242e-04 8.810032e-03
3569 2.242577e-02 1.210278e-02 1.032300e-02 2.310238e-01 2.312574e-01 -2.336242e-04 8.810034e-03
3570 2.242577e-02 1.210278e-02 1.032300e-02 2.310238e-01 2.312574e-01 -2.336241e-04 8.810037e-03
3571 2.242577e-02 1.210278e-02 1.032300e-02 2.310238e-01 2.312574e-01 -2.336241e-04 8.810037e-03
3572 2.242577e-02 1.210277e-02 1.032300e-02 2.310238e-01 2.312574e-01 -2.336240e-04 8.810040e-03
3573 2.242577e-02 1.210277e-02 1.032300e-02 2.310238e-01 2.312574e-01 -2.336240e-04 8.810042e-03
3574 2.242577e-02 1.210277e-02 1.032300e-02 2.310238e-01 2.312574e-01 -2.336240e-04 8.810044e-03
3575 2.242577e-02 1.210277e-02 1.032300e-02 2.310238e-01 2.312574e-01 -2.336239e-04 8.810045e-03
3576 2.242577e-02 1.210277e-02 1.032300e-02 2.310238e-01 2.312574e-01 -2.336239e-04 8.810045e-03
3577 2.242577e-02 1.210277e-02 1.032300e-02 2.310238e-01 2.312574e-01 -2.336239e-04 8.810046e-03
3578 2.242577e-02 1.210277e-02 1.032300e-02 2.310237e-01 2.312574e-01 -2.336238e-04 8.810047e-03
3579 2.242577e-02 1.210277e-02 1.032300e-02 2.310237e-01 2.312574e-01 -2.336238e-04 8.810049e-03
3580 2.242577e-02 1.210277e-02 1.032300e-02 2.310237e-01 2.312574e-01 -2.336237e-04 8.810050e-03
3581 2.242577e-02 1.210277e-02 1.032300e-02 2.310237e-01 2.312574e-01 -2.336237e-04 8.810051e-03
3582 2.242577e-02 1.210277e-02 1.032300e-02 2.310237e-01 2.312574e-01 -2.336237e-04 8.810051e-03
3583 2.242577e-02 1.210277e-02 1.032300e-02 2.310237e-01 2.312574e-01 -2.336236e-04 8.810052e-03
3584 2.242577e-02 1.210277e-02 1.032300e-02 2.310237e-01 2.312573e-01 -2.336236e-04 8.810053e-03
3585 2.242577e-02 1.210277e-02 1.032300e-02 2.310237e-01 2.312573e-01 -2.336236e-04 8.810054e-03
3586 2.242577e-02 1.210277e-02 1.032300e-02 2.310237e-01 2.312573e-01 -2.336235e-04 8.810055e-03
3587 2.242577e-02 1.210277e-02 1.032300e-02 2.310237e-01 2.312573e-01 -2.336235e-04 8.810056e-03
3588 2.242576e-02 1.210277e-02 1.032300e-02 2.310237e-01 2.312573e-01 -2.336234e-04 8.810056e-03
3589 2.242576e-02 1.210277e-02 1.032300e-02 2.310237e-01 2.312573e-01 -2.336234e-04 8.810057e-03
3590 2.242576e-02 1.210277e-02 1.032300e-02 2.310237e-01 2.312573e-01 -2.336234e-04 8.810057e-03
3591 2.242576e-02 1.210277e-02 1.032300e-02 2.310237e-01 2.312573e-01 -2.336234e-04 8.810057e-03
3592 2.242576e-02 1.210277e-02 1.032300e-02 2.310237e-01 2.312573e-01 -2.336234e-04 8.810058e-03
3593 2.242576e-02 1.210277e-02 1.032300e-02 2.310237e-01 2.312573e-01 -2.336234e-04 8.810058e-03
3594 2.242576e-02 1.210277e-02 1.032300e-02 2.310237e-01 2.312573e-01 -2.336233e-04 8.810058e-03
3595 2.242576e-02 1.210277e-02 1.032300e-02 2.310237e-01 2.312573e-01 -2.336233e-04 8.810059e-03
3596 2.242576e-02 1.210277e-02 1.032300e-02 2.310237e-01 2.312573e-01 -2.336233e-04 8.810059e-03
3597 2.242576e-02 1.210277e-02 1.032300e-02 2.310237e-01 2.312573e-01 -2.336233e-04 8.810059e-03
3598 2.242576e-02 1.210277e-02 1.032300e-02 2.310237e-01 2.312573e-01 -2.336233e-04 8.810060e-03
3599 2.242576e-02 1.210277e-02 1.032300e-02 2.310237e-01 2.312573e-01 -2.336232e-04 8.810060e-03
3600 2.242576e-02 1.210277e-02 1.032300e-02 2.310237e-01 2.312573e-01 -2.336232e-04 8.810060e-03
3601 2.242576e-02 1.210277e-02 1.032300e-02 2.310237e-01 2.312573e-01 -2.336232e-04 8.810060e-03
3602 2.242576e-02 1.210277e-02 1.032300e-02 2.310237e-01 2.312573e-01 -2.336232e-04 8.810061e-03
3603 2.242576e-02 1.210277e-02 1.032300e-02 2.310237e-01 2.312573e-01 -2.336232e-04 8.810061e-03
3604 2.242576e-02 1.210277e-02 1.032300e-02 2.310237e-01 2.312573e-01 -2.336231e-04 8.810061e-03
3605 2.242576e-02 1.210277e-02 1.032300e-02 2.310237e-01 2.312573e-01 -2.336231e-04 8.810062e-03
3606 2.242576e-02 1.210277e-02 1.032300e-02 2.310237e-01 2.312573e-01 -2.336231e-04 8.810062e-03
3607 2.242576e-02 1.210277e-02 1.032300e-02 2.310237e-01 2.312573e-01 -2.336231e-04 8.810062e-03
3608 2.242576e-02 1.210277e-02 1.032300e-02 2.310237e-01 2.312573e-01 -2.336230e-04 8.810063e-03
3609 2.242576e-02 1.210276e-02 1.032300e-02 2.310237e-01 2.312573e-01 -2.336230e-04 8.810063e-03
3610 2.242576e-02 1.210276e-02 1.032300e-02 2.310237e-01 2.312573e-01 -2.336230e-04 8.810063e-03
3611 2.242576e-02 1.210276e-02 1.032300e-02 2.310237e-01 2.312573e-01 -2.336230e-04 8.810064e-03
3612 2.242576e-02 1.210276e-02 1.032300e-02 2.310237e-01 2.312573e-01 -2.336230e-04 8.810064e-03
3613 2.242576e-02 1.210276e-02 1.032300e-02 2.310237e-01 2.312573e-01 -2.336229e-04 8.810064e-03
3614 2.242576e-02 1.210276e-02 1.032300e-02 2.310237e-01 2.312573e-01 -2.336229e-04 8.810065e-03
3615 2.242576e-02 1.210276e-02 1.032300e-02 2.310237e-01 2.312573e-01 -2.336229e-04 8.810065e-03
3616 2.242576e-02 1.210276e-02 1.032300e-02 2.310237e-01 2.312573e-01 -2.336229e-04 8.810065e-03
3617 2.242576e-02 1.210276e-02 1.032300e-02 2.310237e-01 2.312573e-01 -2.336228e-04 8.810066e-03
3618 2.242576e-02 1.210276e-02 1.032300e-02 2.310237e-01 2.312573e-01 -2.336228e-04 8.810066e-03
3619 2.242576e-02 1.210276e-02 1.032300e-02 2.310237e-01 2.312573e-01 -2.336228e-04 8.810066e-03
3620 2.242576e-02 1.210276e-02 1.032300e-02 2.310237e-01 2.312573e-01 -2.336228e-04 8.810067e-03
3621 2.242576e-02 1.210276e-02 1.032300e-02 2.310237e-01 2.312573e-01 -2.336227e-04 8.810067e-03
3622 2.242576e-02 1.210276e-02 1.032300e-02 2.310237e-01 2.312573e-01 -2.336227e-04 8.810067e-03
3623 2.242576e-02 1.210276e-02 1.032300e-02 2.310237e-01 2.312573e-01 -2.336227e-04 8.810068e-03
3624 2.242576e-02 1.210276e-02 1.032300e-02 2.310237e-01 2.312573e-01 -2.336226e-04 8.810068e-03
3625 2.242576e-02 1.210276e-02 1.032300e-02 2.310237e-01 2.312573e-01 -2.336226e-04 8.810068e-03
3626 2.242576e-02 1.210276e-02 1.032300e-02 2.310237e-01 2.312573e-01 -2.336226e-04 8.810069e-03
3627 2.242576e-02 1.210276e-02 1.032300e-02 2.310237e-01 2.312573e-01 -2.336226e-04 8.810069e-03
3628 2.242576e-02 1.210276e-02 1.032300e-02 2.310237e-01 2.312573e-01 -2.336225e-04 8.810069e-03
3629 2.242576e-02 1.210276e-02 1.032300e-02 2.310237e-01 2.312573e-01 -2.336225e-04 8.810070e-03
3630 2.242576e-02 1.210276e-02 1.032300e-02 2.310237e-01 2.312573e-01 -2.336225e-04 8.810070e-03
3631 2.242576e-02 1.210276e-02 1.032300e-02 2.310237e-01 2.312573e-01 -2.336224e-04 8.810070e-03
