VARIABLES= iteration time_step energy_res mass_res x_mom_res y_mom_res z_mom_res nutt_res Cl Cd Cdv Cm
1	0.0000000e+00	1.1527043e+09	3.9580928e+03	5.4714138e+05	1.4279958e+05	1.0918475e+06	1.7484730e-01	5.0572797e-01	2.9580112e-01	4.6969096e-02	-1.2988870e-01
2	0.0000000e+00	1.1158121e+09	3.8317349e+03	4.6815271e+05	1.4000230e+05	1.0062182e+06	1.7368832e-01	5.0195438e-01	2.7005392e-01	4.6760427e-02	-1.3060847e-01
3	0.0000000e+00	9.8768490e+08	3.3891474e+03	4.6082723e+05	1.2691525e+05	9.2748828e+05	1.7140746e-01	5.1213202e-01	2.8662488e-01	4.6501954e-02	-1.3126435e-01
4	0.0000000e+00	7.9827204e+08	2.7359227e+03	4.1583172e+05	1.0355108e+05	7.8436913e+05	1.6842329e-01	5.2103674e-01	2.9771386e-01	4.6255504e-02	-1.3267762e-01
5	0.0000000e+00	5.9978929e+08	2.0532384e+03	3.4815061e+05	7.7302093e+04	6.0755636e+05	1.6498555e-01	5.2307374e-01	3.0008876e-01	4.6030754e-02	-1.3409857e-01
6	0.0000000e+00	4.2675798e+08	1.4592662e+03	2.8225085e+05	5.4566673e+04	4.4587525e+05	1.6124229e-01	5.1819701e-01	2.9760272e-01	4.5823932e-02	-1.3361035e-01
7	0.0000000e+00	2.9392000e+08	1.0042294e+03	2.2624017e+05	3.7991101e+04	3.1769237e+05	1.5729240e-01	5.0975424e-01	2.9190992e-01	4.5627714e-02	-1.3207286e-01
8	0.0000000e+00	1.9984007e+08	6.8257350e+02	1.7924335e+05	2.7406199e+04	2.2142462e+05	1.5323828e-01	5.0159634e-01	2.8402025e-01	4.5436117e-02	-1.3062919e-01
9	0.0000000e+00	1.4535958e+08	4.9663751e+02	1.4285902e+05	2.1564901e+04	1.5563928e+05	1.4914470e-01	4.9368466e-01	2.7474025e-01	4.5245607e-02	-1.2919871e-01
10	0.0000000e+00	1.1826407e+08	4.0443511e+02	1.1736877e+05	1.8972822e+04	1.1613669e+05	1.4502432e-01	4.8496546e-01	2.6415392e-01	4.5053803e-02	-1.2735948e-01
11	0.0000000e+00	1.0274101e+08	3.5180695e+02	1.0074781e+05	1.8413779e+04	9.2015386e+04	2.1553664e+00	4.7492779e-01	2.5239017e-01	4.4860231e-02	-1.2504883e-01
12	0.0000000e+00	9.7031294e+07	3.3245570e+02	8.8523007e+04	1.8583494e+04	7.5222648e+04	1.7196591e+00	4.6371527e-01	2.3952367e-01	4.4669640e-02	-1.2190110e-01
