VARIABLES= iteration time_step energy_res mass_res x_mom_res y_mom_res z_mom_res nutt_res Cl Cd Cdv Cm
1	0.0000000e+00	1.6044754e+09	5.4711449e+03	8.6053049e+05	2.1382252e+05	1.4180233e+06	3.7861952e-02	1.7143044e+00	1.0785972e+00	1.8288470e-01	-4.2568811e-01
2	0.0000000e+00	1.5129554e+09	5.1513717e+03	7.2985903e+05	1.9805186e+05	1.2937577e+06	3.7565386e-02	1.7187267e+00	1.0275595e+00	1.8160809e-01	-4.3027930e-01
3	0.0000000e+00	1.2466843e+09	4.2249869e+03	6.5204465e+05	1.6839390e+05	1.0899910e+06	3.7101867e-02	1.7317116e+00	1.0518307e+00	1.7983954e-01	-4.3096234e-01
4	0.0000000e+00	9.1808189e+08	3.0946080e+03	5.4119405e+05	1.2694534e+05	8.2068943e+05	3.6696653e-02	1.7273466e+00	1.0685797e+00	1.7831248e-01	-4.3134545e-01
5	0.0000000e+00	6.2108140e+08	2.0841610e+03	3.9823925e+05	8.9124600e+04	5.5976707e+05	3.6290099e-02	1.7141129e+00	1.0566424e+00	1.7706049e-01	-4.3159671e-01
6	0.0000000e+00	3.9419202e+08	1.3196527e+03	2.7606816e+05	6.1487254e+04	3.6146888e+05	3.5817623e-02	1.7017473e+00	1.0309854e+00	1.7599636e-01	-4.3031088e-01
7	0.0000000e+00	2.3602459e+08	7.9068179e+02	1.9593312e+05	4.4634763e+04	2.3482729e+05	3.5264878e-02	1.6920161e+00	1.0001982e+00	1.7503231e-01	-4.2843394e-01
8	0.0000000e+00	1.3826937e+08	4.6371696e+02	1.4417664e+05	3.3200846e+04	1.5076307e+05	3.4650177e-02	1.6755242e+00	9.5648051e-01	1.7411143e-01	-4.2375949e-01
9	0.0000000e+00	9.1398133e+07	3.0709862e+02	1.1039590e+05	2.5011514e+04	9.4064740e+04	3.3975454e-02	1.6371032e+00	8.9763433e-01	1.7320683e-01	-4.1095736e-01
10	0.0000000e+00	7.8296265e+07	2.6349151e+02	8.9594582e+04	1.9145308e+04	5.8380122e+04	3.3251087e-02	1.5826320e+00	8.2896149e-01	1.7230426e-01	-3.9110643e-01
11	0.0000000e+00	7.8094351e+07	2.6303171e+02	7.6772788e+04	1.6015941e+04	4.0993520e+04	8.8103095e-01	1.5220850e+00	7.5652951e-01	1.7139751e-01	-3.6712102e-01
12	0.0000000e+00	7.6308779e+07	2.5743018e+02	6.8651946e+04	1.3885896e+04	3.0297975e+04	5.6546687e-01	1.4625523e+00	6.8500113e-01	1.7048626e-01	-3.4124880e-01
13	0.0000000e+00	7.1115676e+07	2.4042637e+02	6.2826375e+04	1.2611593e+04	2.3512981e+04	1.9172312e-01	1.4093984e+00	6.1774465e-01	1.6956832e-01	-3.1541093e-01
14	0.0000000e+00	6.3793044e+07	2.1617263e+02	5.8521386e+04	1.1776870e+04	1.9600210e+04	1.3961632e-01	1.3645430e+00	5.5721200e-01	1.6864546e-01	-2.9073296e-01
15	0.0000000e+00	5.6470799e+07	1.9178252e+02	5.5399904e+04	1.0933161e+04	1.7286177e+04	1.1344096e-01	1.3257901e+00	5.0434238e-01	1.6771954e-01	-2.6703276e-01
16	0.0000000e+00	5.0309428e+07	1.7117782e+02	5.3088069e+04	9.8975136e+03	1.5633925e+04	9.6115384e-02	1.2879609e+00	4.5883781e-01	1.6679196e-01	-2.4337786e-01
17	0.0000000e+00	4.5441067e+07	1.5485508e+02	5.1382149e+04	8.7217216e+03	1.4323898e+04	8.3273470e-02	1.2439935e+00	4.1968122e-01	1.6586390e-01	-2.1826080e-01
18	0.0000000e+00	4.1443435e+07	1.4142354e+02	5.0077383e+04	7.6000906e+03	1.3455665e+04	7.3160602e-02	1.1859909e+00	3.8530793e-01	1.6493616e-01	-1.9021957e-01
19	0.0000000e+00	3.7986874e+07	1.2980205e+02	4.9014780e+04	6.6111330e+03	1.2852187e+04	6.4921977e-02	1.1098546e+00	3.5433651e-01	1.6400956e-01	-1.5865696e-01
20	0.0000000e+00	3.4808756e+07	1.1901912e+02	4.8079899e+04	5.8176234e+03	1.2304752e+04	5.7961464e-02	1.0133372e+00	3.2551714e-01	1.6308465e-01	-1.2368416e-01
21	0.0000000e+00	1.1192188e+08	3.7911304e+02	5.8838362e+04	1.2579736e+04	4.1737969e+04	5.2022708e-02	8.7053257e-01	2.9422268e-01	1.6216204e-01	-8.1312982e-02
22	0.0000000e+00	8.5076892e+07	2.8848115e+02	5.0293853e+04	7.2041334e+03	2.1330929e+04	4.1839649e-02	8.3637594e-01	2.8459845e-01	1.5897612e-01	-6.6015951e-02
23	0.0000000e+00	7.3994297e+07	2.5111826e+02	4.7438270e+04	4.8219996e+03	1.4079472e+04	2.4097614e-02	7.8449185e-01	2.7086754e-01	1.5583394e-01	-4.5854744e-02
24	0.0000000e+00	6.5016346e+07	2.2093436e+02	4.6209312e+04	3.5948186e+03	1.0604094e+04	1.9638198e-02	7.2124560e-01	2.5407883e-01	1.5272569e-01	-2.3677905e-02
25	0.0000000e+00	5.8410160e+07	1.9876602e+02	4.5394526e+04	2.9719226e+03	8.8202643e+03	1.7343199e-02	6.5233226e-01	2.3532756e-01	1.4964339e-01	-1.7741037e-03
26	0.0000000e+00	5.3899230e+07	1.8346217e+02	4.4411878e+04	2.6281129e+03	7.8240378e+03	1.6072290e-02	5.8262884e-01	2.1559577e-01	1.4658283e-01	1.8102297e-02
