# Iter  CD  CDp  CDf 
1 3.121509e-01 8.486280e-02 2.272881e-01
2 3.951070e-01 1.692058e-01 2.259012e-01
3 4.778296e-01 2.527003e-01 2.251294e-01
4 5.592587e-01 3.350108e-01 2.242479e-01
5 6.390545e-01 4.157967e-01 2.232578e-01
6 7.168732e-01 4.947137e-01 2.221594e-01
7 7.923698e-01 5.714132e-01 2.209566e-01
8 8.652039e-01 6.455497e-01 2.196542e-01
9 9.350427e-01 7.167847e-01 2.182579e-01
10 1.001565e+00 7.847905e-01 2.167746e-01
11 1.064465e+00 8.492535e-01 2.152117e-01
12 1.123457e+00 9.098788e-01 2.135778e-01
13 1.178276e+00 9.663936e-01 2.118821e-01
14 1.228686e+00 1.018551e+00 2.101347e-01
15 1.274481e+00 1.066135e+00 2.083461e-01
16 1.315490e+00 1.108962e+00 2.065278e-01
17 1.351579e+00 1.146887e+00 2.046916e-01
18 1.382654e+00 1.179804e+00 2.028496e-01
19 1.408666e+00 1.207652e+00 2.010141e-01
20 1.429609e+00 1.230411e+00 1.991978e-01
21 1.445526e+00 1.248113e+00 1.974129e-01
22 1.456505e+00 1.260833e+00 1.956716e-01
23 1.462682e+00 1.268697e+00 1.939856e-01
24 1.464242e+00 1.271877e+00 1.923656e-01
25 1.461414e+00 1.270593e+00 1.908216e-01
26 1.454473e+00 1.265110e+00 1.893626e-01
27 1.443731e+00 1.255734e+00 1.879967e-01
28 1.429541e+00 1.242809e+00 1.867313e-01
29 1.412285e+00 1.226713e+00 1.855721e-01
30 1.392374e+00 1.207851e+00 1.845231e-01
31 1.370238e+00 1.186652e+00 1.835867e-01
32 1.346322e+00 1.163559e+00 1.827636e-01
33 1.321079e+00 1.139026e+00 1.820530e-01
34 1.294962e+00 1.113509e+00 1.814528e-01
35 1.268419e+00 1.087459e+00 1.809599e-01
36 1.241886e+00 1.061316e+00 1.805698e-01
37 1.215778e+00 1.035501e+00 1.802768e-01
38 1.190486e+00 1.010412e+00 1.800739e-01
39 1.166367e+00 9.864142e-01 1.799530e-01
40 1.143743e+00 9.638380e-01 1.799054e-01
41 1.122893e+00 9.429715e-01 1.799213e-01
42 1.104048e+00 9.240577e-01 1.799903e-01
43 1.087392e+00 9.072905e-01 1.801017e-01
44 1.073058e+00 8.928131e-01 1.802447e-01
45 1.061124e+00 8.807160e-01 1.804083e-01
46 1.051619e+00 8.710374e-01 1.805817e-01
47 1.044519e+00 8.637641e-01 1.807547e-01
48 1.039750e+00 8.588330e-01 1.809173e-01
49 1.037196e+00 8.561354e-01 1.810606e-01
50 1.036697e+00 8.555203e-01 1.811766e-01
51 1.038058e+00 8.568002e-01 1.812581e-01
52 1.041056e+00 8.597564e-01 1.812992e-01
53 1.045441e+00 8.641458e-01 1.812955e-01
54 1.050952e+00 8.697079e-01 1.812439e-01
55 1.057315e+00 8.761723e-01 1.811426e-01
56 1.064257e+00 8.832662e-01 1.809912e-01
57 1.071513e+00 8.907221e-01 1.807905e-01
58 1.078827e+00 8.982841e-01 1.805426e-01
59 1.085966e+00 9.057153e-01 1.802507e-01
60 1.092722e+00 9.128029e-01 1.799188e-01
61 1.098915e+00 9.193630e-01 1.795518e-01
62 1.104400e+00 9.252450e-01 1.791548e-01
63 1.109067e+00 9.303333e-01 1.787336e-01
64 1.112843e+00 9.345494e-01 1.782938e-01
65 1.115693e+00 9.378513e-01 1.778413e-01
66 1.117614e+00 9.402329e-01 1.773814e-01
67 1.118640e+00 9.417210e-01 1.769192e-01
68 1.118831e+00 9.423721e-01 1.764590e-01
69 1.118273e+00 9.422682e-01 1.760048e-01
70 1.117071e+00 9.415113e-01 1.755594e-01
