# Iter  CD  CDp  CDf 
1 1.587569e-01 1.057243e-01 5.303260e-02
2 2.624244e-01 2.097166e-01 5.270784e-02
3 3.639364e-01 3.114105e-01 5.252593e-02
4 4.624217e-01 4.101043e-01 5.231743e-02
5 5.571992e-01 5.051126e-01 5.208658e-02
6 6.477186e-01 5.958818e-01 5.183684e-02
7 7.335974e-01 6.820274e-01 5.156997e-02
8 8.145928e-01 7.633066e-01 5.128616e-02
9 8.905496e-01 8.395642e-01 5.098548e-02
10 9.613657e-01 9.106971e-01 5.066862e-02
11 1.026982e+00 9.766453e-01 5.033671e-02
12 1.087413e+00 1.037423e+00 4.999089e-02
13 1.142788e+00 1.093157e+00 4.963166e-02
14 1.193125e+00 1.143865e+00 4.926019e-02
15 1.238276e+00 1.189397e+00 4.887898e-02
16 1.278113e+00 1.229622e+00 4.849095e-02
17 1.312464e+00 1.264364e+00 4.809976e-02
18 1.341236e+00 1.293527e+00 4.770911e-02
19 1.364426e+00 1.317103e+00 4.732246e-02
20 1.382087e+00 1.335144e+00 4.694310e-02
21 1.394319e+00 1.347744e+00 4.657534e-02
22 1.401321e+00 1.355099e+00 4.622232e-02
23 1.403365e+00 1.357479e+00 4.588664e-02
24 1.400696e+00 1.355125e+00 4.557049e-02
25 1.393505e+00 1.348230e+00 4.527547e-02
26 1.381945e+00 1.336943e+00 4.500275e-02
27 1.366315e+00 1.321561e+00 4.475387e-02
28 1.346953e+00 1.302423e+00 4.453047e-02
29 1.324258e+00 1.279925e+00 4.433349e-02
30 1.298725e+00 1.254562e+00 4.416333e-02
31 1.270853e+00 1.226833e+00 4.401995e-02
32 1.241152e+00 1.197249e+00 4.390283e-02
33 1.210131e+00 1.166319e+00 4.381103e-02
34 1.178297e+00 1.134554e+00 4.374349e-02
35 1.146155e+00 1.102456e+00 4.369923e-02
36 1.114198e+00 1.070522e+00 4.367672e-02
37 1.082902e+00 1.039228e+00 4.367439e-02
38 1.052771e+00 1.009080e+00 4.369035e-02
39 1.024323e+00 9.806010e-01 4.372199e-02
40 9.979458e-01 9.541784e-01 4.376733e-02
41 9.739243e-01 9.300996e-01 4.382469e-02
42 9.527134e-01 9.088224e-01 4.389096e-02
43 9.344699e-01 8.905065e-01 4.396338e-02
44 9.191660e-01 8.751286e-01 4.403745e-02
45 9.066096e-01 8.624987e-01 4.411089e-02
46 8.967019e-01 8.525205e-01 4.418140e-02
47 8.894414e-01 8.451924e-01 4.424897e-02
48 8.848136e-01 8.405013e-01 4.431222e-02
49 8.826833e-01 8.383140e-01 4.436934e-02
50 8.828542e-01 8.384353e-01 4.441887e-02
51 8.851848e-01 8.407241e-01 4.446078e-02
52 8.893913e-01 8.448961e-01 4.449521e-02
53 8.951696e-01 8.506477e-01 4.452184e-02
54 9.021872e-01 8.576473e-01 4.453995e-02
55 9.101067e-01 8.655571e-01 4.454968e-02
56 9.185989e-01 8.740476e-01 4.455137e-02
57 9.273404e-01 8.827952e-01 4.454517e-02
58 9.360292e-01 8.914974e-01 4.453181e-02
59 9.443987e-01 8.998864e-01 4.451227e-02
60 9.522157e-01 9.077284e-01 4.448735e-02
61 9.592562e-01 9.147985e-01 4.445770e-02
62 9.653122e-01 9.208876e-01 4.442458e-02
63 9.702211e-01 9.258321e-01 4.438893e-02
64 9.739571e-01 9.296060e-01 4.435115e-02
65 9.765116e-01 9.321997e-01 4.431193e-02
66 9.779197e-01 9.336476e-01 4.427215e-02
67 9.782572e-01 9.340246e-01 4.423260e-02
68 9.776294e-01 9.334355e-01 4.419392e-02
69 9.761654e-01 9.320089e-01 4.415658e-02
70 9.740140e-01 9.298930e-01 4.412094e-02
71 9.713355e-01 9.272483e-01 4.408721e-02
72 9.682909e-01 9.242353e-01 4.405552e-02
73 9.650500e-01 9.210242e-01 4.402581e-02
74 9.617678e-01 9.177696e-01 4.399818e-02
75 9.585797e-01 9.146071e-01 4.397259e-02
76 9.556095e-01 9.116606e-01 4.394888e-02
77 9.529538e-01 9.090269e-01 4.392686e-02
78 9.506864e-01 9.067802e-01 4.390624e-02
79 9.488544e-01 9.049677e-01 4.388671e-02
80 9.474792e-01 9.036113e-01 4.386793e-02
81 9.465594e-01 9.027098e-01 4.384959e-02
82 9.460727e-01 9.022413e-01 4.383138e-02
83 9.459792e-01 9.021662e-01 4.381301e-02
84 9.462242e-01 9.024300e-01 4.379422e-02
85 9.467425e-01 9.029677e-01 4.377476e-02
86 9.474649e-01 9.037104e-01 4.375445e-02
87 9.483231e-01 9.045900e-01 4.373313e-02
88 9.492519e-01 9.055413e-01 4.371069e-02
89 9.501916e-01 9.065046e-01 4.368706e-02
90 9.510889e-01 9.074267e-01 4.366220e-02
91 9.519004e-01 9.082642e-01 4.363616e-02
92 9.525928e-01 9.089838e-01 4.360896e-02
93 9.531417e-01 9.095610e-01 4.358068e-02
94 9.535333e-01 9.099819e-01 4.355146e-02
95 9.537653e-01 9.102439e-01 4.352142e-02
96 9.538449e-01 9.103541e-01 4.349071e-02
97 9.537869e-01 9.103274e-01 4.345950e-02
98 9.536115e-01 9.101836e-01 4.342789e-02
99 9.533432e-01 9.099471e-01 4.339603e-02
100 9.530089e-01 9.096449e-01 4.336402e-02
101 9.526353e-01 9.093034e-01 4.333191e-02
102 9.522465e-01 9.089468e-01 4.329975e-02
103 9.518636e-01 9.085960e-01 4.326756e-02
104 9.515036e-01 9.082683e-01 4.323534e-02
105 9.511797e-01 9.079766e-01 4.320305e-02
106 9.508999e-01 9.077293e-01 4.317064e-02
107 9.506679e-01 9.075299e-01 4.313804e-02
108 9.504835e-01 9.073783e-01 4.310519e-02
109 9.503432e-01 9.072712e-01 4.307200e-02
110 9.502410e-01 9.072025e-01 4.303848e-02
111 9.501686e-01 9.071641e-01 4.300448e-02
112 9.501170e-01 9.071470e-01 4.296995e-02
113 9.500760e-01 9.071412e-01 4.293486e-02
114 9.500370e-01 9.071379e-01 4.289916e-02
115 9.499915e-01 9.071287e-01 4.286284e-02
116 9.499321e-01 9.071062e-01 4.282591e-02
117 9.498533e-01 9.070649e-01 4.278840e-02
118 9.497517e-01 9.070014e-01 4.275030e-02
119 9.496254e-01 9.069137e-01 4.271165e-02
120 9.494751e-01 9.068025e-01 4.267254e-02
121 9.493017e-01 9.066688e-01 4.263292e-02
122 9.491071e-01 9.065142e-01 4.259287e-02
123 9.488936e-01 9.063412e-01 4.255235e-02
124 9.486639e-01 9.061525e-01 4.251138e-02
125 9.484206e-01 9.059505e-01 4.247003e-02
126 9.481659e-01 9.057377e-01 4.242820e-02
127 9.479023e-01 9.055164e-01 4.238595e-02
128 9.476314e-01 9.052882e-01 4.234328e-02
129 9.473542e-01 9.050541e-01 4.230010e-02
130 9.470704e-01 9.048140e-01 4.225640e-02
131 9.467790e-01 9.045668e-01 4.221215e-02
132 9.464776e-01 9.043102e-01 4.216734e-02
133 9.461635e-01 9.040415e-01 4.212195e-02
134 9.458332e-01 9.037572e-01 4.207595e-02
135 9.454830e-01 9.034536e-01 4.202935e-02
136 9.451087e-01 9.031265e-01 4.198212e-02
137 9.447058e-01 9.027715e-01 4.193426e-02
