VARIABLES= Iteration ResRho ResRhoU ResRhoV ResRhoE ResNuSA  
1 1.447881e-02 2.182436e-02 2.230357e-02 1.616395e+00 1.044808e-07
2 1.410120e-02 2.294880e-02 3.117663e-02 1.573678e+00 9.685228e-08
3 1.386403e-02 2.364300e-02 3.600816e-02 1.547009e+00 9.341228e-08
4 1.360013e-02 2.439303e-02 4.080168e-02 1.517416e+00 9.018375e-08
5 1.331456e-02 2.517572e-02 4.544006e-02 1.485458e+00 8.714330e-08
6 1.301303e-02 2.596933e-02 4.984616e-02 1.451776e+00 8.426948e-08
7 1.270193e-02 2.675417e-02 5.396614e-02 1.417078e+00 8.154446e-08
8 1.238811e-02 2.751258e-02 5.776111e-02 1.382128e+00 7.895362e-08
9 1.207876e-02 2.822909e-02 6.120273e-02 1.347724e+00 7.648489e-08
10 1.178117e-02 2.889028e-02 6.427098e-02 1.314677e+00 7.412819e-08
11 1.150249e-02 2.948481e-02 6.695294e-02 1.283779e+00 7.187503e-08
12 1.124937e-02 3.000332e-02 6.924213e-02 1.255767e+00 6.971820e-08
13 1.102763e-02 3.043839e-02 7.113817e-02 1.231283e+00 6.765146e-08
14 1.084186e-02 3.078446e-02 7.264660e-02 1.210830e+00 6.566945e-08
15 1.069511e-02 3.103779e-02 7.377882e-02 1.194741e+00 6.376740e-08
16 1.058862e-02 3.119668e-02 7.455188e-02 1.183144e+00 6.194113e-08
17 1.052173e-02 3.126115e-02 7.498836e-02 1.175957e+00 6.018687e-08
18 1.049190e-02 3.123304e-02 7.511608e-02 1.172888e+00 5.850119e-08
19 1.049498e-02 3.111610e-02 7.496782e-02 1.173468e+00 5.688096e-08
20 1.052548e-02 3.091574e-02 7.458071e-02 1.177081e+00 5.532329e-08
21 1.057704e-02 3.063917e-02 7.399557e-02 1.183012e+00 5.382549e-08
22 1.064284e-02 3.029625e-02 7.325583e-02 1.190500e+00 5.238944e-08
23 1.071605e-02 2.991085e-02 7.240507e-02 1.198790e+00 5.107113e-08
24 1.079021e-02 2.948187e-02 7.148958e-02 1.207150e+00 4.982047e-08
25 1.085948e-02 2.902282e-02 7.055177e-02 1.214929e+00 4.861639e-08
26 1.091893e-02 2.854173e-02 6.963400e-02 1.221577e+00 4.744796e-08
27 1.096458e-02 2.804737e-02 6.877339e-02 1.226657e+00 4.631103e-08
28 1.099358e-02 2.755256e-02 6.799853e-02 1.229853e+00 4.520458e-08
29 1.100417e-02 2.706902e-02 6.732991e-02 1.230970e+00 4.412726e-08
30 1.099571e-02 2.660542e-02 6.678001e-02 1.229925e+00 4.307174e-08
31 1.096856e-02 2.617637e-02 6.635027e-02 1.226781e+00 4.204169e-08
32 1.092398e-02 2.578768e-02 6.603496e-02 1.221690e+00 4.103958e-08
33 1.086403e-02 2.543950e-02 6.582071e-02 1.214883e+00 4.006689e-08
34 1.079137e-02 2.513396e-02 6.568629e-02 1.206661e+00 3.912394e-08
35 1.070911e-02 2.487170e-02 6.560745e-02 1.197371e+00 3.821013e-08
36 1.062056e-02 2.465009e-02 6.555924e-02 1.187388e+00 3.732453e-08
37 1.052901e-02 2.446466e-02 6.551731e-02 1.177085e+00 3.646618e-08
38 1.043758e-02 2.430963e-02 6.545968e-02 1.166813e+00 3.563403e-08
39 1.034896e-02 2.417836e-02 6.536812e-02 1.156876e+00 3.482636e-08
40 1.026531e-02 2.406450e-02 6.522896e-02 1.147514e+00 3.404192e-08
41 1.018810e-02 2.396226e-02 6.503365e-02 1.138894e+00 3.328002e-08
42 1.011812e-02 2.386650e-02 6.477884e-02 1.131101e+00 3.254023e-08
43 1.005544e-02 2.377310e-02 6.446599e-02 1.124140e+00 3.182289e-08
44 9.999497e-03 2.367984e-02 6.410045e-02 1.117944e+00 3.113077e-08
45 9.949250e-03 2.358554e-02 6.369096e-02 1.112392e+00 3.046573e-08
46 9.903297e-03 2.349000e-02 6.324849e-02 1.107321e+00 2.982726e-08
47 9.860071e-03 2.339526e-02 6.278518e-02 1.102552e+00 2.922589e-08
48 9.818007e-03 2.330208e-02 6.231291e-02 1.097907e+00 2.864981e-08
49 9.775690e-03 2.321124e-02 6.184259e-02 1.093225e+00 2.808825e-08
50 9.731972e-03 2.312485e-02 6.138332e-02 1.088376e+00 2.753560e-08
51 9.686047e-03 2.304610e-02 6.094157e-02 1.083270e+00 2.697914e-08
