# Iter  CD  CDp  CDf 
1 7.967639e-02 6.933553e-02 1.034086e-02
2 1.485313e-01 1.382191e-01 1.031219e-02
3 2.166707e-01 2.063740e-01 1.029674e-02
4 2.836858e-01 2.734072e-01 1.027859e-02
5 3.491630e-01 3.389048e-01 1.025818e-02
6 4.127331e-01 4.024973e-01 1.023583e-02
7 4.741124e-01 4.639008e-01 1.021168e-02
8 5.331022e-01 5.229165e-01 1.018570e-02
9 5.895749e-01 5.794168e-01 1.015802e-02
10 6.434593e-01 6.333306e-01 1.012870e-02
11 6.947227e-01 6.846248e-01 1.009782e-02
12 7.433556e-01 7.332902e-01 1.006541e-02
13 7.893591e-01 7.793276e-01 1.003150e-02
14 8.327353e-01 8.227391e-01 9.996105e-03
15 8.734821e-01 8.635228e-01 9.959257e-03
16 9.115949e-01 9.016739e-01 9.921001e-03
17 9.470783e-01 9.371969e-01 9.881399e-03
18 9.799778e-01 9.701373e-01 9.840490e-03
19 1.010435e+00 1.000637e+00 9.798223e-03
20 1.038577e+00 1.028822e+00 9.754561e-03
21 1.064349e+00 1.054639e+00 9.709644e-03
22 1.087689e+00 1.078025e+00 9.663650e-03
23 1.108531e+00 1.098914e+00 9.616781e-03
24 1.126809e+00 1.117239e+00 9.569264e-03
25 1.142459e+00 1.132937e+00 9.521352e-03
26 1.155465e+00 1.145991e+00 9.473838e-03
27 1.166053e+00 1.156626e+00 9.427169e-03
28 1.174179e+00 1.164798e+00 9.381277e-03
29 1.179493e+00 1.170157e+00 9.336258e-03
30 1.181986e+00 1.172694e+00 9.292302e-03
31 1.181724e+00 1.172475e+00 9.249659e-03
32 1.178781e+00 1.169572e+00 9.208569e-03
33 1.173226e+00 1.164057e+00 9.169242e-03
34 1.165144e+00 1.156012e+00 9.132012e-03
35 1.154644e+00 1.145547e+00 9.097320e-03
36 1.141848e+00 1.132782e+00 9.065438e-03
37 1.126888e+00 1.117851e+00 9.036601e-03
38 1.109918e+00 1.100907e+00 9.011000e-03
39 1.091159e+00 1.082170e+00 8.988769e-03
40 1.070932e+00 1.061962e+00 8.970000e-03
41 1.049586e+00 1.040631e+00 8.954748e-03
42 1.027475e+00 1.018532e+00 8.942964e-03
43 1.004949e+00 9.960145e-01 8.934547e-03
44 9.823425e-01 9.734131e-01 8.929319e-03
45 9.599762e-01 9.510490e-01 8.927227e-03
46 9.381721e-01 9.292441e-01 8.928061e-03
47 9.172018e-01 9.082703e-01 8.931504e-03
48 8.973672e-01 8.884301e-01 8.937046e-03
49 8.789112e-01 8.699668e-01 8.944355e-03
50 8.618453e-01 8.528923e-01 8.952936e-03
51 8.461156e-01 8.371530e-01 8.962556e-03
52 8.318108e-01 8.228378e-01 8.972961e-03
53 8.189057e-01 8.099219e-01 8.983763e-03
54 8.077146e-01 7.987199e-01 8.994787e-03
55 7.981402e-01 7.891348e-01 9.005442e-03
56 7.900598e-01 7.810445e-01 9.015349e-03
57 7.833744e-01 7.743500e-01 9.024424e-03
58 7.779621e-01 7.689295e-01 9.032546e-03
59 7.737048e-01 7.646652e-01 9.039572e-03
60 7.704773e-01 7.614318e-01 9.045475e-03
61 7.681378e-01 7.590875e-01 9.050262e-03
62 7.665478e-01 7.574938e-01 9.053942e-03
63 7.655614e-01 7.565049e-01 9.056520e-03
64 7.650322e-01 7.559743e-01 9.057912e-03
65 7.648107e-01 7.557526e-01 9.058101e-03
66 7.647528e-01 7.556956e-01 9.057179e-03
67 7.647106e-01 7.556554e-01 9.055187e-03
68 7.645153e-01 7.554630e-01 9.052298e-03
69 7.640948e-01 7.550462e-01 9.048610e-03
70 7.634211e-01 7.543770e-01 9.044093e-03
71 7.624087e-01 7.533698e-01 9.038934e-03
