# x y Cp Cf
9.981503e-01 -1.451075e-05 -1.351961e-01 1.894784e-03
9.979150e-01 -1.736484e-05 -1.355276e-01 1.886250e-03
9.976588e-01 -2.065819e-05 -1.358403e-01 1.878516e-03
9.973806e-01 -2.444497e-05 -1.361351e-01 1.871458e-03
9.970788e-01 -2.878491e-05 -1.364128e-01 1.864978e-03
9.967519e-01 -3.374373e-05 -1.366739e-01 1.858992e-03
9.963984e-01 -3.939365e-05 -1.369187e-01 1.853434e-03
9.960165e-01 -4.581382e-05 -1.371474e-01 1.848246e-03
9.956045e-01 -5.309088e-05 -1.373598e-01 1.843383e-03
9.951607e-01 -6.131950e-05 -1.375558e-01 1.838805e-03
9.946830e-01 -7.060286e-05 -1.377348e-01 1.834480e-03
9.941695e-01 -8.105330e-05 -1.378964e-01 1.830384e-03
9.936182e-01 -9.279287e-05 -1.380396e-01 1.826496e-03
9.930268e-01 -1.059539e-04 -1.381638e-01 1.822798e-03
9.923933e-01 -1.206796e-04 -1.382677e-01 1.819279e-03
9.917152e-01 -1.371249e-04 -1.383501e-01 1.815929e-03
9.909902e-01 -1.554565e-04 -1.384097e-01 1.812742e-03
9.902159e-01 -1.758543e-04 -1.384450e-01 1.809713e-03
9.893898e-01 -1.985114e-04 -1.384544e-01 1.806841e-03
9.885091e-01 -2.236348e-04 -1.384361e-01 1.804126e-03
9.875714e-01 -2.514464e-04 -1.383881e-01 1.801570e-03
9.865737e-01 -2.821832e-04 -1.383084e-01 1.799177e-03
9.855134e-01 -3.160980e-04 -1.381950e-01 1.796950e-03
9.843875e-01 -3.534599e-04 -1.380454e-01 1.794897e-03
9.831931e-01 -3.945550e-04 -1.378575e-01 1.793023e-03
9.819272e-01 -4.396868e-04 -1.376286e-01 1.791338e-03
9.805867e-01 -4.891766e-04 -1.373563e-01 1.789851e-03
9.791686e-01 -5.433637e-04 -1.370379e-01 1.788570e-03
9.776696e-01 -6.026062e-04 -1.366706e-01 1.787506e-03
9.760867e-01 -6.672809e-04 -1.362518e-01 1.786671e-03
9.744164e-01 -7.377838e-04 -1.357785e-01 1.786074e-03
9.726557e-01 -8.145298e-04 -1.352479e-01 1.785727e-03
9.708011e-01 -8.979530e-04 -1.346571e-01 1.785643e-03
9.688494e-01 -9.885068e-04 -1.340030e-01 1.785833e-03
9.667971e-01 -1.086663e-03 -1.332828e-01 1.786309e-03
9.646411e-01 -1.192914e-03 -1.324934e-01 1.787083e-03
9.623778e-01 -1.307767e-03 -1.316319e-01 1.788167e-03
9.600040e-01 -1.431749e-03 -1.306952e-01 1.789572e-03
9.575163e-01 -1.565405e-03 -1.296804e-01 1.791312e-03
9.549115e-01 -1.709295e-03 -1.285844e-01 1.793396e-03
9.521861e-01 -1.863994e-03 -1.274044e-01 1.795837e-03
9.493370e-01 -2.030091e-03 -1.261374e-01 1.798646e-03
9.463609e-01 -2.208189e-03 -1.247805e-01 1.801834e-03
9.432547e-01 -2.398903e-03 -1.233308e-01 1.805412e-03
9.400153e-01 -2.602854e-03 -1.217855e-01 1.809390e-03
9.366396e-01 -2.820677e-03 -1.201418e-01 1.813780e-03
9.331247e-01 -3.053007e-03 -1.183970e-01 1.818591e-03
9.294676e-01 -3.300487e-03 -1.165483e-01 1.823834e-03
9.256657e-01 -3.563760e-03 -1.145931e-01 1.829518e-03
9.217163e-01 -3.843469e-03 -1.125287e-01 1.835654e-03
9.176168e-01 -4.140252e-03 -1.103527e-01 1.842252e-03
9.133647e-01 -4.454742e-03 -1.080624e-01 1.849320e-03
9.089579e-01 -4.787562e-03 -1.056556e-01 1.856868e-03
9.043940e-01 -5.139323e-03 -1.031297e-01 1.864905e-03
8.996713e-01 -5.510619e-03 -1.004824e-01 1.873442e-03
8.947877e-01 -5.902027e-03 -9.771161e-02 1.882486e-03
8.897416e-01 -6.314099e-03 -9.481504e-02 1.892048e-03
8.845316e-01 -6.747362e-03 -9.179062e-02 1.902135e-03
8.791564e-01 -7.202313e-03 -8.863633e-02 1.912757e-03
8.736148e-01 -7.679414e-03 -8.535024e-02 1.923922e-03
8.679059e-01 -8.179092e-03 -8.193051e-02 1.935639e-03
8.620291e-01 -8.701729e-03 -7.837540e-02 1.947917e-03
8.559838e-01 -9.247665e-03 -7.468326e-02 1.960763e-03
8.497698e-01 -9.817188e-03 -7.085256e-02 1.974188e-03
8.433871e-01 -1.041054e-02 -6.688186e-02 1.988197e-03
8.368360e-01 -1.102789e-02 -6.276987e-02 2.002800e-03
8.301167e-01 -1.166937e-02 -5.851539e-02 2.018005e-03
8.232301e-01 -1.233503e-02 -5.411738e-02 2.033819e-03
8.161771e-01 -1.302485e-02 -4.957491e-02 2.050250e-03
8.089588e-01 -1.373877e-02 -4.488723e-02 2.067306e-03
8.015767e-01 -1.447663e-02 -4.005369e-02 2.084993e-03
7.940325e-01 -1.523818e-02 -3.507385e-02 2.103318e-03
7.863282e-01 -1.602314e-02 -2.994738e-02 2.122289e-03
7.784659e-01 -1.683111e-02 -2.467418e-02 2.141912e-03
7.704482e-01 -1.766162e-02 -1.925427e-02 2.162194e-03
7.622776e-01 -1.851412e-02 -1.368790e-02 2.183140e-03
7.539573e-01 -1.938796e-02 -7.975478e-03 2.204756e-03
7.454904e-01 -2.028244e-02 -2.117632e-03 2.227049e-03
7.368803e-01 -2.119673e-02 3.884810e-03 2.250024e-03
7.281308e-01 -2.212994e-02 1.003080e-02 2.273687e-03
7.192459e-01 -2.308109e-02 1.631907e-02 2.298044e-03
7.102296e-01 -2.404912e-02 2.274812e-02 2.323110e-03
7.010865e-01 -2.503288e-02 2.931607e-02 2.348919e-03
6.918211e-01 -2.603114e-02 3.602137e-02 2.375494e-03
6.824382e-01 -2.704260e-02 4.286309e-02 2.402678e-03
6.729429e-01 -2.806587e-02 4.983759e-02 2.430352e-03
6.633405e-01 -2.909949e-02 5.694085e-02 2.458807e-03
6.536363e-01 -3.014193e-02 6.417071e-02 2.488051e-03
# 6.536363e-01 -3.014193e-02 6.417071e-02
   
