# Nver h  CD  CDp  CDf 
4932    0.014239  7.791534e-03 1.930724e-03 5.860810e-03  
9649    0.010180  7.931008e-03 1.466055e-03 6.464953e-03  
19103   0.007235  7.837948e-03 1.307378e-03 6.530570e-03 
38342   0.005107  7.827059e-03 1.269807e-03 6.557252e-03 
76420   0.003617  7.834296e-03 1.259559e-03 6.574737e-03 
151340  0.002570  7.823223e-03 1.243965e-03 6.579258e-03
300005  0.001826  9.819664e-03 1.232443e-03 6.587221e-03
