# Nver h  CD  CDp  CDf 
4727    0.014544  8.576165e-03 2.211767e-03 6.364397e-03 
9489    0.010266  8.100533e-03 1.595051e-03 6.505482e-03 
18947   0.007265  7.930599e-03 1.373400e-03 6.557199e-03
37450   0.005167  7.872381e-03 1.288670e-03 6.583711e-03 
75118   0.003649  7.857815e-03 1.257743e-03 6.600072e-03 
149026  0.002590  7.856416e-03 1.250776e-03 6.605640e-03 
297366  0.001834  7.849091e-03 1.247742e-03 6.601349e-03 
