TITLE     = "fun3d_case_title"
VARIABLES = "Iteration"
"R_1"
"R_2"
"R_3"
"R_4"
"R_5"
"R_6"
"C_L"
"C_D"
"C_M_y"
"C_Dp"
"C_Dv"
ZONE T="FUN3D, PW_V1_1.0 Grid"
 STRANDID=0, SOLUTIONTIME=0
 I=2617, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE )
 1.000000000E+00 4.403320020E-07 1.154076656E-07 5.470355546E-08 1.488439949E-07 1.109028972E-06 2.773987399E-05 3.591099381E-01 2.780752480E-01 -9.576777369E-02 1.776794195E-01 1.003958285E-01
 2.000000000E+00 3.862126050E-07 1.152600007E-07 9.422024760E-08 2.232279712E-07 9.726517192E-07 2.641165884E-05 8.943983912E-01 5.476232767E-01 -2.358287126E-01 4.486277997E-01 9.899546206E-02
 3.000000000E+00 2.798141168E-07 9.399971646E-08 1.197439872E-07 2.322596231E-07 7.046824635E-07 2.421286808E-05 1.514509559E+00 8.695843816E-01 -3.966018558E-01 7.728009224E-01 9.678347409E-02
 4.000000000E+00 2.379865123E-07 7.408576863E-08 1.097439721E-07 1.886479026E-07 5.998109600E-07 2.090931594E-05 1.818474650E+00 1.035420537E+00 -4.672768116E-01 9.412551522E-01 9.416539222E-02
 5.000000000E+00 2.401122856E-07 7.278815417E-08 8.082993475E-08 1.510872494E-07 6.057336464E-07 1.668560435E-05 1.749517560E+00 1.003370523E+00 -4.446826279E-01 9.121025801E-01 9.126793593E-02
 6.000000000E+00 1.717375255E-07 7.089414567E-08 7.040987526E-08 1.228708442E-07 4.334490882E-07 1.249299567E-05 1.637855172E+00 9.208433628E-01 -4.264835119E-01 8.335528374E-01 8.729052544E-02
 7.000000000E+00 1.658416551E-07 1.177572031E-07 6.179966050E-08 1.075732428E-07 4.181396207E-07 9.277636309E-06 7.919770479E-01 7.212561369E-01 -1.635891944E-01 6.411256194E-01 8.013053238E-02
 8.000000000E+00 8.576216715E-08 1.196641080E-07 4.796530817E-08 4.983355950E-08 2.152048495E-07 5.199941825E-06 -5.286807418E-01 3.418011963E-01 1.797431558E-01 2.698066533E-01 7.199455798E-02
 9.000000000E+00 8.833069387E-08 1.205075506E-07 4.876723736E-08 4.333339021E-08 2.218642265E-07 4.803196589E-06 -6.393731833E-01 3.087660670E-01 1.804356426E-01 2.387190759E-01 7.004699111E-02
 1.000000000E+01 8.984675759E-08 1.155779756E-07 5.307539652E-08 3.493555667E-08 2.268302239E-07 3.966900294E-06 -5.757041574E-01 2.953239083E-01 6.993974000E-02 2.278800309E-01 6.744388491E-02
 1.100000000E+01 7.207581376E-08 1.046098248E-07 5.831910954E-08 2.998772430E-08 1.807851504E-07 3.106738632E-06 -2.873913348E-01 2.745687962E-01 -9.351204336E-02 2.116262764E-01 6.294252723E-02
 1.200000000E+01 6.985015943E-08 1.027978911E-07 5.835858019E-08 2.880885575E-08 1.740870488E-07 2.993581120E-06 -2.422317713E-01 2.688662112E-01 -1.103958711E-01 2.070305049E-01 6.183569506E-02
 1.300000000E+01 6.895216131E-08 9.808947254E-08 5.406189985E-08 2.709469094E-08 1.704732142E-07 2.684824267E-06 -2.001577020E-01 2.509370148E-01 -1.024310291E-01 1.907110661E-01 6.022593379E-02
 1.400000000E+01 7.412832304E-08 8.266702878E-08 3.894304612E-08 2.689393064E-08 1.833543308E-07 2.278093234E-06 -9.235003591E-02 2.360011190E-01 -5.869603157E-02 1.787372828E-01 5.726382509E-02
 1.500000000E+01 7.880738906E-08 5.650518276E-08 4.034729173E-08 3.041933638E-08 1.978304596E-07 1.802704332E-06 7.298474014E-02 1.713783890E-01 -5.920231715E-02 1.192803606E-01 5.209802464E-02
 1.600000000E+01 7.608365138E-08 5.323060392E-08 4.114206220E-08 2.966480750E-08 1.907528429E-07 1.756326924E-06 7.996153831E-02 1.389923096E-01 -5.090712383E-02 8.806471527E-02 5.092759803E-02
 1.700000000E+01 7.176318206E-08 5.490810295E-08 3.938445303E-08 2.781773567E-08 1.796917672E-07 1.534171361E-06 3.267280757E-02 8.811319619E-02 6.133023649E-03 3.878684342E-02 4.932635650E-02
 1.800000000E+01 5.880086817E-08 6.738585512E-08 3.401416748E-08 2.636291541E-08 1.467354309E-07 1.333211003E-06 -1.190845389E-02 9.480331093E-03 5.587935075E-02 -3.681035712E-02 4.629068822E-02
 1.900000000E+01 5.444202955E-08 7.106885391E-08 3.328337783E-08 2.424860313E-08 1.352337193E-07 1.324271921E-06 -5.599239375E-03 -1.730675227E-03 5.551461503E-02 -4.736252502E-02 4.563185200E-02
 2.000000000E+01 5.021979277E-08 7.483154718E-08 3.245160229E-08 2.321628934E-08 1.240791363E-07 1.228683914E-06 -8.501626551E-03 -9.937041439E-03 5.745007843E-02 -5.460295081E-02 4.466591030E-02
 2.100000000E+01 4.219245753E-08 7.814975334E-08 3.098273282E-08 2.336530791E-08 1.032556298E-07 1.131062163E-06 1.429191045E-02 -7.041612640E-03 3.239384666E-02 -4.992952570E-02 4.288791120E-02
 2.200000000E+01 4.527108644E-08 6.568114230E-08 2.335746530E-08 2.461029780E-08 1.138435763E-07 1.049715138E-06 4.710150138E-02 2.950290218E-02 -4.882067442E-03 -1.028893236E-02 3.979183361E-02
 2.300000000E+01 4.931606057E-08 5.990774810E-08 1.943353212E-08 2.191093351E-08 1.244639662E-07 1.050912260E-06 2.373095229E-02 3.804920241E-02 6.447965279E-03 -1.052181702E-03 3.910138458E-02
 2.400000000E+01 5.157592398E-08 5.320682206E-08 1.843578445E-08 2.120314058E-08 1.315883793E-07 9.407738730E-07 -1.922806166E-02 5.894098803E-02 3.112741746E-02 2.079171129E-02 3.814927861E-02
 2.500000000E+01 4.876765658E-08 4.733934489E-08 2.095278440E-08 2.207357852E-08 1.232450728E-07 8.645072285E-07 -6.205291674E-02 1.029237211E-01 1.051815413E-02 6.659293920E-02 3.633078188E-02
 2.600000000E+01 4.648972052E-08 4.613911031E-08 1.976458464E-08 2.003089428E-08 1.166742081E-07 8.660467756E-07 -8.116356283E-02 1.142208427E-01 1.070732158E-02 7.828761637E-02 3.593322262E-02
 2.700000000E+01 4.493283967E-08 4.623941763E-08 1.805864791E-08 1.912538394E-08 1.120854378E-07 8.050542988E-07 -8.116383106E-02 1.287917793E-01 -8.525008336E-03 9.344808012E-02 3.534369916E-02
 2.800000000E+01 4.019441491E-08 5.145400550E-08 1.623770451E-08 1.952186146E-08 1.006369743E-07 7.645094229E-07 -7.175900042E-02 1.446492076E-01 -4.132099450E-02 1.104372367E-01 3.421196714E-02
 2.900000000E+01 3.237615331E-08 5.984679774E-08 1.832482432E-08 2.145336886E-08 8.318345124E-08 7.646428912E-07 -1.902176440E-02 1.325514466E-01 -3.585809097E-02 1.003032178E-01 3.224822879E-02
 3.000000000E+01 2.917890285E-08 5.892059818E-08 1.724391652E-08 1.891677037E-08 7.510471534E-08 7.832354640E-07 -4.911621101E-03 1.220102608E-01 -2.613717131E-02 9.018254280E-02 3.182771802E-02
