# Kestrel COFFE Tracking File
# Job name = joukowski
# Job description = Joukowski airfoil for HiFi workshop
# Number of dimensions in simulation = 2
# Body path = AIRFOIL
# Mesh path:name = Joukowski_RANS_Classic_quad_ref3_Q1.avm:airfoil
# Output coordinate system = xByUzL
# Moment reference location (in) = 0.000000, 0.000000, 0.000000
# Reference area (in^2) = 1.000000                                        [AREA]
# Moment reference length about x-axis (in) = 1.000000                    [LENX]
# Moment reference length about y-axis (in) = 1.000000                    [LENY]
# Moment reference length about z-axis (in) = 1.000000                    [LENZ]
# Reference Mach = 0.150000                                               [MACH]
# Reference static pressure (lbf/in^2) = 996.589246             [STATICPRESSURE]
# Reference dynamic pressure (lbf/in^2) = 15.696281            [DYNAMICPRESSURE]
# Reference temperature (deg R) = 520.000000                       [TEMPERATURE]
# Reference angle of attack (deg) = 0.000000                     [ANGLEOFATTACK]
# Reference angle of sideslip (deg) = 0.000000                 [ANGLEOFSIDESLIP]
VARIABLES=  "ITERID"   "ITER"   "SUBITER"           "TIME"            "CFL"      "DeltaTime"   "HomotopyCoef"          "Omega"   "LinearIters"      "LinearRes"      "NonlinRes"    "HomotopyRes"
         1        1           1   0.00000000E+00   1.00000000E+00   0.00000000E+00   0.00000000E+00   1.00000000E+00               9   4.81824543E-08   2.03582203E-01   2.03582203E-01
         2        2           1   0.00000000E+00   2.00000000E+00   0.00000000E+00   0.00000000E+00   1.00000000E+00               9   5.16159392E-08   1.21829622E-01   1.21829622E-01
         3        3           1   0.00000000E+00   4.13006415E+00   0.00000000E+00   0.00000000E+00   1.00000000E+00              10   4.86514848E-08   8.53011205E-02   8.53011205E-02
         4        4           1   0.00000000E+00   8.58615090E+00   0.00000000E+00   0.00000000E+00   1.00000000E+00              13   4.14096449E-08   5.48167858E-02   5.48167858E-02
         5        5           1   0.00000000E+00   1.93252882E+01   0.00000000E+00   0.00000000E+00   1.00000000E+00              21   6.90798850E-08   3.36436178E-02   3.36436178E-02
         6        6           1   0.00000000E+00   4.47702121E+01   0.00000000E+00   0.00000000E+00   1.00000000E+00              39   9.55177472E-08   1.72236829E-02   1.72236829E-02
         7        7           1   0.00000000E+00   1.04252545E+02   0.00000000E+00   0.00000000E+00   1.00000000E+00              78   8.73928775E-08   6.24445516E-03   6.24445516E-03
         8        8           1   0.00000000E+00   2.27944397E+02   0.00000000E+00   0.00000000E+00   1.00000000E+00             139   9.62715105E-08   1.34572762E-03   1.34572762E-03
         9        9           1   0.00000000E+00   4.55888794E+02   0.00000000E+00   0.00000000E+00   1.00000000E+00             200   9.53873280E-08   2.78601280E-03   2.78601280E-03
        10       10           1   0.00000000E+00   9.11777588E+02   0.00000000E+00   0.00000000E+00   1.00000000E+00             308   9.76146227E-08   8.06718757E-04   8.06718757E-04
        11       11           1   0.00000000E+00   1.00000000E+03   0.00000000E+00   0.00000000E+00   4.00000000E-01             363   9.99504656E-08   6.74932618E-05   6.74932618E-05
        12       12           1   0.00000000E+00   2.35614722E+02   0.00000000E+00   0.00000000E+00   1.00000000E+00             131   9.21878772E-08   4.79433985E-05   4.79433985E-05
        13       13           1   0.00000000E+00   5.54434020E+02   0.00000000E+00   0.00000000E+00   1.00000000E+00             238   9.94813492E-08   4.39835095E-05   4.39835095E-05
        14       14           1   0.00000000E+00   1.00000000E+03   0.00000000E+00   0.00000000E+00   1.00000000E+00             363   9.81834456E-08   1.86493483E-05   1.86493483E-05
        15       15           1   0.00000000E+00   1.00000000E+03   0.00000000E+00   0.00000000E+00   1.00000000E+00             371   9.97663419E-08   1.28571082E-05   1.28571082E-05
        16       16           1   0.00000000E+00   1.00000000E+03   0.00000000E+00   0.00000000E+00   1.00000000E+00             372   9.88839584E-08   9.26980868E-06   9.26980868E-06
        17       17           1   0.00000000E+00   1.00000000E+03   0.00000000E+00   0.00000000E+00   1.00000000E+00             373   9.97771444E-08   7.36130294E-06   7.36130294E-06
        18       18           1   0.00000000E+00   1.00000000E+03   0.00000000E+00   0.00000000E+00   1.00000000E+00             372   9.97520595E-08   6.29264335E-06   6.29264335E-06
        19       19           1   0.00000000E+00   1.00000000E+03   0.00000000E+00   0.00000000E+00   1.00000000E+00             369   9.89052478E-08   5.63196053E-06   5.63196053E-06
        20       20           1   0.00000000E+00   1.00000000E+03   0.00000000E+00   0.00000000E+00   1.00000000E+00             368   9.73104165E-08   5.15802190E-06   5.15802190E-06
        21       21           1   0.00000000E+00   1.00000000E+03   0.00000000E+00   0.00000000E+00   1.00000000E+00             368   9.98119916E-08   4.78312760E-06   4.78312760E-06
        22       22           1   0.00000000E+00   1.00000000E+03   0.00000000E+00   0.00000000E+00   1.00000000E+00             370   9.86988244E-08   4.47146109E-06   4.47146109E-06
        23       23           1   0.00000000E+00   1.00000000E+03   0.00000000E+00   0.00000000E+00   1.00000000E+00             372   9.66880755E-08   4.20912621E-06   4.20912621E-06
        24       24           1   0.00000000E+00   1.00000000E+03   0.00000000E+00   0.00000000E+00   1.00000000E+00             372   9.69716448E-08   3.98589876E-06   3.98589876E-06
        25       25           1   0.00000000E+00   1.00000000E+03   0.00000000E+00   0.00000000E+00   1.00000000E+00             371   9.92539584E-08   3.79153871E-06   3.79153871E-06
        26       26           1   0.00000000E+00   1.00000000E+03   0.00000000E+00   0.00000000E+00   1.00000000E+00             372   9.95819967E-08   3.61904146E-06   3.61904146E-06
        27       27           1   0.00000000E+00   1.00000000E+03   0.00000000E+00   0.00000000E+00   1.00000000E+00             375   9.93304702E-08   3.46068863E-06   3.46068863E-06
        28       28           1   0.00000000E+00   1.00000000E+03   0.00000000E+00   0.00000000E+00   1.00000000E+00             378   9.65316456E-08   3.31341244E-06   3.31341244E-06
        29       29           1   0.00000000E+00   1.00000000E+03   0.00000000E+00   0.00000000E+00   1.00000000E+00             379   9.59483108E-08   3.17250528E-06   3.17250528E-06
        30       30           1   0.00000000E+00   1.00000000E+03   0.00000000E+00   0.00000000E+00   1.00000000E+00             379   9.73734527E-08   3.03812138E-06   3.03812138E-06
        31       31           1   0.00000000E+00   1.00000000E+03   0.00000000E+00   0.00000000E+00   1.00000000E+00             379   9.59040340E-08   2.90591323E-06   2.90591323E-06
        32       32           1   0.00000000E+00   1.00000000E+03   0.00000000E+00   0.00000000E+00   1.00000000E+00             378   9.67576327E-08   2.77557739E-06   2.77557739E-06
        33       33           1   0.00000000E+00   1.00000000E+03   0.00000000E+00   0.00000000E+00   1.00000000E+00             376   9.79196206E-08   2.64721458E-06   2.64721458E-06
        34       34           1   0.00000000E+00   1.00000000E+03   0.00000000E+00   0.00000000E+00   1.00000000E+00             373   9.74345546E-08   2.52025432E-06   2.52025432E-06
        35       35           1   0.00000000E+00   1.00000000E+03   0.00000000E+00   0.00000000E+00   1.00000000E+00             370   9.79176775E-08   2.39364097E-06   2.39364097E-06
        36       36           1   0.00000000E+00   1.00000000E+03   0.00000000E+00   0.00000000E+00   1.00000000E+00             368   9.56390887E-08   2.26805075E-06   2.26805075E-06
        37       37           1   0.00000000E+00   1.00000000E+03   0.00000000E+00   0.00000000E+00   1.00000000E+00             366   9.81881251E-08   2.14388720E-06   2.14388720E-06
        38       38           1   0.00000000E+00   1.00000000E+03   0.00000000E+00   0.00000000E+00   1.00000000E+00             366   9.74368528E-08   2.02467371E-06   2.02467371E-06
        39       39           1   0.00000000E+00   1.00000000E+03   0.00000000E+00   0.00000000E+00   1.00000000E+00             368   9.58440731E-08   1.90945493E-06   1.90945493E-06
        40       40           1   0.00000000E+00   1.00000000E+03   0.00000000E+00   0.00000000E+00   1.00000000E+00             370   9.60441920E-08   1.80029234E-06   1.80029234E-06
        41       41           1   0.00000000E+00   1.00000000E+03   0.00000000E+00   0.00000000E+00   1.00000000E+00             372   9.81950743E-08   1.69818360E-06   1.69818360E-06
        42       42           1   0.00000000E+00   1.00000000E+03   0.00000000E+00   0.00000000E+00   1.00000000E+00             375   9.58587337E-08   1.60126274E-06   1.60126274E-06
        43       43           1   0.00000000E+00   1.00000000E+03   0.00000000E+00   0.00000000E+00   1.00000000E+00             376   9.85320724E-08   1.50936961E-06   1.50936961E-06
        44       44           1   0.00000000E+00   1.00000000E+03   0.00000000E+00   0.00000000E+00   1.00000000E+00             377   9.90995653E-08   1.42240288E-06   1.42240288E-06
